Date,Total Views,Change
"Aug 25, 2016",0,0
"Aug 26, 2016",290,290
"Aug 27, 2016",584,294
"Aug 28, 2016",881,297
"Aug 29, 2016",1182,301
"Aug 30, 2016",1486,304
"Aug 31, 2016",1794,308
"Sep 1, 2016",2105,311
"Sep 2, 2016",2420,315
"Sep 3, 2016",2738,318
"Sep 4, 2016",3059,321
"Sep 5, 2016",3384,325
"Sep 6, 2016",3712,328
"Sep 7, 2016",4044,332
"Sep 8, 2016",4379,335
"Sep 9, 2016",4717,338
"Sep 10, 2016",5058,341
"Sep 11, 2016",5402,344
"Sep 12, 2016",5750,348
"Sep 13, 2016",6100,350
"Sep 14, 2016",6453,353
"Sep 15, 2016",6809,356
"Sep 16, 2016",7168,359
"Sep 17, 2016",7529,361
"Sep 18, 2016",7892,363
"Sep 19, 2016",8258,366
"Sep 20, 2016",8625,367
"Sep 21, 2016",8995,370
"Sep 22, 2016",9366,371
"Sep 23, 2016",9739,373
"Sep 24, 2016",10114,375
"Sep 25, 2016",10489,375
"Sep 26, 2016",10866,377
"Sep 27, 2016",11243,377
"Sep 28, 2016",11622,379
"Sep 29, 2016",12000,378
"Sep 30, 2016",12379,379
"Oct 1, 2016",12758,379
"Oct 2, 2016",13137,379
"Oct 3, 2016",13516,379
"Oct 4, 2016",13894,378
"Oct 5, 2016",14271,377
"Oct 6, 2016",14648,377
"Oct 7, 2016",15024,376
"Oct 8, 2016",15398,374
"Oct 9, 2016",15771,373
"Oct 10, 2016",16143,372
"Oct 11, 2016",16513,370
"Oct 12, 2016",16881,368
"Oct 13, 2016",17248,367
"Oct 14, 2016",17612,364
"Oct 15, 2016",17975,363
"Oct 16, 2016",18335,360
"Oct 17, 2016",18693,358
"Oct 18, 2016",19048,355
"Oct 19, 2016",19401,353
"Oct 20, 2016",19751,350
"Oct 21, 2016",20099,348
"Oct 22, 2016",20444,345
"Oct 23, 2016",20786,342
"Oct 24, 2016",21126,340
"Oct 25, 2016",21463,337
"Oct 26, 2016",21797,334
"Oct 27, 2016",22128,331
"Oct 28, 2016",22456,328
"Oct 29, 2016",22781,325
"Oct 30, 2016",23104,323
"Oct 31, 2016",23423,319
"Nov 1, 2016",23740,317
"Nov 2, 2016",24054,314
"Nov 3, 2016",24364,310
"Nov 4, 2016",24672,308
"Nov 5, 2016",24978,306
