Date,Total Views,Change
"Jun 8, 2016",50086100,0
"Jun 9, 2016",50117155,31055
"Jun 10, 2016",50129147,11992
"Jun 11, 2016",50142730,13583
"Jun 12, 2016",50155596,12866
"Jun 13, 2016",50166394,10798
"Jun 14, 2016",50177192,10798
"Jun 15, 2016",50187990,10798
"Jun 16, 2016",50198788,10798
"Jun 17, 2016",50209586,10798
"Jun 18, 2016",50228936,19350
"Jun 19, 2016",50258804,29868
"Jun 20, 2016",50287273,28469
"Jun 21, 2016",50320872,33599
"Jun 22, 2016",50354471,33599
"Jun 23, 2016",50388070,33599
"Jun 24, 2016",50421669,33599
"Jun 25, 2016",50459406,37737
"Jun 26, 2016",50489491,30085
"Jun 27, 2016",50520386,30895
"Jun 28, 2016",50566038,45652
"Jun 29, 2016",50597607,31569
"Jun 30, 2016",50631457,33850
"Jul 1, 2016",50667556,36099
"Jul 2, 2016",50702678,35122
"Jul 3, 2016",50735226,32548
"Jul 4, 2016",50769528,34302
"Jul 5, 2016",50804316,34788
"Jul 6, 2016",50840702,36386
"Jul 7, 2016",50876974,36272
"Jul 8, 2016",50914493,37519
"Jul 9, 2016",50949462,34969
"Jul 10, 2016",50984431,34969
"Jul 11, 2016",51017140,32709
"Jul 12, 2016",51055493,38353
"Jul 13, 2016",51091664,36171
"Jul 14, 2016",51129835,38171
"Jul 15, 2016",51171447,41612
"Jul 16, 2016",51210112,38665
"Jul 17, 2016",51247112,37000
"Jul 18, 2016",51286091,38979
"Jul 19, 2016",51325322,39231
"Jul 20, 2016",51365198,39876
"Jul 21, 2016",51403058,37860
"Jul 22, 2016",51441848,38790
"Jul 23, 2016",51479918,38070
"Jul 24, 2016",51511947,32029
"Jul 25, 2016",51549162,37215
"Jul 26, 2016",51588686,39524
"Jul 27, 2016",51626562,37876
"Jul 28, 2016",51663443,36881
"Jul 29, 2016",51699565,36122
"Jul 30, 2016",51738621,39056
"Jul 31, 2016",51772054,33433
"Aug 1, 2016",51807605,35551
"Aug 2, 2016",51844050,36445
"Aug 3, 2016",51879168,35118
"Aug 4, 2016",51915620,36452
"Aug 5, 2016",51955680,40060
"Aug 6, 2016",51995210,39530
"Aug 7, 2016",52029732,34522
"Aug 8, 2016",52064571,34839
"Aug 9, 2016",52098765,34194
"Aug 10, 2016",52133776,35011
"Aug 11, 2016",52169941,36165
"Aug 12, 2016",52205921,35980
"Aug 13, 2016",52240805,34884
"Aug 14, 2016",52274153,33348
"Aug 15, 2016",52307718,33565
"Aug 16, 2016",52344048,36330
"Aug 17, 2016",52379855,35807
"Aug 18, 2016",52417458,37603
"Aug 19, 2016",52455912,38454
"Aug 20, 2016",52493404,37492
"Aug 21, 2016",52524975,31571
"Aug 22, 2016",52556241,31266
"Aug 23, 2016",52592603,36362
"Aug 24, 2016",52628966,36363
"Aug 25, 2016",52665328,36362
"Aug 26, 2016",52703239,37911
"Aug 27, 2016",52738277,35038
"Aug 28, 2016",52769028,30751
"Aug 29, 2016",52799816,30788
"Aug 30, 2016",52830830,31014
"Aug 31, 2016",52866223,35393
"Sep 1, 2016",52900479,34256
"Sep 2, 2016",52938742,38263
"Sep 3, 2016",52975490,36748
"Sep 4, 2016",53013145,37655
"Sep 5, 2016",53047619,34474
"Sep 6, 2016",53082084,34465
"Sep 7, 2016",53116258,34174
"Sep 8, 2016",53154358,38100
"Sep 9, 2016",53191073,36715
"Sep 10, 2016",53228267,37194
"Sep 11, 2016",53261950,33683
"Sep 12, 2016",53294893,32943
"Sep 13, 2016",53329191,34298
"Sep 14, 2016",53364381,35190
"Sep 15, 2016",53399922,35541
"Sep 16, 2016",53434174,34252
"Sep 17, 2016",53467956,33782
"Sep 18, 2016",53498420,30464
"Sep 19, 2016",53533450,35030
"Sep 20, 2016",53577880,44430
"Sep 21, 2016",53620036,42156
"Sep 22, 2016",53659040,39004
"Sep 23, 2016",53703212,44172
"Sep 24, 2016",53742138,38926
"Sep 25, 2016",53773982,31844
"Sep 26, 2016",53809185,35203
"Sep 27, 2016",53845385,36200
"Sep 28, 2016",53880182,34797
"Sep 29, 2016",53916364,36182
"Sep 30, 2016",53952886,36522
"Oct 1, 2016",53988236,35350
"Oct 2, 2016",54020028,31792
"Oct 3, 2016",54054864,34836
"Oct 4, 2016",54086802,31938
"Oct 5, 2016",54113525,26723
"Oct 6, 2016",54145522,31997
