event_category,n_pairs,avg_pair_corr,avg_random_corr,uplift_vs_global_pair_mean,uplift_vs_global_random_mean
ai_cover,1,0.7228009971796372,-0.2687193332131561,0.3093896944275911,0.5306210462343315
ai_melody,2,-0.3072983314700083,0.14565404248163735,-0.7207096342220544,-0.49947828241531395
copy_unauthorized,4,0.702178891227468,0.19808910672629684,0.28876758847542194,0.5099989402821623
inspired,4,0.45255352017833567,0.2260995384780445,0.039142217426289594,0.26037356923303
remake_licensed,5,0.39780888597236375,0.24905336860613342,-0.015602416779682327,0.2056289350270581
remix_official,2,0.2816001359178673,0.019631751700459388,-0.13181116683417876,0.08942018497256166
remix_user,3,0.5919588649725179,0.23195814869130782,0.17854756222047186,0.3997789140272123
sampling,3,0.28887199652372103,0.26265947694827324,-0.12453930622832504,0.09669204557841538
