Date,Spotify Streams,Change
"Jun 2, 2016",0,0
"Jun 3, 2016",2486,0
"Jun 4, 2016",4942,0
"Jun 5, 2016",7367,0
"Jun 6, 2016",9762,0
"Jun 7, 2016",12130,0
"Jun 8, 2016",14469,0
"Jun 9, 2016",16781,0
"Jun 10, 2016",19067,0
"Jun 11, 2016",21327,0
"Jun 12, 2016",23562,0
"Jun 13, 2016",25772,0
"Jun 14, 2016",27958,0
"Jun 15, 2016",30120,0
"Jun 16, 2016",32260,0
"Jun 17, 2016",34377,0
"Jun 18, 2016",36473,0
"Jun 19, 2016",38547,0
"Jun 20, 2016",40599,0
"Jun 21, 2016",42632,0
"Jun 22, 2016",44644,0
"Jun 23, 2016",46637,0
"Jun 24, 2016",48610,0
"Jun 25, 2016",50564,0
"Jun 26, 2016",52500,0
"Jun 27, 2016",54418,0
"Jun 28, 2016",56318,0
"Jun 29, 2016",58200,0
"Jun 30, 2016",60065,0
"Jul 1, 2016",61914,0
"Jul 2, 2016",63746,0
"Jul 3, 2016",65562,0
"Jul 4, 2016",67362,0
"Jul 5, 2016",69146,0
"Jul 6, 2016",70915,0
"Jul 7, 2016",72670,0
"Jul 8, 2016",74409,0
"Jul 9, 2016",76134,0
"Jul 10, 2016",77844,0
"Jul 11, 2016",79541,0
"Jul 12, 2016",81223,0
"Jul 13, 2016",82893,0
"Jul 14, 2016",84549,0
"Jul 15, 2016",86191,0
"Jul 16, 2016",87821,0
"Jul 17, 2016",89438,0
"Jul 18, 2016",91043,0
"Jul 19, 2016",92635,0
"Jul 20, 2016",94216,0
"Jul 21, 2016",95784,0
"Jul 22, 2016",97341,0
"Jul 23, 2016",98886,0
"Jul 24, 2016",100420,0
"Jul 25, 2016",101942,0
"Jul 26, 2016",103454,0
"Jul 27, 2016",104954,0
"Jul 28, 2016",106444,0
"Jul 29, 2016",107924,0
"Jul 30, 2016",109393,0
"Jul 31, 2016",110851,0
"Aug 1, 2016",112300,0
"Aug 2, 2016",113739,0
"Aug 3, 2016",115168,0
"Aug 4, 2016",116587,0
"Aug 5, 2016",117996,0
"Aug 6, 2016",119397,0
"Aug 7, 2016",120787,0
"Aug 8, 2016",122169,0
"Aug 9, 2016",123542,0
"Aug 10, 2016",124906,0
"Aug 11, 2016",126261,0
"Aug 12, 2016",127607,0
"Aug 13, 2016",128945,0
"Aug 14, 2016",130274,0
"Aug 15, 2016",131595,0
"Aug 16, 2016",132907,0
"Aug 17, 2016",134212,0
"Aug 18, 2016",135508,0
"Aug 19, 2016",136797,0
"Aug 20, 2016",138077,0
"Aug 21, 2016",139350,0
"Aug 22, 2016",140615,0
"Aug 23, 2016",141873,0
"Aug 24, 2016",143123,0
"Aug 25, 2016",144366,0
"Aug 26, 2016",145601,0
"Aug 27, 2016",146830,0
"Aug 28, 2016",148051,0
"Aug 29, 2016",149265,0
"Aug 30, 2016",150472,0
"Aug 31, 2016",151673,0
"Sep 1, 2016",152866,0
"Sep 2, 2016",154053,0
"Sep 3, 2016",155233,0
"Sep 4, 2016",156407,0
"Sep 5, 2016",157574,0
"Sep 6, 2016",158735,0
"Sep 7, 2016",159889,0
"Sep 8, 2016",161037,0
"Sep 9, 2016",162179,0
"Sep 10, 2016",163315,0
"Sep 11, 2016",164445,0
"Sep 12, 2016",165569,0
"Sep 13, 2016",166686,0
"Sep 14, 2016",167798,0
"Sep 15, 2016",168904,0
"Sep 16, 2016",170005,0
"Sep 17, 2016",171099,0
"Sep 18, 2016",172188,0
"Sep 19, 2016",173272,0
"Sep 20, 2016",174350,0
"Sep 21, 2016",175422,0
"Sep 22, 2016",176490,0
"Sep 23, 2016",177551,0
"Sep 24, 2016",178608,0
"Sep 25, 2016",179659,0
"Sep 26, 2016",180705,0
"Sep 27, 2016",181746,0
"Sep 28, 2016",182782,0
"Sep 29, 2016",183813,0
"Sep 30, 2016",184839,0
"Oct 1, 2016",185860,0
"Oct 2, 2016",186876,0
"Oct 3, 2016",187887,0
"Oct 4, 2016",188894,0
"Oct 5, 2016",189895,0
"Oct 6, 2016",190892,0
"Oct 7, 2016",191885,0
"Oct 8, 2016",192873,0
"Oct 9, 2016",193856,0
"Oct 10, 2016",194835,0
