Date,Total Views,Change
"Jun 23, 2015",0,0
"Jun 24, 2015",19,19
"Jun 25, 2015",38,19
"Jun 26, 2015",57,19
"Jun 27, 2015",75,18
"Jun 28, 2015",94,19
"Jun 29, 2015",112,18
"Jun 30, 2015",130,18
"Jul 1, 2015",148,18
"Jul 2, 2015",166,18
"Jul 3, 2015",184,18
"Jul 4, 2015",201,17
"Jul 5, 2015",218,17
"Jul 6, 2015",236,18
"Jul 7, 2015",253,17
"Jul 8, 2015",270,17
"Jul 9, 2015",287,17
"Jul 10, 2015",303,16
"Jul 11, 2015",320,17
"Jul 12, 2015",336,16
"Jul 13, 2015",353,17
"Jul 14, 2015",369,16
"Jul 15, 2015",385,16
"Jul 16, 2015",401,16
"Jul 17, 2015",417,16
"Jul 18, 2015",432,15
"Jul 19, 2015",448,16
"Jul 20, 2015",464,16
"Jul 21, 2015",479,15
"Jul 22, 2015",494,15
"Jul 23, 2015",509,15
"Jul 24, 2015",525,16
"Jul 25, 2015",539,14
"Jul 26, 2015",554,15
"Jul 27, 2015",569,15
"Jul 28, 2015",584,15
"Jul 29, 2015",598,14
"Jul 30, 2015",613,15
"Jul 31, 2015",627,14
"Aug 1, 2015",641,14
"Aug 2, 2015",656,15
"Aug 3, 2015",670,14
"Aug 4, 2015",684,14
"Aug 5, 2015",698,14
"Aug 6, 2015",711,13
"Aug 7, 2015",725,14
"Aug 8, 2015",739,14
"Aug 9, 2015",752,13
"Aug 10, 2015",766,14
"Aug 11, 2015",779,13
"Aug 12, 2015",792,13
"Aug 13, 2015",806,14
"Aug 14, 2015",819,13
"Aug 15, 2015",832,13
"Aug 16, 2015",845,13
"Aug 17, 2015",858,13
"Aug 18, 2015",871,13
"Aug 19, 2015",883,12
"Aug 20, 2015",896,13
"Aug 21, 2015",909,13
"Aug 22, 2015",921,12
"Aug 23, 2015",934,13
"Aug 24, 2015",946,12
"Aug 25, 2015",958,12
"Aug 26, 2015",970,12
"Aug 27, 2015",983,13
"Aug 28, 2015",995,12
"Aug 29, 2015",1007,12
"Aug 30, 2015",1019,12
"Aug 31, 2015",1031,12
"Sep 1, 2015",1042,11
"Sep 2, 2015",1054,12
"Sep 3, 2015",1066,12
"Sep 4, 2015",1078,12
"Sep 5, 2015",1089,11
"Sep 6, 2015",1101,12
"Sep 7, 2015",1112,11
"Sep 8, 2015",1124,12
"Sep 9, 2015",1135,11
"Sep 10, 2015",1146,11
"Sep 11, 2015",1157,11
"Sep 12, 2015",1169,12
"Sep 13, 2015",1180,11
"Sep 14, 2015",1191,11
"Sep 15, 2015",1202,11
"Sep 16, 2015",1213,11
"Sep 17, 2015",1223,10
"Sep 18, 2015",1234,11
"Sep 19, 2015",1245,11
"Sep 20, 2015",1256,11
"Sep 21, 2015",1266,10
"Sep 22, 2015",1277,11
"Sep 23, 2015",1288,11
"Sep 24, 2015",1298,10
"Sep 25, 2015",1309,11
"Sep 26, 2015",1319,10
"Sep 27, 2015",1329,10
"Sep 28, 2015",1340,11
"Sep 29, 2015",1350,10
"Sep 30, 2015",1360,10
"Oct 1, 2015",1370,10
"Oct 2, 2015",1380,10
"Oct 3, 2015",1390,10
"Oct 4, 2015",1400,10
"Oct 5, 2015",1410,10
"Oct 6, 2015",1420,10
"Oct 7, 2015",1430,10
"Oct 8, 2015",1440,10
"Oct 9, 2015",1450,10
"Oct 10, 2015",1460,10
"Oct 11, 2015",1469,9
"Oct 12, 2015",1479,10
"Oct 13, 2015",1489,10
"Oct 14, 2015",1498,9
"Oct 15, 2015",1508,10
"Oct 16, 2015",1517,9
"Oct 17, 2015",1527,10
"Oct 18, 2015",1536,9
"Oct 19, 2015",1545,9
"Oct 20, 2015",1555,10
"Oct 21, 2015",1564,9
"Oct 22, 2015",1573,9
"Oct 23, 2015",1582,9
"Oct 24, 2015",1592,10
"Oct 25, 2015",1601,9
"Oct 26, 2015",1610,9
"Oct 27, 2015",1619,9
"Oct 28, 2015",1628,9
"Oct 29, 2015",1637,9
"Oct 30, 2015",1646,9
"Oct 31, 2015",1655,9
"Nov 1, 2015",1664,9
"Nov 2, 2015",1673,9
"Nov 3, 2015",1681,8
"Nov 4, 2015",1690,9
"Nov 5, 2015",1699,9
"Nov 6, 2015",1707,8
"Nov 7, 2015",1716,9
"Nov 8, 2015",1725,9
"Nov 9, 2015",1733,8
"Nov 10, 2015",1742,9
"Nov 11, 2015",1750,8
"Nov 12, 2015",1759,9
"Nov 13, 2015",1767,8
"Nov 14, 2015",1776,9
"Nov 15, 2015",1784,8
"Nov 16, 2015",1793,9
"Nov 17, 2015",1801,8
"Nov 18, 2015",1809,8
"Nov 19, 2015",1817,8
"Nov 20, 2015",1826,9
"Nov 21, 2015",1834,8
"Nov 22, 2015",1842,8
"Nov 23, 2015",1850,8
"Nov 24, 2015",1858,8
"Nov 25, 2015",1866,8
"Nov 26, 2015",1874,8
"Nov 27, 2015",1883,9
"Nov 28, 2015",1891,8
"Nov 29, 2015",1898,7
"Nov 30, 2015",1906,8
"Dec 1, 2015",1914,8
"Dec 2, 2015",1922,8
"Dec 3, 2015",1930,8
"Dec 4, 2015",1938,8
"Dec 5, 2015",1946,8
"Dec 6, 2015",1953,7
"Dec 7, 2015",1961,8
"Dec 8, 2015",1969,8
"Dec 9, 2015",1977,8
"Dec 10, 2015",1984,7
"Dec 11, 2015",1992,8
"Dec 12, 2015",2000,8
"Dec 13, 2015",2007,7
"Dec 14, 2015",2015,8
"Dec 15, 2015",2022,7
"Dec 16, 2015",2030,8
"Dec 17, 2015",2037,7
"Dec 18, 2015",2045,8
"Dec 19, 2015",2052,7
"Dec 20, 2015",2060,8
"Dec 21, 2015",2067,7
"Dec 22, 2015",2074,7
"Dec 23, 2015",2082,8
"Dec 24, 2015",2089,7
"Dec 25, 2015",2096,7
"Dec 26, 2015",2104,8
"Dec 27, 2015",2111,7
"Dec 28, 2015",2118,7
"Dec 29, 2015",2125,7
"Dec 30, 2015",2132,7
"Dec 31, 2015",2140,8
"Jan 1, 2016",2147,7
"Jan 2, 2016",2154,7
"Jan 3, 2016",2161,7
"Jan 4, 2016",2168,7
"Jan 5, 2016",2175,7
"Jan 6, 2016",2182,7
"Jan 7, 2016",2189,7
"Jan 8, 2016",2196,7
"Jan 9, 2016",2203,7
"Jan 10, 2016",2210,7
"Jan 11, 2016",2217,7
"Jan 12, 2016",2224,7
"Jan 13, 2016",2231,7
"Jan 14, 2016",2237,6
"Jan 15, 2016",2244,7
"Jan 16, 2016",2251,7
"Jan 17, 2016",2258,7
"Jan 18, 2016",2265,7
"Jan 19, 2016",2271,6
"Jan 20, 2016",2278,7
"Jan 21, 2016",2285,7
"Jan 22, 2016",2292,7
"Jan 23, 2016",2298,6
"Jan 24, 2016",2305,7
"Jan 25, 2016",2312,7
"Jan 26, 2016",2318,6
"Jan 27, 2016",2325,7
"Jan 28, 2016",2331,6
"Jan 29, 2016",2338,7
"Jan 30, 2016",2344,6
"Jan 31, 2016",2351,7
"Feb 1, 2016",2358,7
"Feb 2, 2016",2364,6
"Feb 3, 2016",2370,6
"Feb 4, 2016",2377,7
"Feb 5, 2016",2383,6
"Feb 6, 2016",2390,7
"Feb 7, 2016",2396,6
"Feb 8, 2016",2403,7
"Feb 9, 2016",2409,6
"Feb 10, 2016",2415,6
"Feb 11, 2016",2422,7
"Feb 12, 2016",2428,6
"Feb 13, 2016",2434,6
"Feb 14, 2016",2441,7
"Feb 15, 2016",2447,6
"Feb 16, 2016",2453,6
"Feb 17, 2016",2459,6
"Feb 18, 2016",2466,7
"Feb 19, 2016",2472,6
"Feb 20, 2016",2478,6
"Feb 21, 2016",2484,6
"Feb 22, 2016",2490,6
"Feb 23, 2016",2496,6
"Feb 24, 2016",2503,7
"Feb 25, 2016",2509,6
"Feb 26, 2016",2515,6
"Feb 27, 2016",2521,6
"Feb 28, 2016",2527,6
"Feb 29, 2016",2533,6
"Mar 1, 2016",2539,6
"Mar 2, 2016",2545,6
"Mar 3, 2016",2551,6
"Mar 4, 2016",2557,6
"Mar 5, 2016",2563,6
"Mar 6, 2016",2569,6
"Mar 7, 2016",2575,6
"Mar 8, 2016",2581,6
"Mar 9, 2016",2587,6
"Mar 10, 2016",2593,6
"Mar 11, 2016",2599,6
"Mar 12, 2016",2605,6
"Mar 13, 2016",2610,5
"Mar 14, 2016",2616,6
"Mar 15, 2016",2622,6
"Mar 16, 2016",2628,6
"Mar 17, 2016",2634,6
"Mar 18, 2016",2640,6
"Mar 19, 2016",2645,5
"Mar 20, 2016",2651,6
"Mar 21, 2016",2657,6
"Mar 22, 2016",2663,6
"Mar 23, 2016",2668,5
"Mar 24, 2016",2674,6
"Mar 25, 2016",2680,6
"Mar 26, 2016",2686,6
"Mar 27, 2016",2691,5
"Mar 28, 2016",2697,6
"Mar 29, 2016",2703,6
"Mar 30, 2016",2708,5
"Mar 31, 2016",2714,6
"Apr 1, 2016",2720,6
"Apr 2, 2016",2725,5
"Apr 3, 2016",2731,6
"Apr 4, 2016",2736,5
"Apr 5, 2016",2742,6
"Apr 6, 2016",2748,6
"Apr 7, 2016",2753,5
"Apr 8, 2016",2759,6
"Apr 9, 2016",2764,5
"Apr 10, 2016",2770,6
"Apr 11, 2016",2775,5
"Apr 12, 2016",2781,6
"Apr 13, 2016",2786,5
"Apr 14, 2016",2792,6
"Apr 15, 2016",2797,5
