Date,Total Views,Change
"May 14, 2019",68666556,0
"May 15, 2019",68966382,299826
"May 16, 2019",69266207,299825
"May 17, 2019",69566033,299826
"May 18, 2019",69865859,299826
"May 19, 2019",70165684,299825
"May 20, 2019",70465510,299826
"May 21, 2019",70765335,299825
"May 22, 2019",71065161,299826
"May 23, 2019",71364987,299826
"May 24, 2019",71664812,299825
"May 25, 2019",71964638,299826
"May 26, 2019",72264464,299826
"May 27, 2019",72564289,299825
"May 28, 2019",72864115,299826
"May 29, 2019",73163941,299826
"May 30, 2019",73463766,299825
"May 31, 2019",73763592,299826
"Jun 1, 2019",74063417,299825
"Jun 2, 2019",74363243,299826
"Jun 3, 2019",74663069,299826
"Jun 4, 2019",74962894,299825
"Jun 5, 2019",75262720,299826
"Jun 6, 2019",75562546,299826
"Jun 7, 2019",75862371,299825
"Jun 8, 2019",76162197,299826
"Jun 9, 2019",76462023,299826
"Jun 10, 2019",76761848,299825
"Jun 11, 2019",77061674,299826
"Jun 12, 2019",77361499,299825
"Jun 13, 2019",77661325,299826
"Jun 14, 2019",77961151,299826
"Jun 15, 2019",78260976,299825
"Jun 16, 2019",78560802,299826
"Jun 17, 2019",78889464,328662
"Jun 18, 2019",79218126,328662
"Jun 19, 2019",79546788,328662
"Jun 20, 2019",79875450,328662
"Jun 21, 2019",80191334,315884
"Jun 22, 2019",80507218,315884
"Jun 23, 2019",80823102,315884
"Jun 24, 2019",81090554,267452
"Jun 25, 2019",81110150,19596
"Jun 26, 2019",81425983,315833
"Jun 27, 2019",81738731,312748
"Jun 28, 2019",82075330,336599
"Jun 29, 2019",82399962,324632
"Jun 30, 2019",82679954,279992
"Jul 1, 2019",82980498,300544
"Jul 2, 2019",83308700,328202
"Jul 3, 2019",83676127,367427
"Jul 4, 2019",84006273,330146
"Jul 5, 2019",84333251,326978
"Jul 6, 2019",84687585,354334
"Jul 7, 2019",85043116,355531
"Jul 8, 2019",85371502,328386
"Jul 9, 2019",85666330,294828
"Jul 10, 2019",85953756,287426
"Jul 11, 2019",86248923,295167
"Jul 12, 2019",86578802,329879
"Jul 13, 2019",86923557,344755
"Jul 14, 2019",87233552,309995
"Jul 15, 2019",87526657,293105
"Jul 16, 2019",87816557,289900
"Jul 17, 2019",88112802,296245
"Jul 18, 2019",88411357,298555
