Date,Spotify Streams,Change
"Jul 3, 2018",0,0
"Jul 4, 2018",97782,0
"Jul 5, 2018",192207,0
"Jul 6, 2018",283521,0
"Jul 7, 2018",371945,0
"Jul 8, 2018",457672,0
"Jul 9, 2018",540878,0
"Jul 10, 2018",621718,0
"Jul 11, 2018",700336,0
"Jul 12, 2018",776858,0
"Jul 13, 2018",851404,0
"Jul 14, 2018",924078,0
"Jul 15, 2018",994979,0
"Jul 16, 2018",1064197,0
"Jul 17, 2018",1131815,0
"Jul 18, 2018",1197909,0
"Jul 19, 2018",1262550,0
"Jul 20, 2018",1325805,0
"Jul 21, 2018",1387733,0
"Jul 22, 2018",1448392,0
"Jul 23, 2018",1507835,0
"Jul 24, 2018",1566112,0
"Jul 25, 2018",1623270,0
"Jul 26, 2018",1679352,0
"Jul 27, 2018",1734400,0
"Jul 28, 2018",1788452,0
"Jul 29, 2018",1841544,0
"Jul 30, 2018",1893712,0
"Jul 31, 2018",1944988,0
"Aug 1, 2018",1995402,0
"Aug 2, 2018",2044984,0
"Aug 3, 2018",2093761,0
"Aug 4, 2018",2141761,0
"Aug 5, 2018",2189007,0
"Aug 6, 2018",2235523,0
"Aug 7, 2018",2281333,0
"Aug 8, 2018",2326458,0
"Aug 9, 2018",2370919,0
"Aug 10, 2018",2414734,0
"Aug 11, 2018",2457924,0
"Aug 12, 2018",2500505,0
"Aug 13, 2018",2542496,0
"Aug 14, 2018",2583913,0
"Aug 15, 2018",2624771,0
"Aug 16, 2018",2665085,0
"Aug 17, 2018",2704871,0
"Aug 18, 2018",2744142,0
"Aug 19, 2018",2782912,0
"Aug 20, 2018",2821193,0
"Aug 21, 2018",2858998,0
"Aug 22, 2018",2896340,0
"Aug 23, 2018",2933229,0
"Aug 24, 2018",2969676,0
"Aug 25, 2018",3005693,0
"Aug 26, 2018",3041290,0
"Aug 27, 2018",3076476,0
"Aug 28, 2018",3111262,0
"Aug 29, 2018",3145657,0
"Aug 30, 2018",3179669,0
"Aug 31, 2018",3213308,0
"Sep 1, 2018",3246582,0
"Sep 2, 2018",3279499,0
"Sep 3, 2018",3312067,0
"Sep 4, 2018",3344293,0
"Sep 5, 2018",3376186,0
"Sep 6, 2018",3407752,0
"Sep 7, 2018",3438998,0
"Sep 8, 2018",3469931,0
"Sep 9, 2018",3500558,0
"Sep 10, 2018",3530885,0
"Sep 11, 2018",3560918,0
"Sep 12, 2018",3590664,0
"Sep 13, 2018",3620127,0
"Sep 14, 2018",3649314,0
"Sep 15, 2018",3678231,0
"Sep 16, 2018",3706882,0
"Sep 17, 2018",3735274,0
"Sep 18, 2018",3763410,0
"Sep 19, 2018",3791297,0
"Sep 20, 2018",3818938,0
"Sep 21, 2018",3846339,0
"Sep 22, 2018",3873504,0
"Sep 23, 2018",3900438,0
"Sep 24, 2018",3927145,0
"Sep 25, 2018",3953630,0
"Sep 26, 2018",3979896,0
"Sep 27, 2018",4005947,0
"Sep 28, 2018",4031788,0
"Sep 29, 2018",4057422,0
"Sep 30, 2018",4082853,0
"Oct 1, 2018",4108086,0
"Oct 2, 2018",4133122,0
"Oct 3, 2018",4157967,0
"Oct 4, 2018",4182622,0
"Oct 5, 2018",4207093,0
"Oct 6, 2018",4231382,0
"Oct 7, 2018",4255492,0
"Oct 8, 2018",4279426,0
"Oct 9, 2018",4303187,0
"Oct 10, 2018",4326779,0
"Oct 11, 2018",4350205,0
"Oct 12, 2018",4373467,0
"Oct 13, 2018",4396567,0
"Oct 14, 2018",4419510,0
"Oct 15, 2018",4442297,0
"Oct 16, 2018",4464932,0
"Oct 17, 2018",4487416,0
"Oct 18, 2018",4509753,0
"Oct 19, 2018",4531944,0
"Oct 20, 2018",4553993,0
"Oct 21, 2018",4575901,0
"Oct 22, 2018",4597671,0
"Oct 23, 2018",4619306,0
"Oct 24, 2018",4640807,0
"Oct 25, 2018",4662177,0
"Oct 26, 2018",4683418,0
"Oct 27, 2018",4704533,0
"Oct 28, 2018",4725522,0
"Oct 29, 2018",4746388,0
"Oct 30, 2018",4767134,0
"Oct 31, 2018",4787761,0
"Nov 1, 2018",4808272,0
"Nov 2, 2018",4828667,0
"Nov 3, 2018",4848950,0
"Nov 4, 2018",4869121,0
"Nov 5, 2018",4889183,0
"Nov 6, 2018",4909137,0
"Nov 7, 2018",4928986,0
"Nov 8, 2018",4948730,0
"Nov 9, 2018",4968372,0
"Nov 10, 2018",4987913,0
"Nov 11, 2018",5007355,0
"Nov 12, 2018",5026700,0
"Nov 13, 2018",5045948,0
"Nov 14, 2018",5065103,0
"Nov 15, 2018",5084164,0
"Nov 16, 2018",5103134,0
"Nov 17, 2018",5122014,0
"Nov 18, 2018",5140806,0
"Nov 19, 2018",5159510,0
"Nov 20, 2018",5178130,0
"Nov 21, 2018",5196665,0
"Nov 22, 2018",5215117,0
"Nov 23, 2018",5233487,0
"Nov 24, 2018",5251778,0
