Date,Total Views,Change
"Aug 28, 2020",0,0
"Aug 29, 2020",26394,26394
"Aug 30, 2020",52491,26097
"Aug 31, 2020",78292,25801
"Sep 1, 2020",103801,25509
"Sep 2, 2020",129021,25220
"Sep 3, 2020",153955,24934
"Sep 4, 2020",178605,24650
"Sep 5, 2020",202975,24370
"Sep 6, 2020",227069,24094
"Sep 7, 2020",250889,23820
"Sep 8, 2020",274440,23551
"Sep 9, 2020",297724,23284
"Sep 10, 2020",320745,23021
"Sep 11, 2020",343506,22761
"Sep 12, 2020",366011,22505
"Sep 13, 2020",388264,22253
"Sep 14, 2020",410268,22004
"Sep 15, 2020",432027,21759
"Sep 16, 2020",453543,21516
"Sep 17, 2020",474822,21279
"Sep 18, 2020",495866,21044
"Sep 19, 2020",516679,20813
"Sep 20, 2020",537264,20585
"Sep 21, 2020",557626,20362
"Sep 22, 2020",577767,20141
"Sep 23, 2020",597691,19924
"Sep 24, 2020",617402,19711
"Sep 25, 2020",636903,19501
"Sep 26, 2020",656197,19294
"Sep 27, 2020",675288,19091
"Sep 28, 2020",694180,18892
"Sep 29, 2020",712875,18695
"Sep 30, 2020",731378,18503
"Oct 1, 2020",749691,18313
"Oct 2, 2020",767817,18126
"Oct 3, 2020",785760,17943
"Oct 4, 2020",803523,17763
"Oct 5, 2020",821109,17586
"Oct 6, 2020",838521,17412
"Oct 7, 2020",855762,17241
"Oct 8, 2020",872836,17074
"Oct 9, 2020",889744,16908
"Oct 10, 2020",906491,16747
"Oct 11, 2020",923079,16588
"Oct 12, 2020",939510,16431
"Oct 13, 2020",955788,16278
"Oct 14, 2020",971916,16128
"Oct 15, 2020",987895,15979
"Oct 16, 2020",1003729,15834
"Oct 17, 2020",1019420,15691
"Oct 18, 2020",1034971,15551
"Oct 19, 2020",1050385,15414
"Oct 20, 2020",1065663,15278
"Oct 21, 2020",1080809,15146
"Oct 22, 2020",1095824,15015
"Oct 23, 2020",1110712,14888
"Oct 24, 2020",1125473,14761
"Oct 25, 2020",1140112,14639
"Oct 26, 2020",1154629,14517
"Oct 27, 2020",1169027,14398
"Oct 28, 2020",1183308,14281
"Oct 29, 2020",1197475,14167
"Oct 30, 2020",1211529,14054
"Oct 31, 2020",1225472,13943
"Nov 1, 2020",1239307,13835
"Nov 2, 2020",1253035,13728
"Nov 3, 2020",1266659,13624
"Nov 4, 2020",1280179,13520
"Nov 5, 2020",1293599,13420
"Nov 6, 2020",1306919,13320
"Nov 7, 2020",1320142,13223
"Nov 8, 2020",1333269,13127
"Nov 9, 2020",1346303,13034
"Nov 10, 2020",1359244,12941
"Nov 11, 2020",1372094,12850
"Nov 12, 2020",1384855,12761
"Nov 13, 2020",1397529,12674
"Nov 14, 2020",1410117,12588
"Nov 15, 2020",1422621,12504
"Nov 16, 2020",1435041,12420
"Nov 17, 2020",1447381,12340
"Nov 18, 2020",1459640,12259
"Nov 19, 2020",1471820,12180
"Nov 20, 2020",1483924,12104
"Nov 21, 2020",1495951,12027
"Nov 22, 2020",1507905,11954
"Nov 23, 2020",1519784,11879
"Nov 24, 2020",1531592,11808
"Nov 25, 2020",1543329,11737
"Nov 26, 2020",1554997,11668
"Nov 27, 2020",1566596,11599
"Nov 28, 2020",1578128,11532
"Nov 29, 2020",1589595,11467
"Nov 30, 2020",1600996,11401
"Dec 1, 2020",1612334,11338
"Dec 2, 2020",1623609,11275
"Dec 3, 2020",1634823,11214
"Dec 4, 2020",1645976,11153
"Dec 5, 2020",1657070,11094
"Dec 6, 2020",1668105,11035
"Dec 7, 2020",1679082,10977
"Dec 8, 2020",1690004,10922
"Dec 9, 2020",1700869,10865
"Dec 10, 2020",1711680,10811
"Dec 11, 2020",1722438,10758
"Dec 12, 2020",1733142,10704
"Dec 13, 2020",1743795,10653
"Dec 14, 2020",1754396,10601
"Dec 15, 2020",1764948,10552
"Dec 16, 2020",1775450,10502
"Dec 17, 2020",1785903,10453
"Dec 18, 2020",1796309,10406
"Dec 19, 2020",1806667,10358
"Dec 20, 2020",1816980,10313
"Dec 21, 2020",1827247,10267
"Dec 22, 2020",1837469,10222
"Dec 23, 2020",1847647,10178
"Dec 24, 2020",1857783,10136
"Dec 25, 2020",1867875,10092
"Dec 26, 2020",1877926,10051
"Dec 27, 2020",1887935,10009
"Dec 28, 2020",1897904,9969
"Dec 29, 2020",1907833,9929
"Dec 30, 2020",1917723,9890
"Dec 31, 2020",1927575,9852
"Jan 1, 2021",1937388,9813
"Jan 2, 2021",1947164,9776
"Jan 3, 2021",1956903,9739
"Jan 4, 2021",1966606,9703
"Jan 5, 2021",1976273,9667
"Jan 6, 2021",1985906,9633
"Jan 7, 2021",1995503,9597
"Jan 8, 2021",2005067,9564
"Jan 9, 2021",2014598,9531
"Jan 10, 2021",2024095,9497
"Jan 11, 2021",2033560,9465
"Jan 12, 2021",2042993,9433
"Jan 13, 2021",2052395,9402
"Jan 14, 2021",2061766,9371
"Jan 15, 2021",2071107,9341
"Jan 16, 2021",2080418,9311
"Jan 17, 2021",2089699,9281
"Jan 18, 2021",2098951,9252
"Jan 19, 2021",2108174,9223
"Jan 20, 2021",2117370,9196
"Jan 21, 2021",2126538,9168
"Jan 22, 2021",2135678,9140
"Jan 23, 2021",2144792,9114
"Jan 24, 2021",2153879,9087
"Jan 25, 2021",2162940,9061
"Jan 26, 2021",2171975,9035
"Jan 27, 2021",2180985,9010
"Jan 28, 2021",2189971,8986
"Jan 29, 2021",2198932,8961
"Jan 30, 2021",2207868,8936
"Jan 31, 2021",2216781,8913
"Feb 1, 2021",2225671,8890
"Feb 2, 2021",2234537,8866
"Feb 3, 2021",2243381,8844
"Feb 4, 2021",2252203,8822
"Feb 5, 2021",2261002,8799
"Feb 6, 2021",2269780,8778
"Feb 7, 2021",2278536,8756
"Feb 8, 2021",2287271,8735
"Feb 9, 2021",2295986,8715
"Feb 10, 2021",2304680,8694
"Feb 11, 2021",2313354,8674
"Feb 12, 2021",2322008,8654
"Feb 13, 2021",2330643,8635
"Feb 14, 2021",2339258,8615
"Feb 15, 2021",2347855,8597
"Feb 16, 2021",2356432,8577
"Feb 17, 2021",2364992,8560
"Feb 18, 2021",2373533,8541
"Feb 19, 2021",2382056,8523
"Feb 20, 2021",2390562,8506
"Feb 21, 2021",2399050,8488
"Feb 22, 2021",2407521,8471
"Feb 23, 2021",2415976,8455
"Feb 24, 2021",2424414,8438
"Feb 25, 2021",2432835,8421
"Feb 26, 2021",2441241,8406
"Feb 27, 2021",2449630,8389
"Feb 28, 2021",2458004,8374
"Mar 1, 2021",2466362,8358
"Mar 2, 2021",2474706,8344
"Mar 3, 2021",2483034,8328
"Mar 4, 2021",2491347,8313
"Mar 5, 2021",2499646,8299
"Mar 6, 2021",2507931,8285
"Mar 7, 2021",2516201,8270
"Mar 8, 2021",2524458,8257
"Mar 9, 2021",2532701,8243
"Mar 10, 2021",2540930,8229
"Mar 11, 2021",2549146,8216
"Mar 12, 2021",2557349,8203
"Mar 13, 2021",2565539,8190
"Mar 14, 2021",2573716,8177
"Mar 15, 2021",2581881,8165
"Mar 16, 2021",2590033,8152
"Mar 17, 2021",2598173,8140
"Mar 18, 2021",2606301,8128
"Mar 19, 2021",2614417,8116
"Mar 20, 2021",2622522,8105
"Mar 21, 2021",2630615,8093
"Mar 22, 2021",2638697,8082
"Mar 23, 2021",2646767,8070
"Mar 24, 2021",2654826,8059
"Mar 25, 2021",2662875,8049
"Mar 26, 2021",2670913,8038
"Mar 27, 2021",2678940,8027
"Mar 28, 2021",2686957,8017
"Mar 29, 2021",2694963,8006
"Mar 30, 2021",2702960,7997
"Mar 31, 2021",2710946,7986
"Apr 1, 2021",2718923,7977
"Apr 2, 2021",2726890,7967
"Apr 3, 2021",2734847,7957
"Apr 4, 2021",2742795,7948
"Apr 5, 2021",2750734,7939
"Apr 6, 2021",2758664,7930
"Apr 7, 2021",2766585,7921
"Apr 8, 2021",2774496,7911
"Apr 9, 2021",2782399,7903
"Apr 10, 2021",2790294,7895
"Apr 11, 2021",2798180,7886
"Apr 12, 2021",2806057,7877
"Apr 13, 2021",2813927,7870
"Apr 14, 2021",2821788,7861
"Apr 15, 2021",2829641,7853
"Apr 16, 2021",2837486,7845
"Apr 17, 2021",2845324,7838
"Apr 18, 2021",2853154,7830
"Apr 19, 2021",2860976,7822
"Apr 20, 2021",2868791,7815
"Apr 21, 2021",2876599,7808
"Apr 22, 2021",2884399,7800
"Apr 23, 2021",2892192,7793
"Apr 24, 2021",2899978,7786
"Apr 25, 2021",2907758,7780
"Apr 26, 2021",2915530,7772
"Apr 27, 2021",2923296,7766
"Apr 28, 2021",2931055,7759
