Date,Total Views,Change
"Jul 10, 2022",0,0
"Jul 11, 2022",2148,2148
"Jul 12, 2022",4314,2166
"Jul 13, 2022",6494,2180
"Jul 14, 2022",8681,2187
"Jul 15, 2022",10872,2191
"Jul 16, 2022",13059,2187
"Jul 17, 2022",15238,2179
"Jul 18, 2022",17402,2164
"Jul 19, 2022",19546,2144
"Jul 20, 2022",21665,2119
"Jul 21, 2022",23753,2088
"Jul 22, 2022",25808,2055
"Jul 23, 2022",27825,2017
"Jul 24, 2022",29801,1976
"Jul 25, 2022",31736,1935
"Jul 26, 2022",33628,1892
"Jul 27, 2022",35476,1848
"Jul 28, 2022",37279,1803
"Jul 29, 2022",39038,1759
"Jul 30, 2022",40754,1716
"Jul 31, 2022",42427,1673
"Aug 1, 2022",44059,1632
"Aug 2, 2022",45650,1591
"Aug 3, 2022",47202,1552
"Aug 4, 2022",48716,1514
"Aug 5, 2022",50194,1478
"Aug 6, 2022",51637,1443
"Aug 7, 2022",53046,1409
"Aug 8, 2022",54424,1378
"Aug 9, 2022",55770,1346
"Aug 10, 2022",57088,1318
"Aug 11, 2022",58377,1289
"Aug 12, 2022",59639,1262
"Aug 13, 2022",60876,1237
"Aug 14, 2022",62087,1211
"Aug 15, 2022",63276,1189
"Aug 16, 2022",64442,1166
"Aug 17, 2022",65586,1144
"Aug 18, 2022",66710,1124
"Aug 19, 2022",67814,1104
"Aug 20, 2022",68899,1085
"Aug 21, 2022",69966,1067
"Aug 22, 2022",71016,1050
"Aug 23, 2022",72048,1032
"Aug 24, 2022",73065,1017
"Aug 25, 2022",74067,1002
"Aug 26, 2022",75053,986
"Aug 27, 2022",76026,973
"Aug 28, 2022",76985,959
"Aug 29, 2022",77930,945
"Aug 30, 2022",78863,933
"Aug 31, 2022",79783,920
"Sep 1, 2022",80692,909
"Sep 2, 2022",81590,898
"Sep 3, 2022",82476,886
"Sep 4, 2022",83352,876
"Sep 5, 2022",84217,865
"Sep 6, 2022",85073,856
"Sep 7, 2022",85919,846
"Sep 8, 2022",86755,836
"Sep 9, 2022",87583,828
"Sep 10, 2022",88402,819
"Sep 11, 2022",89212,810
"Sep 12, 2022",90015,803
"Sep 13, 2022",90809,794
"Sep 14, 2022",91596,787
"Sep 15, 2022",92375,779
"Sep 16, 2022",93147,772
"Sep 17, 2022",93911,764
"Sep 18, 2022",94669,758
"Sep 19, 2022",95421,752
"Sep 20, 2022",96166,745
"Sep 21, 2022",96904,738
"Sep 22, 2022",97637,733
"Sep 23, 2022",98363,726
"Sep 24, 2022",99084,721
"Sep 25, 2022",99799,715
"Sep 26, 2022",100508,709
"Sep 27, 2022",101212,704
