Date,Total Views,Change
"Sep 6, 2021",0,0
"Sep 7, 2021",2377,2377
"Sep 8, 2021",4651,2274
"Sep 9, 2021",6832,2181
"Sep 10, 2021",8927,2095
"Sep 11, 2021",10944,2017
"Sep 12, 2021",12890,1946
"Sep 13, 2021",14771,1881
"Sep 14, 2021",16589,1818
"Sep 15, 2021",18351,1762
"Sep 16, 2021",20060,1709
"Sep 17, 2021",21720,1660
"Sep 18, 2021",23333,1613
"Sep 19, 2021",24902,1569
"Sep 20, 2021",26429,1527
"Sep 21, 2021",27918,1489
"Sep 22, 2021",29370,1452
"Sep 23, 2021",30787,1417
"Sep 24, 2021",32171,1384
"Sep 25, 2021",33523,1352
"Sep 26, 2021",34845,1322
"Sep 27, 2021",36139,1294
"Sep 28, 2021",37405,1266
"Sep 29, 2021",38645,1240
"Sep 30, 2021",39859,1214
"Oct 1, 2021",41050,1191
"Oct 2, 2021",42218,1168
"Oct 3, 2021",43363,1145
"Oct 4, 2021",44488,1125
"Oct 5, 2021",45591,1103
"Oct 6, 2021",46675,1084
"Oct 7, 2021",47740,1065
"Oct 8, 2021",48787,1047
"Oct 9, 2021",49816,1029
"Oct 10, 2021",50828,1012
"Oct 11, 2021",51823,995
"Oct 12, 2021",52803,980
"Oct 13, 2021",53767,964
"Oct 14, 2021",54716,949
"Oct 15, 2021",55650,934
"Oct 16, 2021",56571,921
"Oct 17, 2021",57477,906
"Oct 18, 2021",58371,894
"Oct 19, 2021",59252,881
"Oct 20, 2021",60120,868
"Oct 21, 2021",60976,856
"Oct 22, 2021",61820,844
"Oct 23, 2021",62653,833
"Oct 24, 2021",63475,822
"Oct 25, 2021",64286,811
"Oct 26, 2021",65086,800
"Oct 27, 2021",65876,790
"Oct 28, 2021",66656,780
"Oct 29, 2021",67426,770
"Oct 30, 2021",68187,761
"Oct 31, 2021",68939,752
"Nov 1, 2021",69681,742
"Nov 2, 2021",70414,733
"Nov 3, 2021",71139,725
"Nov 4, 2021",71856,717
"Nov 5, 2021",72564,708
"Nov 6, 2021",73264,700
"Nov 7, 2021",73956,692
"Nov 8, 2021",74641,685
"Nov 9, 2021",75318,677
"Nov 10, 2021",75988,670
"Nov 11, 2021",76650,662
"Nov 12, 2021",77306,656
"Nov 13, 2021",77955,649
