Date,Total Views,Change
"Jul 27, 2022",37003,0
"Jul 28, 2022",50351,13348
"Jul 29, 2022",59999,9648
"Jul 30, 2022",67732,7733
"Jul 31, 2022",72771,5039
"Aug 1, 2022",76990,4219
"Aug 2, 2022",80912,3922
"Aug 3, 2022",84823,3911
"Aug 4, 2022",88119,3296
"Aug 5, 2022",92184,4065
"Aug 6, 2022",96631,4447
"Aug 7, 2022",100391,3760
"Aug 8, 2022",103923,3532
"Aug 9, 2022",107243,3320
"Aug 10, 2022",110894,3651
"Aug 11, 2022",115018,4124
"Aug 12, 2022",120563,5545
"Aug 13, 2022",127275,6712
"Aug 14, 2022",133408,6133
"Aug 15, 2022",137505,4097
"Aug 16, 2022",142197,4692
"Aug 17, 2022",147108,4911
"Aug 18, 2022",152476,5368
"Aug 19, 2022",158388,5912
"Aug 20, 2022",165713,7325
"Aug 21, 2022",172915,7202
"Aug 22, 2022",179034,6119
"Aug 23, 2022",184638,5604
"Aug 24, 2022",190516,5878
"Aug 25, 2022",196540,6024
"Aug 26, 2022",203887,7347
"Aug 27, 2022",213329,9442
"Aug 28, 2022",222549,9220
"Aug 29, 2022",230497,7948
"Aug 30, 2022",238834,8337
"Aug 31, 2022",247989,9155
"Sep 1, 2022",260691,12702
"Sep 2, 2022",273522,12831
"Sep 3, 2022",286504,12982
"Sep 4, 2022",299800,13296
"Sep 5, 2022",311455,11655
"Sep 6, 2022",324646,13191
"Sep 7, 2022",344206,19560
"Sep 8, 2022",367753,23547
"Sep 9, 2022",389081,21328
"Sep 10, 2022",414463,25382
"Sep 11, 2022",438603,24140
"Sep 12, 2022",450965,12362
"Sep 13, 2022",462192,11227
"Sep 14, 2022",472905,10713
"Sep 15, 2022",482531,9626
"Sep 16, 2022",492845,10314
"Sep 17, 2022",504497,11652
"Sep 18, 2022",517184,12687
"Sep 19, 2022",525134,7950
"Sep 20, 2022",533926,8792
"Sep 21, 2022",542359,8433
"Sep 22, 2022",549759,7400
"Sep 23, 2022",556418,6659
"Sep 24, 2022",564711,8293
"Sep 25, 2022",571573,6862
"Sep 26, 2022",576292,4719
"Sep 27, 2022",580953,4661
"Sep 28, 2022",585659,4706
"Sep 29, 2022",590388,4729
"Sep 30, 2022",594560,4172
"Oct 1, 2022",600705,6145
"Oct 2, 2022",607755,7050
"Oct 3, 2022",613201,5446
"Oct 4, 2022",619091,5890
"Oct 5, 2022",624689,5598
"Oct 6, 2022",628618,3929
"Oct 7, 2022",632858,4240
"Oct 8, 2022",637897,5039
"Oct 9, 2022",643151,5254
"Oct 10, 2022",646916,3765
"Oct 11, 2022",650380,3464
"Oct 12, 2022",654320,3940
"Oct 13, 2022",657846,3526
"Oct 14, 2022",661237,3391
"Oct 15, 2022",664713,3476
"Oct 16, 2022",668837,4124
"Oct 17, 2022",671415,2578
"Oct 18, 2022",674175,2760
"Oct 19, 2022",676949,2774
"Oct 20, 2022",679762,2813
"Oct 21, 2022",683074,3312
"Oct 22, 2022",687490,4416
"Oct 23, 2022",691746,4256
"Oct 24, 2022",695240,3494
"Oct 25, 2022",697969,2729
"Oct 26, 2022",701357,3388
"Oct 27, 2022",704579,3222
"Oct 28, 2022",708046,3467
"Oct 29, 2022",711768,3722
"Oct 30, 2022",715334,3566
"Oct 31, 2022",717991,2657
"Nov 1, 2022",720841,2850
"Nov 2, 2022",723326,2485
"Nov 3, 2022",725958,2632
"Nov 4, 2022",729497,3539
"Nov 5, 2022",733035,3538
"Nov 6, 2022",736574,3539
"Nov 7, 2022",739058,2484
"Nov 8, 2022",741552,2494
"Nov 9, 2022",744576,3024
"Nov 10, 2022",747550,2974
"Nov 11, 2022",750501,2951
"Nov 12, 2022",754112,3611
"Nov 13, 2022",757722,3610
"Nov 14, 2022",760472,2750
"Nov 15, 2022",763323,2851
"Nov 16, 2022",766180,2857
"Nov 17, 2022",768970,2790
"Nov 18, 2022",771519,2549
"Nov 19, 2022",774491,2972
"Nov 20, 2022",777291,2800
"Nov 21, 2022",779289,1998
"Nov 22, 2022",781141,1852
"Nov 23, 2022",783119,1978
"Nov 24, 2022",784874,1755
"Nov 25, 2022",787097,2223
"Nov 26, 2022",789954,2857
"Nov 27, 2022",792538,2584
"Nov 28, 2022",794234,1696
"Nov 29, 2022",796478,2244
"Nov 30, 2022",798678,2200
"Dec 1, 2022",800975,2297
"Dec 2, 2022",803235,2260
"Dec 3, 2022",805658,2423
"Dec 4, 2022",808444,2786
"Dec 5, 2022",810151,1707
"Dec 6, 2022",812002,1851
"Dec 7, 2022",814116,2114
"Dec 8, 2022",816179,2063
"Dec 9, 2022",818170,1991
"Dec 10, 2022",820388,2218
"Dec 11, 2022",822935,2547
"Dec 12, 2022",824704,1769
"Dec 13, 2022",826485,1781
"Dec 14, 2022",828877,2392
"Dec 15, 2022",831208,2331
"Dec 16, 2022",833679,2471
"Dec 17, 2022",836653,2974
"Dec 18, 2022",839201,2548
"Dec 19, 2022",841215,2014
"Dec 20, 2022",843438,2223
"Dec 21, 2022",845759,2321
"Dec 22, 2022",848298,2539
"Dec 23, 2022",850942,2644
"Dec 24, 2022",854504,3562
"Dec 25, 2022",857859,3355
"Dec 26, 2022",860588,2729
"Dec 27, 2022",863186,2598
"Dec 28, 2022",865982,2796
"Dec 29, 2022",868885,2903
"Dec 30, 2022",871744,2859
"Dec 31, 2022",875764,4020
"Jan 1, 2023",879283,3519
"Jan 2, 2023",881745,2462
"Jan 3, 2023",883827,2082
"Jan 4, 2023",885910,2083
"Jan 5, 2023",887952,2042
"Jan 6, 2023",890332,2380
"Jan 7, 2023",893156,2824
"Jan 8, 2023",896001,2845
"Jan 9, 2023",897891,1890
"Jan 10, 2023",899749,1858
"Jan 11, 2023",901098,1349
"Jan 12, 2023",902768,1670
"Jan 13, 2023",904796,2028
"Jan 14, 2023",907091,2295
"Jan 15, 2023",909346,2255
"Jan 16, 2023",911131,1785
"Jan 17, 2023",912952,1821
"Jan 18, 2023",914988,2036
"Jan 19, 2023",916647,1659
"Jan 20, 2023",918861,2214
"Jan 21, 2023",921203,2342
