Date,Spotify Streams,Change
"Jul 24, 2022",0,0
"Jul 25, 2022",20898,20898
"Jul 26, 2022",26065,5167
"Jul 27, 2022",28587,2522
"Jul 28, 2022",29890,1303
"Jul 29, 2022",29890,0
"Jul 30, 2022",45236,15346
"Jul 31, 2022",61662,16426
"Aug 1, 2022",77984,16322
"Aug 2, 2022",92005,14021
"Aug 3, 2022",107279,15274
"Aug 4, 2022",123104,15825
"Aug 5, 2022",139604,16500
"Aug 6, 2022",157787,18183
"Aug 7, 2022",177337,19550
"Aug 8, 2022",198054,20717
"Aug 9, 2022",217180,19126
"Aug 10, 2022",239316,22136
"Aug 11, 2022",259922,20606
"Aug 12, 2022",283221,23299
"Aug 13, 2022",310012,26791
"Aug 14, 2022",344255,34243
"Aug 15, 2022",379798,35543
"Aug 16, 2022",412873,33075
"Aug 17, 2022",444626,31753
"Aug 18, 2022",477288,32662
"Aug 19, 2022",512050,34762
"Aug 20, 2022",544035,31985
"Aug 21, 2022",578086,34051
"Aug 22, 2022",614024,35938
"Aug 23, 2022",642484,28460
"Aug 24, 2022",669924,27440
"Aug 25, 2022",696661,26737
"Aug 26, 2022",722269,25608
"Aug 27, 2022",749379,27110
"Aug 28, 2022",779881,30502
"Aug 29, 2022",809901,30020
"Aug 30, 2022",833398,23497
"Aug 31, 2022",856588,23190
"Sep 1, 2022",880389,23801
"Sep 2, 2022",903889,23500
"Sep 3, 2022",929509,25620
"Sep 4, 2022",960064,30555
"Sep 5, 2022",991424,31360
"Sep 6, 2022",991424,0
"Sep 7, 2022",1049831,58407
"Sep 8, 2022",1084581,34750
"Sep 9, 2022",1123736,39155
"Sep 10, 2022",1158541,34805
"Sep 11, 2022",1192631,34090
"Sep 12, 2022",1226721,34090
"Sep 13, 2022",1249686,22965
"Sep 14, 2022",1271439,21753
"Sep 15, 2022",1293348,21909
"Sep 16, 2022",1315544,22196
"Sep 17, 2022",1338324,22780
"Sep 18, 2022",1365423,27099
"Sep 19, 2022",1393814,28391
"Sep 20, 2022",1414694,20880
"Sep 21, 2022",1436010,21316
"Sep 22, 2022",1458457,22447
"Sep 23, 2022",1480904,22447
"Sep 24, 2022",1502603,21699
"Sep 25, 2022",1525048,22445
"Sep 26, 2022",1548956,23908
"Sep 27, 2022",1566848,17892
"Sep 28, 2022",1586161,19313
"Sep 29, 2022",1605672,19511
"Sep 30, 2022",1624939,19267
"Oct 1, 2022",1644316,19377
"Oct 2, 2022",1666956,22640
"Oct 3, 2022",1690527,23571
"Oct 4, 2022",1712023,21496
"Oct 5, 2022",1734608,22585
"Oct 6, 2022",1754280,19672
"Oct 7, 2022",1768563,14283
"Oct 8, 2022",1782726,14163
"Oct 9, 2022",1800581,17855
"Oct 10, 2022",1817426,16845
"Oct 11, 2022",1830290,12864
"Oct 12, 2022",1842796,12506
"Oct 13, 2022",1855232,12436
"Oct 14, 2022",1867705,12473
"Oct 15, 2022",1880571,12866
"Oct 16, 2022",1896194,15623
"Oct 17, 2022",1912381,16187
"Oct 18, 2022",1924333,11952
"Oct 19, 2022",1936622,12289
