Date,Likes,Change
"Apr 13, 2024",7920,2
"Apr 14, 2024",7923,3
"Apr 15, 2024",7925,2
"Apr 16, 2024",7929,4
"Apr 17, 2024",7932,3
"Apr 18, 2024",7934,2
"Apr 19, 2024",7935,1
"Apr 20, 2024",7938,3
"Apr 21, 2024",7941,3
"Apr 22, 2024",7943,2
"Apr 23, 2024",7945,2
"Apr 24, 2024",7950,5
"Apr 25, 2024",7954,4
"Apr 26, 2024",7958,4
"Apr 27, 2024",7961,3
"Apr 28, 2024",7962,1
"Apr 29, 2024",7963,1
"Apr 30, 2024",7967,4
"May 1, 2024",7971,4
"May 2, 2024",7975,4
"May 3, 2024",7978,3
"May 4, 2024",7980,2
"May 5, 2024",7982,2
"May 6, 2024",7983,1
"May 7, 2024",7983,0
"May 8, 2024",7986,3
"May 9, 2024",7988,2
"May 10, 2024",7990,2
"May 11, 2024",7991,1
"May 12, 2024",7994,3
"May 13, 2024",7996,2
"May 14, 2024",7998,2
"May 15, 2024",7999,1
"May 16, 2024",8001,2
"May 17, 2024",8003,2
"May 18, 2024",8006,3
"May 19, 2024",8009,3
"May 20, 2024",8014,5
"May 21, 2024",8018,4
"May 22, 2024",8022,4
"May 23, 2024",8026,4
"May 24, 2024",8028,2
"May 25, 2024",8030,2
"May 26, 2024",8033,3
"May 27, 2024",8036,3
"May 28, 2024",8040,4
"May 29, 2024",8044,4
"May 30, 2024",8047,3
"May 31, 2024",8050,3
"Jun 1, 2024",8052,2
"Jun 2, 2024",8054,2
"Jun 3, 2024",8054,0
"Jun 4, 2024",8053,-1
"Jun 5, 2024",8054,1
"Jun 6, 2024",8054,0
"Jun 7, 2024",8055,1
"Jun 8, 2024",8056,1
"Jun 9, 2024",8059,3
"Jun 10, 2024",8061,2
"Jun 11, 2024",8064,3
"Jun 12, 2024",8066,2
"Jun 13, 2024",8068,2
"Jun 14, 2024",8069,1
"Jun 15, 2024",8072,3
"Jun 16, 2024",8075,3
"Jun 17, 2024",8080,5
"Jun 18, 2024",8084,4
"Jun 19, 2024",8085,1
"Jun 20, 2024",8086,1
"Jun 21, 2024",8087,1
"Jun 22, 2024",8088,1
"Jun 23, 2024",8090,2
"Jun 24, 2024",8092,2
"Jun 25, 2024",8096,4
"Jun 26, 2024",8100,4
"Jun 27, 2024",8100,0
"Jun 28, 2024",8099,-1
"Jun 29, 2024",8104,5
"Jun 30, 2024",8108,4
"Jul 1, 2024",8110,2
"Jul 2, 2024",8112,2
"Jul 3, 2024",8116,4
"Jul 4, 2024",8120,4
"Jul 5, 2024",8121,1
"Jul 6, 2024",8122,1
"Jul 7, 2024",8124,2
"Jul 8, 2024",8126,2
"Jul 9, 2024",8128,2
"Jul 10, 2024",8129,1
"Jul 11, 2024",8131,2
"Jul 12, 2024",8133,2
"Jul 13, 2024",8135,2
"Jul 14, 2024",8137,2
"Jul 15, 2024",8139,2
"Jul 16, 2024",8141,2
"Jul 17, 2024",8143,2
"Jul 18, 2024",8144,1
"Jul 19, 2024",8146,2
"Jul 20, 2024",8148,2
"Jul 21, 2024",8150,2
"Jul 22, 2024",8152,2
"Jul 23, 2024",8154,2
"Jul 24, 2024",8156,2
"Jul 25, 2024",8157,1
"Jul 26, 2024",8159,2
"Jul 27, 2024",8161,2
"Jul 28, 2024",8163,2
"Jul 29, 2024",8165,2
"Jul 30, 2024",8166,1
"Jul 31, 2024",8167,1
"Aug 1, 2024",8168,1
"Aug 2, 2024",8170,2
"Aug 3, 2024",8171,1
"Aug 4, 2024",8172,1
"Aug 5, 2024",8173,1
"Aug 6, 2024",8176,3
"Aug 7, 2024",8178,2
"Aug 8, 2024",8182,4
"Aug 9, 2024",8186,4
"Aug 10, 2024",8189,3
"Aug 11, 2024",8192,3
"Aug 12, 2024",8193,1
"Aug 13, 2024",8193,0
"Aug 14, 2024",8194,1
"Aug 15, 2024",8194,0
"Aug 16, 2024",8197,3
"Aug 17, 2024",8200,3
"Aug 18, 2024",8202,2
"Aug 19, 2024",8203,1
"Aug 20, 2024",8205,2
"Aug 21, 2024",8206,1
"Aug 22, 2024",8208,2
"Aug 23, 2024",8209,1
"Aug 24, 2024",8211,2
"Aug 25, 2024",8212,1
"Aug 26, 2024",8214,2
"Aug 27, 2024",8216,2
"Aug 28, 2024",8218,2
"Aug 29, 2024",8220,2
"Aug 30, 2024",8222,2
"Aug 31, 2024",8223,1
"Sep 1, 2024",8228,5
"Sep 2, 2024",8232,4
"Sep 3, 2024",8234,2
"Sep 4, 2024",8235,1
"Sep 5, 2024",8235,0
"Sep 6, 2024",8235,0
"Sep 7, 2024",8237,2
"Sep 8, 2024",8238,1
"Sep 9, 2024",8240,2
"Sep 10, 2024",8242,2
"Sep 11, 2024",8244,2
"Sep 12, 2024",8245,1
"Sep 13, 2024",8246,1
"Sep 14, 2024",8247,1
"Sep 15, 2024",8248,1
"Sep 16, 2024",8248,0
"Sep 17, 2024",8249,1
"Sep 18, 2024",8249,0
"Sep 19, 2024",8250,1
"Sep 20, 2024",8251,1
"Sep 21, 2024",8253,2
"Sep 22, 2024",8255,2
"Sep 23, 2024",8259,4
"Sep 24, 2024",8262,3
"Sep 25, 2024",8264,2
"Sep 26, 2024",8265,1
"Sep 27, 2024",8267,2
"Sep 28, 2024",8269,2
"Sep 29, 2024",8271,2
"Sep 30, 2024",8273,2
"Oct 1, 2024",8275,2
"Oct 2, 2024",8276,1
"Oct 3, 2024",8278,2
"Oct 4, 2024",8279,1
"Oct 5, 2024",8280,1
"Oct 6, 2024",8281,1
"Oct 7, 2024",8286,5
"Oct 8, 2024",8290,4
"Oct 9, 2024",8292,2
"Oct 10, 2024",8294,2
"Oct 11, 2024",8296,2
"Oct 12, 2024",8298,2
"Oct 13, 2024",8300,2
"Oct 14, 2024",8301,1
"Oct 15, 2024",8303,2
"Oct 16, 2024",8305,2
"Oct 17, 2024",8306,1
"Oct 18, 2024",8307,1
"Oct 19, 2024",8308,1
"Oct 20, 2024",8308,0
"Oct 21, 2024",8310,2
"Oct 22, 2024",8311,1
"Oct 23, 2024",8313,2
"Oct 24, 2024",8314,1
"Oct 25, 2024",8315,1
"Oct 26, 2024",8316,1
"Oct 27, 2024",8316,0
"Oct 28, 2024",8316,0
"Oct 29, 2024",8316,0
"Oct 30, 2024",8317,1
"Oct 31, 2024",8317,0
"Nov 1, 2024",8317,0
"Nov 2, 2024",8318,1
"Nov 3, 2024",8318,0
"Nov 4, 2024",8318,0
"Nov 5, 2024",8317,-1
"Nov 6, 2024",8319,2
"Nov 7, 2024",8320,1
"Nov 8, 2024",8323,3
"Nov 9, 2024",8325,2
"Nov 10, 2024",8327,2
"Nov 11, 2024",8328,1
"Nov 12, 2024",8332,4
"Nov 13, 2024",8335,3
"Nov 14, 2024",8338,3
"Nov 15, 2024",8341,3
"Nov 16, 2024",8344,3
"Nov 17, 2024",8344,0
"Nov 18, 2024",8344,0
"Nov 19, 2024",8344,0
"Nov 20, 2024",8346,2
"Nov 21, 2024",8348,2
"Nov 22, 2024",8350,2
"Nov 23, 2024",8352,2
"Nov 24, 2024",8353,1
"Nov 25, 2024",8355,2
"Nov 26, 2024",8356,1
"Nov 27, 2024",8357,1
"Nov 28, 2024",8360,3
"Nov 29, 2024",8363,3
"Nov 30, 2024",8364,1
"Dec 1, 2024",8364,0
"Dec 2, 2024",8365,1
"Dec 3, 2024",8366,1
"Dec 4, 2024",8367,1
"Dec 5, 2024",8368,1
"Dec 6, 2024",8370,2
"Dec 7, 2024",8371,1
"Dec 8, 2024",8372,1
"Dec 9, 2024",8372,0
"Dec 10, 2024",8373,1
"Dec 11, 2024",8377,4
"Dec 12, 2024",8380,3
"Dec 13, 2024",8385,5
"Dec 14, 2024",8389,4
"Dec 15, 2024",8392,3
"Dec 16, 2024",8394,2
"Dec 17, 2024",8397,3
"Dec 18, 2024",8400,3
"Dec 19, 2024",8403,3
"Dec 20, 2024",8407,4
"Dec 21, 2024",8410,3
"Dec 22, 2024",8414,4
"Dec 23, 2024",8417,3
