Date,Likes,Change
"Oct 21, 2023",10520,15
"Oct 22, 2023",10534,14
"Oct 23, 2023",10542,8
"Oct 24, 2023",10549,7
"Oct 25, 2023",10559,10
"Oct 26, 2023",10569,10
"Oct 27, 2023",10582,13
"Oct 28, 2023",10595,13
"Oct 29, 2023",10611,16
"Oct 30, 2023",10626,15
"Oct 31, 2023",10648,22
"Nov 1, 2023",10669,21
"Nov 2, 2023",10679,10
"Nov 3, 2023",10689,10
"Nov 4, 2023",10707,18
"Nov 5, 2023",10724,17
"Nov 6, 2023",10738,14
"Nov 7, 2023",10752,14
"Nov 8, 2023",10767,15
"Nov 9, 2023",10782,15
"Nov 10, 2023",10791,9
"Nov 11, 2023",10800,9
"Nov 12, 2023",10815,15
"Nov 13, 2023",10829,14
"Nov 14, 2023",10843,14
"Nov 15, 2023",10856,13
"Nov 16, 2023",10876,20
"Nov 17, 2023",10895,19
"Nov 18, 2023",10915,20
"Nov 19, 2023",10934,19
"Nov 20, 2023",10952,18
"Nov 21, 2023",10969,17
"Nov 22, 2023",10978,9
"Nov 23, 2023",10986,8
"Nov 24, 2023",10999,13
"Nov 25, 2023",11011,12
"Nov 26, 2023",11032,21
"Nov 27, 2023",11053,21
"Nov 28, 2023",11068,15
"Nov 29, 2023",11083,15
"Nov 30, 2023",11102,19
"Dec 1, 2023",11120,18
"Dec 2, 2023",11130,10
"Dec 3, 2023",11140,10
"Dec 4, 2023",11149,9
"Dec 5, 2023",11157,8
"Dec 6, 2023",11171,14
"Dec 7, 2023",11184,13
"Dec 8, 2023",11197,13
"Dec 9, 2023",11210,13
"Dec 10, 2023",11226,16
"Dec 11, 2023",11242,16
"Dec 12, 2023",11255,13
"Dec 13, 2023",11267,12
"Dec 14, 2023",11279,12
"Dec 15, 2023",11291,12
"Dec 16, 2023",11301,10
"Dec 17, 2023",11310,9
"Dec 18, 2023",11321,11
"Dec 19, 2023",11332,11
"Dec 20, 2023",11338,6
"Dec 21, 2023",11343,5
"Dec 22, 2023",11350,7
"Dec 23, 2023",11356,6
"Dec 24, 2023",11369,13
"Dec 25, 2023",11381,12
"Dec 26, 2023",11396,15
"Dec 27, 2023",11410,14
"Dec 28, 2023",11419,9
"Dec 29, 2023",11428,9
"Dec 30, 2023",11437,9
"Dec 31, 2023",11446,9
"Jan 1, 2024",11451,5
"Jan 2, 2024",11455,4
"Jan 3, 2024",11459,4
"Jan 4, 2024",11463,4
"Jan 5, 2024",11471,8
"Jan 6, 2024",11479,8
"Jan 7, 2024",11488,9
"Jan 8, 2024",11497,9
"Jan 9, 2024",11511,14
"Jan 10, 2024",11524,13
"Jan 11, 2024",11530,6
"Jan 12, 2024",11536,6
"Jan 13, 2024",11547,11
"Jan 14, 2024",11557,10
"Jan 15, 2024",11567,10
"Jan 16, 2024",11576,9
"Jan 17, 2024",11590,14
"Jan 18, 2024",11604,14
"Jan 19, 2024",11607,3
"Jan 20, 2024",11610,3
"Jan 21, 2024",11616,6
"Jan 22, 2024",11622,6
"Jan 23, 2024",11630,8
"Jan 24, 2024",11638,8
"Jan 25, 2024",11643,5
"Jan 26, 2024",11647,4
"Jan 27, 2024",11654,7
"Jan 28, 2024",11660,6
"Jan 29, 2024",11671,11
"Jan 30, 2024",11682,11
"Jan 31, 2024",11693,11
"Feb 1, 2024",11704,11
"Feb 2, 2024",11732,28
"Feb 3, 2024",11760,28
"Feb 4, 2024",11780,20
"Feb 5, 2024",11799,19
"Feb 6, 2024",11819,20
"Feb 7, 2024",11838,19
"Feb 8, 2024",11860,22
"Feb 9, 2024",11882,22
"Feb 10, 2024",11907,25
"Feb 11, 2024",11932,25
"Feb 12, 2024",11951,19
"Feb 13, 2024",11969,18
"Feb 14, 2024",11980,11
"Feb 15, 2024",11990,10
"Feb 16, 2024",12008,18
"Feb 17, 2024",12025,17
"Feb 18, 2024",12047,22
"Feb 19, 2024",12068,21
"Feb 20, 2024",12080,12
"Feb 21, 2024",12092,12
"Feb 22, 2024",12113,21
"Feb 23, 2024",12133,20
"Feb 24, 2024",12150,17
"Feb 25, 2024",12167,17
"Feb 26, 2024",12188,21
"Feb 27, 2024",12208,20
"Feb 28, 2024",12234,26
"Feb 29, 2024",12259,25
"Mar 1, 2024",12285,26
"Mar 2, 2024",12311,26
"Mar 3, 2024",12335,24
"Mar 4, 2024",12359,24
"Mar 5, 2024",12386,27
"Mar 6, 2024",12412,26
"Mar 7, 2024",12443,31
"Mar 8, 2024",12473,30
"Mar 9, 2024",12498,25
"Mar 10, 2024",12523,25
"Mar 11, 2024",12565,42
"Mar 12, 2024",12606,41
"Mar 13, 2024",12653,47
"Mar 14, 2024",12700,47
"Mar 15, 2024",12740,40
"Mar 16, 2024",12779,39
"Mar 17, 2024",12810,31
"Mar 18, 2024",12840,30
"Mar 19, 2024",12877,37
"Mar 20, 2024",12914,37
"Mar 21, 2024",12946,32
"Mar 22, 2024",12977,31
"Mar 23, 2024",13019,42
"Mar 24, 2024",13061,42
"Mar 25, 2024",13091,30
"Mar 26, 2024",13121,30
"Mar 27, 2024",13148,27
"Mar 28, 2024",13174,26
"Mar 29, 2024",13198,24
"Mar 30, 2024",13221,23
"Mar 31, 2024",13245,24
"Apr 1, 2024",13269,24
"Apr 2, 2024",13296,27
"Apr 3, 2024",13323,27
"Apr 4, 2024",13357,34
"Apr 5, 2024",13391,34
"Apr 6, 2024",13424,33
"Apr 7, 2024",13456,32
"Apr 8, 2024",13487,31
"Apr 9, 2024",13518,31
"Apr 10, 2024",13536,18
"Apr 11, 2024",13553,17
"Apr 12, 2024",13575,22
"Apr 13, 2024",13596,21
"Apr 14, 2024",13608,12
"Apr 15, 2024",13620,12
"Apr 16, 2024",13647,27
"Apr 17, 2024",13674,27
"Apr 18, 2024",13699,25
"Apr 19, 2024",13724,25
"Apr 20, 2024",13743,19
"Apr 21, 2024",13762,19
"Apr 22, 2024",13785,23
"Apr 23, 2024",13807,22
"Apr 24, 2024",13825,18
"Apr 25, 2024",13842,17
"Apr 26, 2024",13869,27
"Apr 27, 2024",13896,27
"Apr 28, 2024",13918,22
"Apr 29, 2024",13939,21
"Apr 30, 2024",13953,14
"May 1, 2024",13967,14
"May 2, 2024",13990,23
"May 3, 2024",14013,23
"May 4, 2024",14030,17
"May 5, 2024",14047,17
"May 6, 2024",14061,14
"May 7, 2024",14075,14
"May 8, 2024",14095,20
"May 9, 2024",14115,20
"May 10, 2024",14130,15
"May 11, 2024",14144,14
"May 12, 2024",14166,22
"May 13, 2024",14188,22
"May 14, 2024",14207,19
"May 15, 2024",14226,19
"May 16, 2024",14245,19
"May 17, 2024",14264,19
"May 18, 2024",14282,18
"May 19, 2024",14299,17
"May 20, 2024",14315,16
"May 21, 2024",14331,16
"May 22, 2024",14358,27
"May 23, 2024",14385,27
"May 24, 2024",14406,21
"May 25, 2024",14427,21
"May 26, 2024",14448,21
"May 27, 2024",14469,21
"May 28, 2024",14495,26
"May 29, 2024",14520,25
"May 30, 2024",14540,20
"May 31, 2024",14560,20
"Jun 1, 2024",14582,22
"Jun 2, 2024",14603,21
"Jun 3, 2024",14621,18
"Jun 4, 2024",14638,17
"Jun 5, 2024",14658,20
"Jun 6, 2024",14678,20
"Jun 7, 2024",14691,13
"Jun 8, 2024",14703,12
"Jun 9, 2024",14717,14
"Jun 10, 2024",14730,13
"Jun 11, 2024",14744,14
"Jun 12, 2024",14758,14
"Jun 13, 2024",14773,15
"Jun 14, 2024",14788,15
"Jun 15, 2024",14797,9
"Jun 16, 2024",14806,9
"Jun 17, 2024",14820,14
"Jun 18, 2024",14833,13
"Jun 19, 2024",14848,15
"Jun 20, 2024",14863,15
"Jun 21, 2024",14876,13
"Jun 22, 2024",14888,12
"Jun 23, 2024",14899,11
"Jun 24, 2024",14910,11
"Jun 25, 2024",14926,16
"Jun 26, 2024",14941,15
"Jun 27, 2024",14954,13
"Jun 28, 2024",14966,12
"Jun 29, 2024",14977,11
"Jun 30, 2024",14988,11
"Jul 1, 2024",15001,13
"Jul 2, 2024",15014,13
"Jul 3, 2024",15035,21
"Jul 4, 2024",15056,21
"Jul 5, 2024",15076,20
"Jul 6, 2024",15096,20
"Jul 7, 2024",15107,11
"Jul 8, 2024",15118,11
"Jul 9, 2024",15129,11
"Jul 10, 2024",15140,11
"Jul 11, 2024",15151,11
"Jul 12, 2024",15161,10
"Jul 13, 2024",15172,11
"Jul 14, 2024",15183,11
"Jul 15, 2024",15194,11
"Jul 16, 2024",15205,11
"Jul 17, 2024",15216,11
"Jul 18, 2024",15227,11
"Jul 19, 2024",15238,11
"Jul 20, 2024",15249,11
"Jul 21, 2024",15260,11
"Jul 22, 2024",15271,11
"Jul 23, 2024",15281,10
"Jul 24, 2024",15292,11
"Jul 25, 2024",15303,11
"Jul 26, 2024",15314,11
"Jul 27, 2024",15325,11
"Jul 28, 2024",15336,11
"Jul 29, 2024",15349,13
"Jul 30, 2024",15361,12
"Jul 31, 2024",15370,9
"Aug 1, 2024",15379,9
"Aug 2, 2024",15385,6
"Aug 3, 2024",15391,6
"Aug 4, 2024",15403,12
"Aug 5, 2024",15415,12
"Aug 6, 2024",15424,9
"Aug 7, 2024",15433,9
"Aug 8, 2024",15445,12
"Aug 9, 2024",15456,11
"Aug 10, 2024",15473,17
"Aug 11, 2024",15490,17
"Aug 12, 2024",15507,17
"Aug 13, 2024",15524,17
"Aug 14, 2024",15538,14
"Aug 15, 2024",15552,14
"Aug 16, 2024",15561,9
"Aug 17, 2024",15570,9
"Aug 18, 2024",15582,12
"Aug 19, 2024",15594,12
"Aug 20, 2024",15614,20
"Aug 21, 2024",15634,20
"Aug 22, 2024",15656,22
"Aug 23, 2024",15677,21
"Aug 24, 2024",15690,13
"Aug 25, 2024",15702,12
"Aug 26, 2024",15716,14
"Aug 27, 2024",15730,14
"Aug 28, 2024",15747,17
"Aug 29, 2024",15764,17
"Aug 30, 2024",15782,18
"Aug 31, 2024",15799,17
"Sep 1, 2024",15821,22
"Sep 2, 2024",15842,21
"Sep 3, 2024",15861,19
"Sep 4, 2024",15880,19
"Sep 5, 2024",15895,15
"Sep 6, 2024",15910,15
"Sep 7, 2024",15926,16
"Sep 8, 2024",15941,15
"Sep 9, 2024",15962,21
"Sep 10, 2024",15983,21
"Sep 11, 2024",15997,14
"Sep 12, 2024",16011,14
"Sep 13, 2024",16025,14
"Sep 14, 2024",16039,14
"Sep 15, 2024",16060,21
"Sep 16, 2024",16080,20
"Sep 17, 2024",16097,17
"Sep 18, 2024",16114,17
"Sep 19, 2024",16130,16
"Sep 20, 2024",16145,15
"Sep 21, 2024",16165,20
"Sep 22, 2024",16184,19
"Sep 23, 2024",16197,13
"Sep 24, 2024",16209,12
"Sep 25, 2024",16221,12
"Sep 26, 2024",16233,12
"Sep 27, 2024",16247,14
"Sep 28, 2024",16261,14
"Sep 29, 2024",16282,21
"Sep 30, 2024",16302,20
"Oct 1, 2024",16315,13
"Oct 2, 2024",16327,12
"Oct 3, 2024",16341,14
"Oct 4, 2024",16355,14
"Oct 5, 2024",16366,11
"Oct 6, 2024",16377,11
"Oct 7, 2024",16395,18
"Oct 8, 2024",16412,17
"Oct 9, 2024",16430,18
"Oct 10, 2024",16447,17
"Oct 11, 2024",16463,16
"Oct 12, 2024",16478,15
"Oct 13, 2024",16501,23
"Oct 14, 2024",16523,22
"Oct 15, 2024",16533,10
"Oct 16, 2024",16543,10
"Oct 17, 2024",16556,13
"Oct 18, 2024",16568,12
"Oct 19, 2024",16585,17
"Oct 20, 2024",16601,16
"Oct 21, 2024",16609,8
"Oct 22, 2024",16616,7
"Oct 23, 2024",16635,19
"Oct 24, 2024",16654,19
"Oct 25, 2024",16683,29
"Oct 26, 2024",16712,29
"Oct 27, 2024",16728,16
"Oct 28, 2024",16743,15
"Oct 29, 2024",16759,16
"Oct 30, 2024",16776,17
"Oct 31, 2024",16792,16
"Nov 1, 2024",16808,16
"Nov 2, 2024",16825,17
"Nov 3, 2024",16841,16
"Nov 4, 2024",16858,17
"Nov 5, 2024",16875,17
"Nov 6, 2024",16893,18
"Nov 7, 2024",16911,18
"Nov 8, 2024",16927,16
"Nov 9, 2024",16943,16
"Nov 10, 2024",16964,21
"Nov 11, 2024",16985,21
"Nov 12, 2024",17004,19
"Nov 13, 2024",17022,18
"Nov 14, 2024",17038,16
"Nov 15, 2024",17054,16
"Nov 16, 2024",17070,16
"Nov 17, 2024",17086,16
"Nov 18, 2024",17102,16
"Nov 19, 2024",17118,16
"Nov 20, 2024",17136,18
"Nov 21, 2024",17155,19
"Nov 22, 2024",17173,18
"Nov 23, 2024",17188,15
"Nov 24, 2024",17203,15
"Nov 25, 2024",17218,15
"Nov 26, 2024",17233,15
"Nov 27, 2024",17249,16
"Nov 28, 2024",17264,15
"Nov 29, 2024",17284,20
"Nov 30, 2024",17304,20
"Dec 1, 2024",17324,20
"Dec 2, 2024",17340,16
"Dec 3, 2024",17356,16
"Dec 4, 2024",17372,16
"Dec 5, 2024",17397,25
"Dec 6, 2024",17421,24
"Dec 7, 2024",17437,16
"Dec 8, 2024",17452,15
"Dec 9, 2024",17463,11
"Dec 10, 2024",17473,10
"Dec 11, 2024",17484,11
"Dec 12, 2024",17510,26
"Dec 13, 2024",17536,26
"Dec 14, 2024",17552,16
"Dec 15, 2024",17569,17
"Dec 16, 2024",17585,16
"Dec 17, 2024",17610,25
"Dec 18, 2024",17634,24
"Dec 19, 2024",17657,23
"Dec 20, 2024",17679,22
"Dec 21, 2024",17702,23
"Dec 22, 2024",17725,23
"Dec 23, 2024",17744,19
"Dec 24, 2024",17762,18
"Dec 25, 2024",17781,19
"Dec 26, 2024",17797,16
"Dec 27, 2024",17812,15
"Dec 28, 2024",17828,16
"Dec 29, 2024",17844,16
"Dec 30, 2024",17861,17
"Dec 31, 2024",17877,16
"Jan 1, 2025",17897,20
"Jan 2, 2025",17916,19
"Jan 3, 2025",17933,17
"Jan 4, 2025",17949,16
"Jan 5, 2025",17964,15
"Jan 6, 2025",17978,14
"Jan 7, 2025",17993,15
"Jan 8, 2025",18016,23
"Jan 9, 2025",18038,22
"Jan 10, 2025",18061,23
"Jan 11, 2025",18078,17
"Jan 12, 2025",18096,18
"Jan 13, 2025",18113,17
"Jan 14, 2025",18136,23
"Jan 15, 2025",18158,22
"Jan 16, 2025",18175,17
"Jan 17, 2025",18191,16
"Jan 18, 2025",18205,14
"Jan 19, 2025",18219,14
"Jan 20, 2025",18246,27
"Jan 21, 2025",18273,27
"Jan 22, 2025",18290,17
"Jan 23, 2025",18308,18
"Jan 24, 2025",18325,17
"Jan 25, 2025",18340,15
"Jan 26, 2025",18356,16
"Jan 27, 2025",18371,15
"Jan 28, 2025",18386,15
"Jan 29, 2025",18400,14
"Jan 30, 2025",18419,19
"Jan 31, 2025",18438,19
"Feb 1, 2025",18460,22
"Feb 2, 2025",18481,21
"Feb 3, 2025",18500,19
"Feb 4, 2025",18518,18
"Feb 5, 2025",18539,21
"Feb 6, 2025",18559,20
"Feb 7, 2025",18580,21
"Feb 8, 2025",18607,27
"Feb 9, 2025",18634,27
"Feb 10, 2025",18661,27
"Feb 11, 2025",18691,30
"Feb 12, 2025",18721,30
"Feb 13, 2025",18747,26
"Feb 14, 2025",18773,26
"Feb 15, 2025",18797,24
"Feb 16, 2025",18820,23
"Feb 17, 2025",18842,22
"Feb 18, 2025",18863,21
"Feb 19, 2025",18885,22
"Feb 20, 2025",18906,21
"Feb 21, 2025",18925,19
"Feb 22, 2025",18944,19
"Feb 23, 2025",18963,19
"Feb 24, 2025",18981,18
"Feb 25, 2025",18999,18
"Feb 26, 2025",19017,18
"Feb 27, 2025",19035,18
"Feb 28, 2025",19056,21
"Mar 1, 2025",19078,22
"Mar 2, 2025",19099,21
"Mar 3, 2025",19120,21
"Mar 4, 2025",19142,22
"Mar 5, 2025",19163,21
"Mar 6, 2025",19184,21
"Mar 7, 2025",19204,20
"Mar 8, 2025",19225,21
"Mar 9, 2025",19248,23
"Mar 10, 2025",19270,22
"Mar 11, 2025",19293,23
"Mar 12, 2025",19309,16
"Mar 13, 2025",19325,16
"Mar 14, 2025",19340,15
"Mar 15, 2025",19356,16
"Mar 16, 2025",19371,15
"Mar 17, 2025",19385,14
"Mar 18, 2025",19400,15
"Mar 19, 2025",19424,24
"Mar 20, 2025",19449,25
"Mar 21, 2025",19473,24
"Mar 22, 2025",19496,23
"Mar 23, 2025",19518,22
"Mar 24, 2025",19533,15
"Mar 25, 2025",19548,15
"Mar 26, 2025",19572,24
"Mar 27, 2025",19596,24
"Mar 28, 2025",19611,15
"Mar 29, 2025",19625,14
"Mar 30, 2025",19640,15
"Mar 31, 2025",19654,14
"Apr 1, 2025",19677,23
"Apr 2, 2025",19699,22
"Apr 3, 2025",19718,19
"Apr 4, 2025",19736,18
"Apr 5, 2025",19755,19
"Apr 6, 2025",19773,18
"Apr 7, 2025",19791,18
"Apr 8, 2025",19809,18
"Apr 9, 2025",19830,21
"Apr 10, 2025",19852,22
"Apr 11, 2025",19873,21
"Apr 12, 2025",19898,25
"Apr 13, 2025",19922,24
"Apr 14, 2025",19942,20
"Apr 15, 2025",19961,19
"Apr 16, 2025",19981,20
"Apr 17, 2025",20003,22
"Apr 18, 2025",20024,21
"Apr 19, 2025",20046,22
"Apr 20, 2025",20057,11
"Apr 21, 2025",20069,12
"Apr 22, 2025",20080,11
"Apr 23, 2025",20097,17
"Apr 24, 2025",20114,17
"Apr 25, 2025",20131,17
"Apr 26, 2025",20145,14
"Apr 27, 2025",20158,13
"Apr 28, 2025",20177,19
"Apr 29, 2025",20195,18
"Apr 30, 2025",20214,19
"May 1, 2025",20235,21
"May 2, 2025",20255,20
"May 3, 2025",20276,21
"May 4, 2025",20296,20
"May 5, 2025",20306,10
"May 6, 2025",20316,10
"May 7, 2025",20330,14
"May 8, 2025",20343,13
"May 9, 2025",20355,12
"May 10, 2025",20367,12
"May 11, 2025",20379,12
"May 12, 2025",20399,20
"May 13, 2025",20418,19
"May 14, 2025",20438,20
"May 15, 2025",20462,24
"May 16, 2025",20486,24
"May 17, 2025",20509,23
"May 18, 2025",20533,24
"May 19, 2025",20551,18
"May 20, 2025",20569,18
"May 21, 2025",20587,18
"May 22, 2025",20605,18
"May 23, 2025",20629,24
"May 24, 2025",20653,24
"May 25, 2025",20677,24
"May 26, 2025",20701,24
"May 27, 2025",20725,24
"May 28, 2025",20751,26
"May 29, 2025",20778,27
"May 30, 2025",20804,26
"May 31, 2025",20826,22
"Jun 1, 2025",20848,22
"Jun 2, 2025",20869,21
"Jun 3, 2025",20891,22
"Jun 4, 2025",20908,17
"Jun 5, 2025",20925,17
"Jun 6, 2025",20942,17
"Jun 7, 2025",20959,17
"Jun 8, 2025",20982,23
"Jun 9, 2025",21006,24
"Jun 10, 2025",21029,23
"Jun 11, 2025",21052,23
"Jun 12, 2025",21075,23
"Jun 13, 2025",21099,24
"Jun 14, 2025",21122,23
"Jun 15, 2025",21145,23
"Jun 16, 2025",21168,23
"Jun 17, 2025",21192,24
"Jun 18, 2025",21215,23
"Jun 19, 2025",21238,23
"Jun 20, 2025",21261,23
"Jun 21, 2025",21285,24
"Jun 22, 2025",21308,23
"Jun 23, 2025",21331,23
"Jun 24, 2025",21354,23
"Jun 25, 2025",21378,24
"Jun 26, 2025",21401,23
"Jun 27, 2025",21424,23
"Jun 28, 2025",21447,23
"Jun 29, 2025",21471,24
"Jun 30, 2025",21494,23
"Jul 1, 2025",21513,19
"Jul 2, 2025",21532,19
"Jul 3, 2025",21550,18
"Jul 4, 2025",21569,19
"Jul 5, 2025",21588,19
"Jul 6, 2025",21607,19
"Jul 7, 2025",21625,18
"Jul 8, 2025",21644,19
"Jul 9, 2025",21667,23
"Jul 10, 2025",21691,24
"Jul 11, 2025",21714,23
"Jul 12, 2025",21737,23
"Jul 13, 2025",21761,24
"Jul 14, 2025",21784,23
"Jul 15, 2025",21808,24
"Jul 16, 2025",21831,23
"Jul 17, 2025",21854,23
"Jul 18, 2025",21878,24
"Jul 19, 2025",21901,23
"Jul 20, 2025",21924,23
"Jul 21, 2025",21948,24
"Jul 22, 2025",21971,23
"Jul 23, 2025",21994,23
"Jul 24, 2025",22018,24
"Jul 25, 2025",22041,23
"Jul 26, 2025",22064,23
"Jul 27, 2025",22088,24
"Jul 28, 2025",22111,23
"Jul 29, 2025",22135,24
"Jul 30, 2025",22158,23
"Jul 31, 2025",22181,23
"Aug 1, 2025",22205,24
"Aug 2, 2025",22228,23
"Aug 3, 2025",22256,28
"Aug 4, 2025",22283,27
"Aug 5, 2025",22311,28
"Aug 6, 2025",22338,27
"Aug 7, 2025",22366,28
"Aug 8, 2025",22390,24
"Aug 9, 2025",22414,24
"Aug 10, 2025",22438,24
"Aug 11, 2025",22462,24
"Aug 12, 2025",22485,23
"Aug 13, 2025",22509,24
"Aug 14, 2025",22533,24
"Aug 15, 2025",22557,24
"Aug 16, 2025",22581,24
"Aug 17, 2025",22605,24
"Aug 18, 2025",22629,24
"Aug 19, 2025",22653,24
"Aug 20, 2025",22676,23
"Aug 21, 2025",22700,24
"Aug 22, 2025",22724,24
"Aug 23, 2025",22748,24
"Aug 24, 2025",22772,24
