Date,Spotify Streams,Change
"Jan 25, 2024",0,0
"Jan 26, 2024",1993,0
"Jan 27, 2024",1993,0
"Jan 28, 2024",7959,5966
"Jan 29, 2024",12908,4949
"Jan 30, 2024",19645,6737
"Jan 31, 2024",25897,6252
"Feb 1, 2024",31556,5659
"Feb 2, 2024",36489,4933
"Feb 3, 2024",40554,4065
"Feb 4, 2024",43981,3427
"Feb 5, 2024",46899,2918
"Feb 6, 2024",49967,3068
"Feb 7, 2024",53556,3589
"Feb 8, 2024",57363,3807
"Feb 9, 2024",61441,4078
"Feb 10, 2024",66523,5082
"Feb 11, 2024",71748,5225
"Feb 12, 2024",75706,3958
"Feb 13, 2024",79312,3606
"Feb 14, 2024",82629,3317
"Feb 15, 2024",85606,2977
"Feb 16, 2024",88251,2645
"Feb 17, 2024",90728,2477
"Feb 18, 2024",93295,2567
"Feb 19, 2024",95362,2067
"Feb 20, 2024",97198,1836
"Feb 21, 2024",99007,1809
"Feb 22, 2024",100634,1627
"Feb 23, 2024",102268,1634
"Feb 24, 2024",103947,1679
"Feb 25, 2024",105529,1582
"Feb 26, 2024",106804,1275
"Feb 27, 2024",108043,1239
"Feb 28, 2024",109080,1037
"Feb 29, 2024",110088,1008
"Mar 1, 2024",111155,1067
"Mar 2, 2024",112315,1160
"Mar 3, 2024",113440,1125
"Mar 4, 2024",114378,938
"Mar 5, 2024",115185,807
"Mar 6, 2024",116048,863
"Mar 7, 2024",116918,870
"Mar 8, 2024",117680,762
"Mar 9, 2024",118365,685
"Mar 10, 2024",119153,788
"Mar 11, 2024",119769,616
"Mar 12, 2024",120360,591
"Mar 13, 2024",120896,536
"Mar 14, 2024",121433,537
"Mar 15, 2024",122052,619
"Mar 16, 2024",122705,653
"Mar 17, 2024",123325,620
"Mar 18, 2024",123909,584
"Mar 19, 2024",124409,500
"Mar 20, 2024",124925,516
"Mar 21, 2024",125373,448
"Mar 22, 2024",125847,474
"Mar 23, 2024",126317,470
"Mar 24, 2024",126775,458
"Mar 25, 2024",127171,396
"Mar 26, 2024",127598,427
"Mar 27, 2024",127996,398
"Mar 28, 2024",128439,443
"Mar 29, 2024",128990,551
"Mar 30, 2024",129463,473
"Mar 31, 2024",129854,391
"Apr 1, 2024",130248,394
"Apr 2, 2024",130596,348
"Apr 3, 2024",131006,410
"Apr 4, 2024",131444,438
"Apr 5, 2024",131903,459
"Apr 6, 2024",132385,482
"Apr 7, 2024",132776,391
"Apr 8, 2024",133135,359
"Apr 9, 2024",133467,332
"Apr 10, 2024",133801,334
"Apr 11, 2024",134204,403
"Apr 12, 2024",134521,317
"Apr 13, 2024",134854,333
"Apr 14, 2024",135174,320
"Apr 15, 2024",135452,278
"Apr 16, 2024",135720,268
"Apr 17, 2024",136002,282
"Apr 18, 2024",136301,299
"Apr 19, 2024",136620,319
"Apr 20, 2024",136880,260
"Apr 21, 2024",137175,295
"Apr 22, 2024",137444,269
"Apr 23, 2024",137689,245
"Apr 24, 2024",137924,235
"Apr 25, 2024",138172,248
"Apr 26, 2024",138492,320
"Apr 27, 2024",138833,341
"Apr 28, 2024",139124,291
"Apr 29, 2024",139346,222
"Apr 30, 2024",139626,280
"May 1, 2024",139906,280
"May 2, 2024",140148,242
"May 3, 2024",140375,227
"May 4, 2024",140644,269
"May 5, 2024",140871,227
"May 6, 2024",141099,228
"May 7, 2024",141377,278
"May 8, 2024",141604,227
"May 9, 2024",141864,260
"May 10, 2024",142078,214
"May 11, 2024",142305,227
"May 12, 2024",142524,219
"May 13, 2024",142723,199
"May 14, 2024",142927,204
"May 15, 2024",143131,204
"May 16, 2024",143373,242
"May 17, 2024",143587,214
"May 18, 2024",143831,244
"May 19, 2024",144041,210
"May 20, 2024",144264,223
"May 21, 2024",144501,237
"May 22, 2024",144723,222
"May 23, 2024",144934,211
"May 24, 2024",145163,229
"May 25, 2024",145357,194
"May 26, 2024",145535,178
"May 27, 2024",145711,176
"May 28, 2024",145910,199
"May 29, 2024",146164,254
"May 30, 2024",146329,165
"May 31, 2024",146520,191
"Jun 1, 2024",146520,0
"Jun 2, 2024",146976,456
"Jun 3, 2024",147247,271
"Jun 4, 2024",147587,340
"Jun 5, 2024",147587,0
"Jun 6, 2024",147756,169
"Jun 7, 2024",148277,521
"Jun 8, 2024",148277,0
"Jun 9, 2024",148475,198
"Jun 10, 2024",148627,152
"Jun 11, 2024",148759,132
"Jun 12, 2024",148903,144
"Jun 13, 2024",149144,241
"Jun 14, 2024",149283,139
"Jun 15, 2024",149283,0
"Jun 16, 2024",149584,301
"Jun 17, 2024",149740,156
"Jun 18, 2024",149870,130
"Jun 19, 2024",150106,236
"Jun 20, 2024",150106,0
"Jun 21, 2024",150235,129
"Jun 22, 2024",150382,147
"Jun 23, 2024",150563,181
"Jun 24, 2024",150694,131
"Jun 25, 2024",150825,131
"Jun 26, 2024",150969,144
"Jun 27, 2024",151081,112
"Jun 28, 2024",151210,129
"Jun 29, 2024",151339,129
