Date,Total Views,Change
"Mar 11, 2019",442488523,0
"Mar 12, 2019",444366587,1878064
"Mar 13, 2019",445989340,1622753
"Mar 14, 2019",447647238,1657898
"Mar 15, 2019",449413120,1765882
"Mar 16, 2019",451345860,1932740
"Mar 17, 2019",452972441,1626581
"Mar 18, 2019",454856844,1884403
"Mar 19, 2019",456651047,1794203
"Mar 20, 2019",458762998,2111951
"Mar 21, 2019",460992069,2229071
"Mar 22, 2019",462921131,1929062
"Mar 23, 2019",465024194,2103063
"Mar 24, 2019",466867637,1843443
"Mar 25, 2019",468487473,1619836
"Mar 26, 2019",470113750,1626277
"Mar 27, 2019",471653532,1539782
"Mar 28, 2019",473189690,1536158
"Mar 29, 2019",474777851,1588161
"Mar 30, 2019",476407191,1629340
"Mar 31, 2019",478006741,1599550
"Apr 1, 2019",479506257,1499516
"Apr 2, 2019",480939569,1433312
"Apr 3, 2019",482329617,1390048
"Apr 4, 2019",483689061,1359444
"Apr 5, 2019",485126829,1437768
"Apr 6, 2019",486529975,1403146
"Apr 7, 2019",488002401,1472426
"Apr 8, 2019",489334136,1331735
"Apr 9, 2019",490617180,1283044
"Apr 10, 2019",491908886,1291706
"Apr 11, 2019",493180016,1271130
"Apr 12, 2019",494630525,1450509
"Apr 13, 2019",496188886,1558361
"Apr 14, 2019",497677587,1488701
"Apr 15, 2019",498989808,1312221
"Apr 16, 2019",500270854,1281046
"Apr 17, 2019",501526779,1255925
"Apr 18, 2019",502868828,1342049
"Apr 19, 2019",504225523,1356695
"Apr 20, 2019",505536168,1310645
"Apr 21, 2019",506865676,1329508
"Apr 22, 2019",508123452,1257776
"Apr 23, 2019",509332940,1209488
"Apr 24, 2019",510568307,1235367
"Apr 25, 2019",511758530,1190223
"Apr 26, 2019",512984045,1225515
"Apr 27, 2019",514266962,1282917
"Apr 28, 2019",515547449,1280487
"Apr 29, 2019",516749790,1202341
"Apr 30, 2019",517925763,1175973
"May 1, 2019",519178380,1252617
"May 2, 2019",520336612,1158232
"May 3, 2019",521582257,1245645
"May 4, 2019",522909212,1326955
"May 5, 2019",524181977,1272765
"May 6, 2019",525382780,1200803
"May 7, 2019",526467194,1084414
"May 8, 2019",527583424,1116230
"May 9, 2019",528741928,1158504
"May 10, 2019",529942182,1200254
"May 11, 2019",531138154,1195972
"May 12, 2019",532296561,1158407
"May 13, 2019",533418774,1122213
"May 14, 2019",534593086,1174312
"May 15, 2019",535805750,1212664
"May 16, 2019",537031765,1226015
"May 17, 2019",538250695,1218930
"May 18, 2019",539668529,1417834
"May 19, 2019",540809921,1141392
"May 20, 2019",541910157,1100236
"May 21, 2019",543023585,1113428
"May 22, 2019",544089373,1065788
"May 23, 2019",545127274,1037901
"May 24, 2019",546183892,1056618
"May 25, 2019",547359026,1175134
"May 26, 2019",548492453,1133427
"May 27, 2019",549563705,1071252
"May 28, 2019",550612050,1048345
"May 29, 2019",550612050,0
"May 30, 2019",552719944,2107894
"May 31, 2019",552719944,0
"Jun 1, 2019",552719944,0
"Jun 2, 2019",552719944,0
"Jun 3, 2019",556668551,3948607
"Jun 4, 2019",557762403,1093852
"Jun 5, 2019",558837497,1075094
"Jun 6, 2019",559934854,1097357
"Jun 7, 2019",559934854,0
"Jun 8, 2019",559934854,0
"Jun 9, 2019",559934854,0
"Jun 10, 2019",561443606,1508752
"Jun 11, 2019",562952357,1508751
"Jun 12, 2019",564461109,1508752
"Jun 13, 2019",565969860,1508751
"Jun 14, 2019",567478612,1508752
"Jun 15, 2019",568987363,1508751
"Jun 16, 2019",570496115,1508752
"Jun 17, 2019",571336434,840319
"Jun 18, 2019",572176754,840320
"Jun 19, 2019",573017073,840319
"Jun 20, 2019",573857392,840319
"Jun 21, 2019",574739154,881762
"Jun 22, 2019",575620915,881761
"Jun 23, 2019",576502677,881762
"Jun 24, 2019",577249962,747285
"Jun 25, 2019",577303428,53466
"Jun 26, 2019",578021400,717972
"Jun 27, 2019",578790951,769551
"Jun 28, 2019",579600487,809536
"Jun 29, 2019",580486397,885910
"Jun 30, 2019",581206196,719799
"Jul 1, 2019",581948997,742801
"Jul 2, 2019",582629410,680413
"Jul 3, 2019",583359730,730320
"Jul 4, 2019",584090399,730669
"Jul 5, 2019",584818826,728427
"Jul 6, 2019",585565918,747092
"Jul 7, 2019",586396639,830721
"Jul 8, 2019",587039487,642848
"Jul 9, 2019",587654874,615387
"Jul 10, 2019",588297062,642188
"Jul 11, 2019",588936636,639574
"Jul 12, 2019",589545584,608948
"Jul 13, 2019",590295943,750359
"Jul 14, 2019",590996792,700849
"Jul 15, 2019",591561961,565169
"Jul 16, 2019",592191388,629427
"Jul 17, 2019",592795736,604348
"Jul 18, 2019",593391588,595852
"Jul 19, 2019",594014902,623314
"Jul 20, 2019",594689591,674689
"Jul 21, 2019",595392274,702683
"Jul 22, 2019",595989385,597111
"Jul 23, 2019",596586496,597111
"Jul 24, 2019",597169128,582632
"Jul 25, 2019",597725398,556270
"Jul 26, 2019",598358424,633026
"Jul 27, 2019",599046580,688156
"Jul 28, 2019",599775751,729171
