Date,Spotify Streams,Change
"Jul 18, 2018",0,0
"Jul 19, 2018",10271,10271
"Jul 20, 2018",20498,10227
"Jul 21, 2018",30682,10184
"Jul 22, 2018",40822,10140
"Jul 23, 2018",50917,10095
"Jul 24, 2018",60967,10050
"Jul 25, 2018",70971,10004
"Jul 26, 2018",80930,9959
"Jul 27, 2018",90842,9912
"Jul 28, 2018",100708,9866
"Jul 29, 2018",110527,9819
"Jul 30, 2018",120299,9772
"Jul 31, 2018",130024,9725
"Aug 1, 2018",139701,9677
"Aug 2, 2018",149329,9628
"Aug 3, 2018",158910,9581
"Aug 4, 2018",168442,9532
"Aug 5, 2018",177926,9484
"Aug 6, 2018",187361,9435
"Aug 7, 2018",196747,9386
"Aug 8, 2018",206084,9337
"Aug 9, 2018",215372,9288
"Aug 10, 2018",224610,9238
"Aug 11, 2018",233799,9189
"Aug 12, 2018",242939,9140
"Aug 13, 2018",252029,9090
"Aug 14, 2018",261070,9041
"Aug 15, 2018",270061,8991
"Aug 16, 2018",279002,8941
"Aug 17, 2018",287894,8892
"Aug 18, 2018",296737,8843
"Aug 19, 2018",305530,8793
"Aug 20, 2018",314273,8743
"Aug 21, 2018",322968,8695
"Aug 22, 2018",331613,8645
"Aug 23, 2018",340209,8596
"Aug 24, 2018",348756,8547
"Aug 25, 2018",357254,8498
"Aug 26, 2018",365703,8449
"Aug 27, 2018",374104,8401
"Aug 28, 2018",382456,8352
"Aug 29, 2018",390760,8304
"Aug 30, 2018",399016,8256
"Aug 31, 2018",407224,8208
"Sep 1, 2018",415384,8160
"Sep 2, 2018",423497,8113
"Sep 3, 2018",431563,8066
"Sep 4, 2018",439581,8018
"Sep 5, 2018",447553,7972
"Sep 6, 2018",455479,7926
"Sep 7, 2018",463358,7879
"Sep 8, 2018",471191,7833
"Sep 9, 2018",478979,7788
"Sep 10, 2018",486721,7742
"Sep 11, 2018",494418,7697
"Sep 12, 2018",502070,7652
"Sep 13, 2018",509678,7608
"Sep 14, 2018",517241,7563
"Sep 15, 2018",524761,7520
"Sep 16, 2018",532236,7475
"Sep 17, 2018",539669,7433
"Sep 18, 2018",547058,7389
"Sep 19, 2018",554405,7347
"Sep 20, 2018",561710,7305
"Sep 21, 2018",568972,7262
"Sep 22, 2018",576193,7221
"Sep 23, 2018",583373,7180
"Sep 24, 2018",590511,7138
"Sep 25, 2018",597609,7098
"Sep 26, 2018",604667,7058
"Sep 27, 2018",611685,7018
"Sep 28, 2018",618662,6977
"Sep 29, 2018",625601,6939
"Sep 30, 2018",632501,6900
"Oct 1, 2018",639362,6861
"Oct 2, 2018",646185,6823
"Oct 3, 2018",652970,6785
"Oct 4, 2018",659717,6747
"Oct 5, 2018",666428,6711
"Oct 6, 2018",673101,6673
"Oct 7, 2018",679738,6637
"Oct 8, 2018",686338,6600
"Oct 9, 2018",692903,6565
"Oct 10, 2018",699432,6529
"Oct 11, 2018",705927,6495
"Oct 12, 2018",712386,6459
"Oct 13, 2018",718811,6425
"Oct 14, 2018",725202,6391
"Oct 15, 2018",731558,6356
"Oct 16, 2018",737882,6324
"Oct 17, 2018",744172,6290
"Oct 18, 2018",750430,6258
"Oct 19, 2018",756655,6225
"Oct 20, 2018",762848,6193
"Oct 21, 2018",769009,6161
"Oct 22, 2018",775139,6130
"Oct 23, 2018",781237,6098
"Oct 24, 2018",787305,6068
"Oct 25, 2018",793342,6037
"Oct 26, 2018",799349,6007
"Oct 27, 2018",805326,5977
"Oct 28, 2018",811273,5947
"Oct 29, 2018",817191,5918
"Oct 30, 2018",823080,5889
"Oct 31, 2018",828941,5861
"Nov 1, 2018",834773,5832
"Nov 2, 2018",840577,5804
"Nov 3, 2018",846353,5776
"Nov 4, 2018",852102,5749
"Nov 5, 2018",857823,5721
"Nov 6, 2018",863518,5695
"Nov 7, 2018",869186,5668
"Nov 8, 2018",874827,5641
"Nov 9, 2018",880443,5616
"Nov 10, 2018",886032,5589
"Nov 11, 2018",891596,5564
"Nov 12, 2018",897135,5539
"Nov 13, 2018",902649,5514
"Nov 14, 2018",908138,5489
"Nov 15, 2018",913603,5465
"Nov 16, 2018",919043,5440
"Nov 17, 2018",924460,5417
"Nov 18, 2018",929853,5393
"Nov 19, 2018",935222,5369
"Nov 20, 2018",940568,5346
"Nov 21, 2018",945892,5324
"Nov 22, 2018",951192,5300
"Nov 23, 2018",956470,5278
"Nov 24, 2018",961726,5256
"Nov 25, 2018",966960,5234
"Nov 26, 2018",972172,5212
"Nov 27, 2018",977363,5191
"Nov 28, 2018",982532,5169
"Nov 29, 2018",987680,5148
"Nov 30, 2018",992808,5128
"Dec 1, 2018",997914,5106
"Dec 2, 2018",1003001,5087
"Dec 3, 2018",1008067,5066
"Dec 4, 2018",1013113,5046
"Dec 5, 2018",1018139,5026
"Dec 6, 2018",1023146,5007
"Dec 7, 2018",1028134,4988
"Dec 8, 2018",1033102,4968
"Dec 9, 2018",1038051,4949
"Dec 10, 2018",1042982,4931
"Dec 11, 2018",1047894,4912
"Dec 12, 2018",1052788,4894
"Dec 13, 2018",1057663,4875
"Dec 14, 2018",1062521,4858
"Dec 15, 2018",1067360,4839
"Dec 16, 2018",1072182,4822
"Dec 17, 2018",1076987,4805
"Dec 18, 2018",1081774,4787
"Dec 19, 2018",1086545,4771
"Dec 20, 2018",1091298,4753
"Dec 21, 2018",1096035,4737
"Dec 22, 2018",1100755,4720
"Dec 23, 2018",1105459,4704
"Dec 24, 2018",1110146,4687
"Dec 25, 2018",1114818,4672
"Dec 26, 2018",1119473,4655
"Dec 27, 2018",1124113,4640
"Dec 28, 2018",1128737,4624
"Dec 29, 2018",1133346,4609
"Dec 30, 2018",1137940,4594
"Dec 31, 2018",1142519,4579
"Jan 1, 2019",1147082,4563
"Jan 2, 2019",1151631,4549
"Jan 3, 2019",1156165,4534
"Jan 4, 2019",1160685,4520
"Jan 5, 2019",1165190,4505
"Jan 6, 2019",1169681,4491
"Jan 7, 2019",1174159,4478
"Jan 8, 2019",1178622,4463
"Jan 9, 2019",1183071,4449
"Jan 10, 2019",1187507,4436
"Jan 11, 2019",1191929,4422
"Jan 12, 2019",1196338,4409
"Jan 13, 2019",1200733,4395
"Jan 14, 2019",1205116,4383
"Jan 15, 2019",1209485,4369
"Jan 16, 2019",1213842,4357
"Jan 17, 2019",1218186,4344
"Jan 18, 2019",1222517,4331
"Jan 19, 2019",1226836,4319
"Jan 20, 2019",1231142,4306
"Jan 21, 2019",1235436,4294
