Date,Spotify Streams,Change
"Apr 23, 2018",0,0
"Apr 24, 2018",3400,0
"Apr 25, 2018",6804,0
"Apr 26, 2018",10212,0
"Apr 27, 2018",13624,0
"Apr 28, 2018",17040,0
"Apr 29, 2018",20458,0
"Apr 30, 2018",23878,0
"May 1, 2018",27300,0
"May 2, 2018",30724,0
"May 3, 2018",34149,0
"May 4, 2018",37574,0
"May 5, 2018",40998,0
"May 6, 2018",44423,0
"May 7, 2018",47846,0
"May 8, 2018",51267,0
"May 9, 2018",54686,0
"May 10, 2018",58103,0
"May 11, 2018",61516,0
"May 12, 2018",64926,0
"May 13, 2018",68331,0
"May 14, 2018",71732,0
"May 15, 2018",75127,0
"May 16, 2018",78517,0
"May 17, 2018",81900,0
"May 18, 2018",85276,0
"May 19, 2018",88645,0
"May 20, 2018",92006,0
"May 21, 2018",95358,0
"May 22, 2018",98702,0
"May 23, 2018",102037,0
"May 24, 2018",105362,0
"May 25, 2018",108676,0
"May 26, 2018",111980,0
"May 27, 2018",115273,0
"May 28, 2018",118554,0
"May 29, 2018",121824,0
"May 30, 2018",125081,0
"May 31, 2018",128325,0
"Jun 1, 2018",131557,0
"Jun 2, 2018",134775,0
"Jun 3, 2018",137979,0
"Jun 4, 2018",141170,0
"Jun 5, 2018",144346,0
"Jun 6, 2018",147508,0
"Jun 7, 2018",150655,0
"Jun 8, 2018",153786,0
"Jun 9, 2018",156903,0
"Jun 10, 2018",160004,0
"Jun 11, 2018",163089,0
"Jun 12, 2018",166158,0
"Jun 13, 2018",169211,0
"Jun 14, 2018",172248,0
"Jun 15, 2018",175268,0
"Jun 16, 2018",178272,0
"Jun 17, 2018",181259,0
"Jun 18, 2018",184230,0
"Jun 19, 2018",187183,0
"Jun 20, 2018",190120,0
"Jun 21, 2018",193040,0
"Jun 22, 2018",195942,0
"Jun 23, 2018",198828,0
"Jun 24, 2018",201697,0
"Jun 25, 2018",204548,0
"Jun 26, 2018",207382,0
"Jun 27, 2018",210199,0
"Jun 28, 2018",212999,0
"Jun 29, 2018",215782,0
"Jun 30, 2018",218548,0
"Jul 1, 2018",221297,0
"Jul 2, 2018",224029,0
"Jul 3, 2018",226744,0
"Jul 4, 2018",229442,0
"Jul 5, 2018",232124,0
"Jul 6, 2018",234788,0
"Jul 7, 2018",237436,0
"Jul 8, 2018",240068,0
"Jul 9, 2018",242683,0
"Jul 10, 2018",245282,0
"Jul 11, 2018",247864,0
"Jul 12, 2018",250431,0
"Jul 13, 2018",252981,0
"Jul 14, 2018",255515,0
"Jul 15, 2018",258034,0
"Jul 16, 2018",260537,0
"Jul 17, 2018",263024,0
"Jul 18, 2018",265496,0
"Jul 19, 2018",267952,0
"Jul 20, 2018",270393,0
"Jul 21, 2018",272820,0
"Jul 22, 2018",275231,0
"Jul 23, 2018",277628,0
"Jul 24, 2018",280009,0
"Jul 25, 2018",282377,0
"Jul 26, 2018",284730,0
"Jul 27, 2018",287069,0
"Jul 28, 2018",289393,0
"Jul 29, 2018",291704,0
"Jul 30, 2018",294001,0
"Jul 31, 2018",296284,0
"Aug 1, 2018",298553,0
"Aug 2, 2018",300809,0
"Aug 3, 2018",303052,0
"Aug 4, 2018",305282,0
"Aug 5, 2018",307498,0
"Aug 6, 2018",309702,0
"Aug 7, 2018",311893,0
"Aug 8, 2018",314072,0
"Aug 9, 2018",316238,0
"Aug 10, 2018",318391,0
"Aug 11, 2018",320533,0
"Aug 12, 2018",322662,0
"Aug 13, 2018",324780,0
"Aug 14, 2018",326885,0
"Aug 15, 2018",328980,0
"Aug 16, 2018",331062,0
"Aug 17, 2018",333133,0
"Aug 18, 2018",335193,0
"Aug 19, 2018",337241,0
"Aug 20, 2018",339279,0
"Aug 21, 2018",341306,0
"Aug 22, 2018",343322,0
"Aug 23, 2018",345327,0
"Aug 24, 2018",347322,0
"Aug 25, 2018",349306,0
