Date,Total Views,Change
"Apr 28, 2018",0,0
"Apr 29, 2018",445,445
"Apr 30, 2018",888,443
"May 1, 2018",1330,442
"May 2, 2018",1770,440
"May 3, 2018",2209,439
"May 4, 2018",2646,437
"May 5, 2018",3082,436
"May 6, 2018",3516,434
"May 7, 2018",3949,433
"May 8, 2018",4380,431
"May 9, 2018",4810,430
"May 10, 2018",5238,428
"May 11, 2018",5664,426
"May 12, 2018",6090,426
"May 13, 2018",6513,423
"May 14, 2018",6936,423
"May 15, 2018",7356,420
"May 16, 2018",7776,420
"May 17, 2018",8193,417
"May 18, 2018",8609,416
"May 19, 2018",9024,415
"May 20, 2018",9437,413
"May 21, 2018",9849,412
"May 22, 2018",10259,410
"May 23, 2018",10668,409
"May 24, 2018",11075,407
"May 25, 2018",11481,406
"May 26, 2018",11885,404
"May 27, 2018",12288,403
"May 28, 2018",12689,401
"May 29, 2018",13089,400
"May 30, 2018",13487,398
"May 31, 2018",13884,397
"Jun 1, 2018",14279,395
"Jun 2, 2018",14673,394
"Jun 3, 2018",15066,393
"Jun 4, 2018",15457,391
"Jun 5, 2018",15846,389
"Jun 6, 2018",16234,388
"Jun 7, 2018",16621,387
"Jun 8, 2018",17006,385
"Jun 9, 2018",17389,383
"Jun 10, 2018",17772,383
"Jun 11, 2018",18152,380
"Jun 12, 2018",18532,380
"Jun 13, 2018",18910,378
"Jun 14, 2018",19286,376
"Jun 15, 2018",19661,375
"Jun 16, 2018",20035,374
"Jun 17, 2018",20407,372
"Jun 18, 2018",20778,371
"Jun 19, 2018",21147,369
"Jun 20, 2018",21515,368
"Jun 21, 2018",21882,367
"Jun 22, 2018",22247,365
"Jun 23, 2018",22611,364
"Jun 24, 2018",22973,362
"Jun 25, 2018",23334,361
"Jun 26, 2018",23694,360
"Jun 27, 2018",24052,358
"Jun 28, 2018",24409,357
"Jun 29, 2018",24765,356
"Jun 30, 2018",25119,354
"Jul 1, 2018",25472,353
"Jul 2, 2018",25824,352
"Jul 3, 2018",26174,350
"Jul 4, 2018",26523,349
"Jul 5, 2018",26870,347
"Jul 6, 2018",27217,347
"Jul 7, 2018",27562,345
"Jul 8, 2018",27905,343
"Jul 9, 2018",28248,343
"Jul 10, 2018",28589,341
"Jul 11, 2018",28928,339
"Jul 12, 2018",29267,339
"Jul 13, 2018",29604,337
"Jul 14, 2018",29940,336
"Jul 15, 2018",30275,335
"Jul 16, 2018",30608,333
"Jul 17, 2018",30940,332
"Jul 18, 2018",31271,331
"Jul 19, 2018",31601,330
"Jul 20, 2018",31929,328
"Jul 21, 2018",32257,328
"Jul 22, 2018",32582,325
"Jul 23, 2018",32907,325
"Jul 24, 2018",33231,324
"Jul 25, 2018",33553,322
"Jul 26, 2018",33874,321
"Jul 27, 2018",34194,320
"Jul 28, 2018",34513,319
"Jul 29, 2018",34831,318
"Jul 30, 2018",35147,316
"Jul 31, 2018",35463,316
"Aug 1, 2018",35777,314
"Aug 2, 2018",36090,313
"Aug 3, 2018",36401,311
"Aug 4, 2018",36712,311
"Aug 5, 2018",37022,310
"Aug 6, 2018",37330,308
"Aug 7, 2018",37637,307
"Aug 8, 2018",37944,307
"Aug 9, 2018",38249,305
"Aug 10, 2018",38553,304
"Aug 11, 2018",38856,303
"Aug 12, 2018",39157,301
"Aug 13, 2018",39458,301
"Aug 14, 2018",39758,300
"Aug 15, 2018",40056,298
"Aug 16, 2018",40354,298
"Aug 17, 2018",40650,296
"Aug 18, 2018",40946,296
"Aug 19, 2018",41240,294
"Aug 20, 2018",41534,294
"Aug 21, 2018",41826,292
"Aug 22, 2018",42117,291
"Aug 23, 2018",42407,290
"Aug 24, 2018",42697,290
"Aug 25, 2018",42985,288
"Aug 26, 2018",43272,287
"Aug 27, 2018",43558,286
"Aug 28, 2018",43844,286
"Aug 29, 2018",44128,284
"Aug 30, 2018",44411,283
"Aug 31, 2018",44693,282
"Sep 1, 2018",44975,282
"Sep 2, 2018",45255,280
"Sep 3, 2018",45535,280
"Sep 4, 2018",45813,278
"Sep 5, 2018",46091,278
"Sep 6, 2018",46367,276
"Sep 7, 2018",46643,276
"Sep 8, 2018",46918,275
"Sep 9, 2018",47192,274
"Sep 10, 2018",47464,272
"Sep 11, 2018",47737,273
"Sep 12, 2018",48008,271
"Sep 13, 2018",48278,270
"Sep 14, 2018",48547,269
"Sep 15, 2018",48816,269
"Sep 16, 2018",49083,267
"Sep 17, 2018",49350,267
"Sep 18, 2018",49616,266
"Sep 19, 2018",49881,265
"Sep 20, 2018",50145,264
"Sep 21, 2018",50408,263
"Sep 22, 2018",50671,263
"Sep 23, 2018",50932,261
"Sep 24, 2018",51193,261
"Sep 25, 2018",51453,260
"Sep 26, 2018",51712,259
"Sep 27, 2018",51970,258
"Sep 28, 2018",52228,258
"Sep 29, 2018",52485,257
"Sep 30, 2018",52741,256
"Oct 1, 2018",52996,255
"Oct 2, 2018",53250,254
"Oct 3, 2018",53503,253
"Oct 4, 2018",53756,253
"Oct 5, 2018",54008,252
"Oct 6, 2018",54259,251
"Oct 7, 2018",54510,251
"Oct 8, 2018",54760,250
"Oct 9, 2018",55008,248
"Oct 10, 2018",55257,249
"Oct 11, 2018",55504,247
"Oct 12, 2018",55751,247
"Oct 13, 2018",55997,246
"Oct 14, 2018",56242,245
"Oct 15, 2018",56486,244
"Oct 16, 2018",56730,244
"Oct 17, 2018",56973,243
"Oct 18, 2018",57216,243
"Oct 19, 2018",57457,241
"Oct 20, 2018",57698,241
"Oct 21, 2018",57938,240
"Oct 22, 2018",58178,240
"Oct 23, 2018",58417,239
"Oct 24, 2018",58655,238
"Oct 25, 2018",58893,238
"Oct 26, 2018",59129,236
"Oct 27, 2018",59366,237
"Oct 28, 2018",59601,235
"Oct 29, 2018",59836,235
"Oct 30, 2018",60070,234
"Oct 31, 2018",60304,234
"Nov 1, 2018",60536,232
"Nov 2, 2018",60769,233
"Nov 3, 2018",61000,231
"Nov 4, 2018",61231,231
"Nov 5, 2018",61462,231
"Nov 6, 2018",61691,229
"Nov 7, 2018",61920,229
"Nov 8, 2018",62149,229
"Nov 9, 2018",62377,228
"Nov 10, 2018",62604,227
"Nov 11, 2018",62831,227
"Nov 12, 2018",63057,226
"Nov 13, 2018",63282,225
"Nov 14, 2018",63507,225
"Nov 15, 2018",63731,224
"Nov 16, 2018",63955,224
"Nov 17, 2018",64178,223
"Nov 18, 2018",64401,223
"Nov 19, 2018",64622,221
"Nov 20, 2018",64844,222
"Nov 21, 2018",65065,221
"Nov 22, 2018",65285,220
"Nov 23, 2018",65505,220
"Nov 24, 2018",65724,219
"Nov 25, 2018",65942,218
"Nov 26, 2018",66160,218
"Nov 27, 2018",66378,218
"Nov 28, 2018",66595,217
"Nov 29, 2018",66811,216
"Nov 30, 2018",67027,216
"Dec 1, 2018",67242,215
"Dec 2, 2018",67457,215
"Dec 3, 2018",67671,214
"Dec 4, 2018",67885,214
"Dec 5, 2018",68098,213
"Dec 6, 2018",68311,213
"Dec 7, 2018",68523,212
"Dec 8, 2018",68735,212
"Dec 9, 2018",68946,211
"Dec 10, 2018",69157,211
"Dec 11, 2018",69367,210
"Dec 12, 2018",69577,210
"Dec 13, 2018",69786,209
"Dec 14, 2018",69995,209
"Dec 15, 2018",70203,208
"Dec 16, 2018",70411,208
"Dec 17, 2018",70618,207
"Dec 18, 2018",70825,207
"Dec 19, 2018",71032,207
"Dec 20, 2018",71238,206
"Dec 21, 2018",71443,205
"Dec 22, 2018",71648,205
"Dec 23, 2018",71852,204
"Dec 24, 2018",72057,205
"Dec 25, 2018",72260,203
"Dec 26, 2018",72463,203
"Dec 27, 2018",72666,203
"Dec 28, 2018",72868,202
"Dec 29, 2018",73070,202
"Dec 30, 2018",73272,202
"Dec 31, 2018",73472,200
"Jan 1, 2019",73673,201
"Jan 2, 2019",73873,200
"Jan 3, 2019",74073,200
"Jan 4, 2019",74272,199
"Jan 5, 2019",74471,199
"Jan 6, 2019",74669,198
"Jan 7, 2019",74867,198
"Jan 8, 2019",75065,198
"Jan 9, 2019",75262,197
"Jan 10, 2019",75459,197
"Jan 11, 2019",75655,196
"Jan 12, 2019",75851,196
"Jan 13, 2019",76046,195
"Jan 14, 2019",76242,196
"Jan 15, 2019",76436,194
"Jan 16, 2019",76631,195
"Jan 17, 2019",76825,194
"Jan 18, 2019",77018,193
"Jan 19, 2019",77211,193
"Jan 20, 2019",77404,193
"Jan 21, 2019",77597,193
"Jan 22, 2019",77789,192
"Jan 23, 2019",77980,191
"Jan 24, 2019",78171,191
"Jan 25, 2019",78362,191
"Jan 26, 2019",78553,191
"Jan 27, 2019",78743,190
"Jan 28, 2019",78933,190
"Jan 29, 2019",79122,189
"Jan 30, 2019",79311,189
"Jan 31, 2019",79500,189
"Feb 1, 2019",79689,189
"Feb 2, 2019",79877,188
"Feb 3, 2019",80064,187
"Feb 4, 2019",80252,188
"Feb 5, 2019",80439,187
"Feb 6, 2019",80625,186
"Feb 7, 2019",80812,187
"Feb 8, 2019",80997,185
"Feb 9, 2019",81183,186
"Feb 10, 2019",81368,185
"Feb 11, 2019",81553,185
"Feb 12, 2019",81738,185
"Feb 13, 2019",81922,184
"Feb 14, 2019",82106,184
"Feb 15, 2019",82290,184
"Feb 16, 2019",82473,183
"Feb 17, 2019",82656,183
"Feb 18, 2019",82839,183
"Feb 19, 2019",83021,182
"Feb 20, 2019",83203,182
"Feb 21, 2019",83385,182
"Feb 22, 2019",83566,181
"Feb 23, 2019",83747,181
"Feb 24, 2019",83928,181
"Feb 25, 2019",84109,181
"Feb 26, 2019",84289,180
"Feb 27, 2019",84469,180
"Feb 28, 2019",84648,179
"Mar 1, 2019",84827,179
"Mar 2, 2019",85006,179
"Mar 3, 2019",85185,179
"Mar 4, 2019",85364,179
"Mar 5, 2019",85542,178
"Mar 6, 2019",85719,177
"Mar 7, 2019",85897,178
"Mar 8, 2019",86074,177
"Mar 9, 2019",86251,177
"Mar 10, 2019",86428,177
"Mar 11, 2019",86604,176
"Mar 12, 2019",86780,176
"Mar 13, 2019",86956,176
"Mar 14, 2019",87132,176
"Mar 15, 2019",87307,175
"Mar 16, 2019",87482,175
"Mar 17, 2019",87657,175
"Mar 18, 2019",87831,174
"Mar 19, 2019",88005,174
"Mar 20, 2019",88179,174
"Mar 21, 2019",88353,174
"Mar 22, 2019",88526,173
"Mar 23, 2019",88699,173
"Mar 24, 2019",88872,173
"Mar 25, 2019",89045,173
"Mar 26, 2019",89217,172
"Mar 27, 2019",89389,172
"Mar 28, 2019",89561,172
"Mar 29, 2019",89733,172
"Mar 30, 2019",89904,171
"Mar 31, 2019",90075,171
"Apr 1, 2019",90246,171
