Date,Total Views,Change
"Jun 25, 2023",45979,0
"Jun 26, 2023",108938,62959
"Jun 27, 2023",163804,54866
"Jun 28, 2023",197888,34084
"Jun 29, 2023",235175,37287
"Jun 30, 2023",307906,72731
"Jul 1, 2023",403763,95857
"Jul 2, 2023",497691,93928
"Jul 3, 2023",559884,62193
"Jul 4, 2023",605374,45490
"Jul 5, 2023",645382,40008
"Jul 6, 2023",685619,40237
"Jul 7, 2023",718806,33187
"Jul 8, 2023",749953,31147
"Jul 9, 2023",779668,29715
"Jul 10, 2023",809274,29606
"Jul 11, 2023",836421,27147
"Jul 12, 2023",867202,30781
"Jul 13, 2023",895906,28704
"Jul 14, 2023",923190,27284
"Jul 15, 2023",952763,29573
"Jul 16, 2023",979297,26534
"Jul 17, 2023",1003901,24604
"Jul 18, 2023",1031808,27907
"Jul 19, 2023",1059521,27713
"Jul 20, 2023",1095319,35798
"Jul 21, 2023",1143007,47688
"Jul 22, 2023",1192697,49690
"Jul 23, 2023",1237474,44777
"Jul 24, 2023",1274685,37211
"Jul 25, 2023",1308764,34079
"Jul 26, 2023",1346669,37905
"Jul 27, 2023",1376913,30244
"Jul 28, 2023",1409404,32491
"Jul 29, 2023",1438777,29373
"Jul 30, 2023",1465153,26376
"Jul 31, 2023",1489866,24713
"Aug 1, 2023",1514597,24731
"Aug 2, 2023",1533364,18767
"Aug 3, 2023",1560265,26901
"Aug 4, 2023",1590120,29855
"Aug 5, 2023",1613538,23418
"Aug 6, 2023",1642311,28773
"Aug 7, 2023",1671771,29460
"Aug 8, 2023",1693921,22150
"Aug 9, 2023",1711345,17424
"Aug 10, 2023",1737470,26125
"Aug 11, 2023",1761479,24009
"Aug 12, 2023",1784903,23424
"Aug 13, 2023",1806569,21666
"Aug 14, 2023",1829446,22877
"Aug 15, 2023",1852625,23179
"Aug 16, 2023",1875093,22468
"Aug 17, 2023",1897561,22468
"Aug 18, 2023",1916661,19100
"Aug 19, 2023",1935761,19100
"Aug 20, 2023",1954794,19033
"Aug 21, 2023",1973826,19032
"Aug 22, 2023",1992705,18879
"Aug 23, 2023",2011584,18879
"Aug 24, 2023",2029697,18113
"Aug 25, 2023",2047810,18113
"Aug 26, 2023",2068897,21087
"Aug 27, 2023",2089984,21087
"Aug 28, 2023",2108633,18649
"Aug 29, 2023",2127281,18648
"Aug 30, 2023",2147088,19807
"Aug 31, 2023",2166894,19806
"Sep 1, 2023",2186180,19286
"Sep 2, 2023",2205466,19286
"Sep 3, 2023",2223267,17801
"Sep 4, 2023",2241067,17800
"Sep 5, 2023",2259547,18480
"Sep 6, 2023",2278027,18480
"Sep 7, 2023",2296483,18456
"Sep 8, 2023",2314939,18456
"Sep 9, 2023",2334515,19576
"Sep 10, 2023",2354091,19576
"Sep 11, 2023",2373884,19793
"Sep 12, 2023",2393676,19792
"Sep 13, 2023",2416625,22949
"Sep 14, 2023",2439574,22949
"Sep 15, 2023",2459534,19960
"Sep 16, 2023",2479493,19959
"Sep 17, 2023",2497487,17994
"Sep 18, 2023",2515481,17994
"Sep 19, 2023",2532777,17296
"Sep 20, 2023",2550072,17295
"Sep 21, 2023",2566943,16871
"Sep 22, 2023",2583813,16870
"Sep 23, 2023",2602028,18215
"Sep 24, 2023",2620242,18214
"Sep 25, 2023",2637726,17484
"Sep 26, 2023",2655209,17483
"Sep 27, 2023",2671604,16395
"Sep 28, 2023",2687998,16394
"Sep 29, 2023",2708042,20044
"Sep 30, 2023",2728086,20044
"Oct 1, 2023",2743253,15167
"Oct 2, 2023",2758420,15167
"Oct 3, 2023",2774455,16035
"Oct 4, 2023",2790489,16034
"Oct 5, 2023",2808346,17857
"Oct 6, 2023",2826202,17856
"Oct 7, 2023",2843153,16951
"Oct 8, 2023",2860104,16951
"Oct 9, 2023",2874249,14145
"Oct 10, 2023",2888393,14144
"Oct 11, 2023",2903442,15049
"Oct 12, 2023",2918491,15049
"Oct 13, 2023",2934890,16399
"Oct 14, 2023",2951288,16398
"Oct 15, 2023",2966092,14804
"Oct 16, 2023",2980895,14803
"Oct 17, 2023",2996409,15514
"Oct 18, 2023",3011923,15514
"Oct 19, 2023",3027916,15993
"Oct 20, 2023",3043908,15992
"Oct 21, 2023",3060146,16238
"Oct 22, 2023",3076383,16237
"Oct 23, 2023",3091417,15034
"Oct 24, 2023",3106451,15034
"Oct 25, 2023",3122672,16221
"Oct 26, 2023",3138892,16220
"Oct 27, 2023",3154992,16100
"Oct 28, 2023",3171092,16100
"Oct 29, 2023",3186036,14944
"Oct 30, 2023",3200980,14944
"Oct 31, 2023",3216863,15883
"Nov 1, 2023",3232746,15883
"Nov 2, 2023",3247496,14750
"Nov 3, 2023",3262246,14750
"Nov 4, 2023",3276845,14599
"Nov 5, 2023",3291443,14598
"Nov 6, 2023",3304267,12824
"Nov 7, 2023",3317091,12824
"Nov 8, 2023",3330527,13436
"Nov 9, 2023",3343962,13435
"Nov 10, 2023",3358605,14643
"Nov 11, 2023",3373247,14642
"Nov 12, 2023",3385793,12546
"Nov 13, 2023",3398339,12546
"Nov 14, 2023",3409663,11324
"Nov 15, 2023",3420987,11324
"Nov 16, 2023",3432973,11986
"Nov 17, 2023",3444959,11986
"Nov 18, 2023",3457422,12463
"Nov 19, 2023",3469885,12463
"Nov 20, 2023",3482550,12665
"Nov 21, 2023",3495215,12665
"Nov 22, 2023",3505987,10772
"Nov 23, 2023",3516758,10771
"Nov 24, 2023",3528815,12057
"Nov 25, 2023",3540871,12056
