Date,Spotify Streams,Change
"Nov 9, 2022",0,0
"Nov 10, 2022",262789,0
"Nov 11, 2022",322527,0
"Nov 12, 2022",351800,0
"Nov 13, 2022",532912,181112
"Nov 14, 2022",689398,156486
"Nov 15, 2022",887034,197636
"Nov 16, 2022",1098581,211547
"Nov 17, 2022",1310372,211791
"Nov 18, 2022",1543896,233524
"Nov 19, 2022",1828135,284239
"Nov 20, 2022",2174471,346336
"Nov 21, 2022",2513280,338809
"Nov 22, 2022",2904940,391660
"Nov 23, 2022",3313791,408851
"Nov 24, 2022",3737168,423377
"Nov 25, 2022",4157240,420072
"Nov 26, 2022",4589908,432668
"Nov 27, 2022",5031614,441706
"Nov 28, 2022",5435088,403474
"Nov 29, 2022",5845882,410794
"Nov 30, 2022",6245440,399558
"Dec 1, 2022",6615902,370462
"Dec 2, 2022",6986363,370462
"Dec 3, 2022",7356825,370462
"Dec 4, 2022",7727286,370462
"Dec 5, 2022",8097748,370462
"Dec 6, 2022",8441200,343452
"Dec 7, 2022",8778685,337485
"Dec 8, 2022",9110121,331436
"Dec 9, 2022",9433792,323671
"Dec 10, 2022",9756208,322416
"Dec 11, 2022",10078997,322789
"Dec 12, 2022",10383734,304737
"Dec 13, 2022",10691559,307825
"Dec 14, 2022",10997912,306353
"Dec 15, 2022",11307018,309106
"Dec 16, 2022",11604119,297101
"Dec 17, 2022",11899192,295073
"Dec 18, 2022",12200105,300913
"Dec 19, 2022",12476422,276317
"Dec 20, 2022",12745765,269343
"Dec 21, 2022",13014036,268271
"Dec 22, 2022",13283736,269700
"Dec 23, 2022",13547439,263703
"Dec 24, 2022",13814711,267272
"Dec 25, 2022",14088882,274171
"Dec 26, 2022",14341934,253052
"Dec 27, 2022",14592395,250461
"Dec 28, 2022",14839636,247241
"Dec 29, 2022",15086618,246982
"Dec 30, 2022",15331144,244526
"Dec 31, 2022",15575023,243879
"Jan 1, 2023",15847708,272685
"Jan 2, 2023",16069806,222098
"Jan 3, 2023",16292887,223081
"Jan 4, 2023",16514335,221448
"Jan 5, 2023",16733543,219208
"Jan 6, 2023",16950952,217409
"Jan 7, 2023",17171340,220388
"Jan 8, 2023",17393786,222446
"Jan 9, 2023",17606306,212520
"Jan 10, 2023",17814091,207785
"Jan 11, 2023",18025605,211514
"Jan 12, 2023",18249581,223976
"Jan 13, 2023",18465880,216299
"Jan 14, 2023",18694829,228949
"Jan 15, 2023",18945827,250998
"Jan 16, 2023",19169290,223463
"Jan 17, 2023",19377658,208368
"Jan 18, 2023",19588907,211249
"Jan 19, 2023",19799246,210339
"Jan 20, 2023",20016215,216969
"Jan 21, 2023",20256611,240396
"Jan 22, 2023",20503776,247165
"Jan 23, 2023",20741870,238094
"Jan 24, 2023",20972556,230686
