Date,Total Views,Change
"Mar 11, 2019",25305406,0
"Mar 12, 2019",25305406,0
"Mar 13, 2019",25305406,0
"Mar 14, 2019",25541646,236240
"Mar 15, 2019",25541646,0
"Mar 16, 2019",25541646,0
"Mar 17, 2019",25541646,0
"Mar 18, 2019",25541646,0
"Mar 19, 2019",25541646,0
"Mar 20, 2019",25541646,0
"Mar 21, 2019",25541646,0
"Mar 22, 2019",25541646,0
"Mar 23, 2019",25541646,0
"Mar 24, 2019",25541646,0
"Mar 25, 2019",25541646,0
"Mar 26, 2019",25541646,0
"Mar 27, 2019",25541646,0
"Mar 28, 2019",25541646,0
"Mar 29, 2019",25541646,0
"Mar 30, 2019",25541646,0
"Mar 31, 2019",25541646,0
"Apr 1, 2019",25541646,0
"Apr 2, 2019",25541646,0
"Apr 3, 2019",25541646,0
"Apr 4, 2019",25541646,0
"Apr 5, 2019",25541646,0
"Apr 6, 2019",25541646,0
"Apr 7, 2019",25541646,0
"Apr 8, 2019",25541646,0
"Apr 9, 2019",25541646,0
"Apr 10, 2019",25541646,0
"Apr 11, 2019",25541646,0
"Apr 12, 2019",25541646,0
"Apr 13, 2019",25541646,0
"Apr 14, 2019",25951144,409498
"Apr 15, 2019",25951144,0
"Apr 16, 2019",25951144,0
"Apr 17, 2019",25951144,0
"Apr 18, 2019",25951144,0
"Apr 19, 2019",25951144,0
"Apr 20, 2019",25951144,0
"Apr 21, 2019",25951144,0
"Apr 22, 2019",25951144,0
"Apr 23, 2019",25951144,0
"Apr 24, 2019",25951144,0
"Apr 25, 2019",25951144,0
"Apr 26, 2019",25951144,0
"Apr 27, 2019",25951144,0
"Apr 28, 2019",25951144,0
"Apr 29, 2019",25951144,0
"Apr 30, 2019",25951144,0
"May 1, 2019",25951144,0
"May 2, 2019",25951144,0
"May 3, 2019",25951144,0
"May 4, 2019",25951144,0
"May 5, 2019",25951144,0
"May 6, 2019",25951144,0
"May 7, 2019",25951144,0
"May 8, 2019",25951144,0
"May 9, 2019",25951144,0
"May 10, 2019",25951144,0
"May 11, 2019",25951144,0
"May 12, 2019",25951144,0
"May 13, 2019",25951144,0
"May 14, 2019",25951144,0
"May 15, 2019",26283380,332236
"May 16, 2019",26283380,0
"May 17, 2019",26283380,0
"May 18, 2019",26283380,0
"May 19, 2019",26283380,0
"May 20, 2019",26283380,0
"May 21, 2019",26283380,0
"May 22, 2019",26283380,0
"May 23, 2019",26283380,0
"May 24, 2019",26283380,0
"May 25, 2019",26283380,0
"May 26, 2019",26283380,0
"May 27, 2019",26283380,0
"May 28, 2019",26283380,0
"May 29, 2019",26283380,0
"May 30, 2019",26283380,0
"May 31, 2019",26283380,0
"Jun 1, 2019",26283380,0
"Jun 2, 2019",26283380,0
"Jun 3, 2019",26283380,0
"Jun 4, 2019",26283380,0
"Jun 5, 2019",26283380,0
"Jun 6, 2019",26283380,0
"Jun 7, 2019",26283380,0
"Jun 8, 2019",26283380,0
"Jun 9, 2019",26283380,0
"Jun 10, 2019",26335609,52229
"Jun 11, 2019",26387838,52229
"Jun 12, 2019",26440067,52229
"Jun 13, 2019",26492297,52230
"Jun 14, 2019",26544526,52229
"Jun 15, 2019",26596755,52229
"Jun 16, 2019",26648984,52229
"Jun 17, 2019",26657296,8312
"Jun 18, 2019",26665609,8313
"Jun 19, 2019",26673921,8312
"Jun 20, 2019",26682233,8312
"Jun 21, 2019",26690118,7885
"Jun 22, 2019",26698004,7886
"Jun 23, 2019",26705889,7885
"Jun 24, 2019",26714654,8765
"Jun 25, 2019",26715580,926
"Jun 26, 2019",26723628,8048
"Jun 27, 2019",26731307,7679
"Jun 28, 2019",26739266,7959
"Jun 29, 2019",26747919,8653
"Jun 30, 2019",26754477,6558
"Jul 1, 2019",26762414,7937
"Jul 2, 2019",26769120,6706
"Jul 3, 2019",26777699,8579
"Jul 4, 2019",26785917,8218
"Jul 5, 2019",26793845,7928
"Jul 6, 2019",26801030,7185
"Jul 7, 2019",26809483,8453
"Jul 8, 2019",26816514,7031
"Jul 9, 2019",26823221,6707
"Jul 10, 2019",26830786,7565
"Jul 11, 2019",26838530,7744
"Jul 12, 2019",26845360,6830
"Jul 13, 2019",26854003,8643
"Jul 14, 2019",26861837,7834
"Jul 15, 2019",26868669,6832
"Jul 16, 2019",26876677,8008
"Jul 17, 2019",26884116,7439
"Jul 18, 2019",26891145,7029
"Jul 19, 2019",26898748,7603
"Jul 20, 2019",26906953,8205
"Jul 21, 2019",26914869,7916
"Jul 22, 2019",26922886,8017
"Jul 23, 2019",26930902,8016
"Jul 24, 2019",26938114,7212
"Jul 25, 2019",26945221,7107
"Jul 26, 2019",26953081,7860
"Jul 27, 2019",26961071,7990
"Jul 28, 2019",26969399,8328
"Jul 29, 2019",26977195,7796
"Jul 30, 2019",26984280,7085
"Jul 31, 2019",26994544,10264
"Aug 1, 2019",27000732,6188
"Aug 2, 2019",27007045,6313
"Aug 3, 2019",27014842,7797
"Aug 4, 2019",27022289,7447
"Aug 5, 2019",27028443,6154
"Aug 6, 2019",27036512,8069
"Aug 7, 2019",27042494,5982
"Aug 8, 2019",27049044,6550
"Aug 9, 2019",27055389,6345
"Aug 10, 2019",27063393,8004
"Aug 11, 2019",27071147,7754
"Aug 12, 2019",27077216,6069
"Aug 13, 2019",27084127,6911
"Aug 14, 2019",27090628,6501
"Aug 15, 2019",27096157,5529
"Aug 16, 2019",27103949,7792
"Aug 17, 2019",27112279,8330
"Aug 18, 2019",27120261,7982
"Aug 19, 2019",27127057,6796
"Aug 20, 2019",27133597,6540
"Aug 21, 2019",27141125,7528
"Aug 22, 2019",27149350,8225
"Aug 23, 2019",27156989,7639
"Aug 24, 2019",27165073,8084
"Aug 25, 2019",27173812,8739
"Aug 26, 2019",27180798,6986
"Aug 27, 2019",27189596,8798
"Aug 28, 2019",27196767,7171
"Aug 29, 2019",27206158,9391
"Aug 30, 2019",27213515,7357
"Aug 31, 2019",27223370,9855
"Sep 1, 2019",27231452,8082
"Sep 2, 2019",27239764,8312
"Sep 3, 2019",27246749,6985
"Sep 4, 2019",27255220,8471
"Sep 5, 2019",27260983,5763
"Sep 6, 2019",27268057,7074
"Sep 7, 2019",27274411,6354
"Sep 8, 2019",27282763,8352
"Sep 9, 2019",27289642,6879
"Sep 10, 2019",27297505,7863
"Sep 11, 2019",27303614,6109
"Sep 12, 2019",27311394,7780
"Sep 13, 2019",27317464,6070
"Sep 14, 2019",27326330,8866
"Sep 15, 2019",27333450,7120
"Sep 16, 2019",27341154,7704
"Sep 17, 2019",27347945,6791
"Sep 18, 2019",27355536,7591
"Sep 19, 2019",27364372,8836
"Sep 20, 2019",27372412,8040
"Sep 21, 2019",27381617,9205
"Sep 22, 2019",27388406,6789
"Sep 23, 2019",27396211,7805
"Sep 24, 2019",27403787,7576
"Sep 25, 2019",27410971,7184
"Sep 26, 2019",27417933,6962
"Sep 27, 2019",27424059,6126
"Sep 28, 2019",27430184,6125
"Sep 29, 2019",27436310,6126
"Sep 30, 2019",27442436,6126
"Oct 1, 2019",27448561,6125
"Oct 2, 2019",27454687,6126
"Oct 3, 2019",27460813,6126
"Oct 4, 2019",27466938,6125
"Oct 5, 2019",27473064,6126
"Oct 6, 2019",27479190,6126
"Oct 7, 2019",27485315,6125
"Oct 8, 2019",27491441,6126
"Oct 9, 2019",27498506,7065
"Oct 10, 2019",27505496,6990
"Oct 11, 2019",27515767,10271
"Oct 12, 2019",27526038,10271
"Oct 13, 2019",27533178,7140
"Oct 14, 2019",27540319,7141
"Oct 15, 2019",27547459,7140
"Oct 16, 2019",27554599,7140
"Oct 17, 2019",27561740,7141
"Oct 18, 2019",27568880,7140
"Oct 19, 2019",27576020,7140
"Oct 20, 2019",27583160,7140
"Oct 21, 2019",27590301,7141
"Oct 22, 2019",27597441,7140
"Oct 23, 2019",27604581,7140
"Oct 24, 2019",27611722,7141
"Oct 25, 2019",27618862,7140
"Oct 26, 2019",27626002,7140
"Oct 27, 2019",27633143,7141
"Oct 28, 2019",27640283,7140
"Oct 29, 2019",27647423,7140
"Oct 30, 2019",27654563,7140
"Oct 31, 2019",27661704,7141
"Nov 1, 2019",27668844,7140
"Nov 2, 2019",27675984,7140
"Nov 3, 2019",27683125,7141
"Nov 4, 2019",27690265,7140
"Nov 5, 2019",27697405,7140
"Nov 6, 2019",27704546,7141
"Nov 7, 2019",27711686,7140
"Nov 8, 2019",27718826,7140
"Nov 9, 2019",27725966,7140
"Nov 10, 2019",27733107,7141
"Nov 11, 2019",27740247,7140
"Nov 12, 2019",27747387,7140
"Nov 13, 2019",27754528,7141
"Nov 14, 2019",27761668,7140
"Nov 15, 2019",27768808,7140
"Nov 16, 2019",27775949,7141
"Nov 17, 2019",27783089,7140
"Nov 18, 2019",27790229,7140
"Nov 19, 2019",27797369,7140
"Nov 20, 2019",27804510,7141
"Nov 21, 2019",27811650,7140
"Nov 22, 2019",27818790,7140
"Nov 23, 2019",27825931,7141
"Nov 24, 2019",27833071,7140
"Nov 25, 2019",27840211,7140
"Nov 26, 2019",27847352,7141
"Nov 27, 2019",27854492,7140
"Nov 28, 2019",27861632,7140
"Nov 29, 2019",27868772,7140
"Nov 30, 2019",27875913,7141
"Dec 1, 2019",27883053,7140
"Dec 2, 2019",27890193,7140
"Dec 3, 2019",27897334,7141
"Dec 4, 2019",27904474,7140
"Dec 5, 2019",27911614,7140
"Dec 6, 2019",27918755,7141
"Dec 7, 2019",27925895,7140
"Dec 8, 2019",27933035,7140
"Dec 9, 2019",27940175,7140
"Dec 10, 2019",27947316,7141
"Dec 11, 2019",27954456,7140
"Dec 12, 2019",27960553,6097
"Dec 13, 2019",27966650,6097
"Dec 14, 2019",27972747,6097
"Dec 15, 2019",27978844,6097
"Dec 16, 2019",27984528,5684
"Dec 17, 2019",27990213,5685
"Dec 18, 2019",27995897,5684
"Dec 19, 2019",28001581,5684
"Dec 20, 2019",28007266,5685
"Dec 21, 2019",28012950,5684
"Dec 22, 2019",28018634,5684
"Dec 23, 2019",28024319,5685
"Dec 24, 2019",28030003,5684
"Dec 25, 2019",28035687,5684
"Dec 26, 2019",28041371,5684
"Dec 27, 2019",28047056,5685
"Dec 28, 2019",28052740,5684
"Dec 29, 2019",28058424,5684
"Dec 30, 2019",28064109,5685
"Dec 31, 2019",28069793,5684
"Jan 1, 2020",28076837,7044
"Jan 2, 2020",28083880,7043
"Jan 3, 2020",28090924,7044
"Jan 4, 2020",28097968,7044
"Jan 5, 2020",28105012,7044
"Jan 6, 2020",28112055,7043
"Jan 7, 2020",28119099,7044
"Jan 8, 2020",28126143,7044
"Jan 9, 2020",28133186,7043
"Jan 10, 2020",28140230,7044
"Jan 11, 2020",28147274,7044
"Jan 12, 2020",28154318,7044
"Jan 13, 2020",28161361,7043
"Jan 14, 2020",28168405,7044
"Jan 15, 2020",28175449,7044
"Jan 16, 2020",28182492,7043
"Jan 17, 2020",28189536,7044
"Jan 18, 2020",28196580,7044
"Jan 19, 2020",28203624,7044
"Jan 20, 2020",28210667,7043
"Jan 21, 2020",28217711,7044
"Jan 22, 2020",28224755,7044
"Jan 23, 2020",28231798,7043
"Jan 24, 2020",28238842,7044
"Jan 25, 2020",28245886,7044
"Jan 26, 2020",28252930,7044
"Jan 27, 2020",28259973,7043
"Jan 28, 2020",28267017,7044
"Jan 29, 2020",28276689,9672
"Jan 30, 2020",28286361,9672
"Jan 31, 2020",28296033,9672
"Feb 1, 2020",28305704,9671
"Feb 2, 2020",28315376,9672
"Feb 3, 2020",28325048,9672
"Feb 4, 2020",28334720,9672
"Feb 5, 2020",28344392,9672
"Feb 6, 2020",28354064,9672
"Feb 7, 2020",28363735,9671
"Feb 8, 2020",28373407,9672
"Feb 9, 2020",28383079,9672
"Feb 10, 2020",28392751,9672
"Feb 11, 2020",28405537,12786
"Feb 12, 2020",28416601,11064
"Feb 13, 2020",28427666,11065
"Feb 14, 2020",28438730,11064
"Feb 15, 2020",28449794,11064
"Feb 16, 2020",28460858,11064
"Feb 17, 2020",28471923,11065
"Feb 18, 2020",28482987,11064
"Feb 19, 2020",28494051,11064
"Feb 20, 2020",28505116,11065
"Feb 21, 2020",28516180,11064
"Feb 22, 2020",28527244,11064
"Feb 23, 2020",28538308,11064
"Feb 24, 2020",28549373,11065
"Feb 25, 2020",28560437,11064
"Feb 26, 2020",28569649,9212
"Feb 27, 2020",28578860,9211
"Feb 28, 2020",28587118,8258
"Feb 29, 2020",28595376,8258
"Mar 1, 2020",28602908,7532
"Mar 2, 2020",28613828,10920
"Mar 3, 2020",28624747,10919
"Mar 4, 2020",28635667,10920
"Mar 5, 2020",28646587,10920
"Mar 6, 2020",28657506,10919
"Mar 7, 2020",28668426,10920
"Mar 8, 2020",28679346,10920
"Mar 9, 2020",28690266,10920
"Mar 10, 2020",28701185,10919
"Mar 11, 2020",28712105,10920
"Mar 12, 2020",28723025,10920
"Mar 13, 2020",28733944,10919
"Mar 14, 2020",28744864,10920
"Mar 15, 2020",28755784,10920
"Mar 16, 2020",28766703,10919
"Mar 17, 2020",28777623,10920
"Mar 18, 2020",28788543,10920
"Mar 19, 2020",28799462,10919
"Mar 20, 2020",28810382,10920
"Mar 21, 2020",28821302,10920
"Mar 22, 2020",28832222,10920
"Mar 23, 2020",28843141,10919
"Mar 24, 2020",28854061,10920
"Mar 25, 2020",28864981,10920
"Mar 26, 2020",28875900,10919
"Mar 27, 2020",28886820,10920
"Mar 28, 2020",28897740,10920
"Mar 29, 2020",28908659,10919
"Mar 30, 2020",28919579,10920
"Mar 31, 2020",28930499,10920
"Apr 1, 2020",28941418,10919
"Apr 2, 2020",28952338,10920
"Apr 3, 2020",28963258,10920
"Apr 4, 2020",28974177,10919
"Apr 5, 2020",28985097,10920
"Apr 6, 2020",28996017,10920
"Apr 7, 2020",29006937,10920
"Apr 8, 2020",29017856,10919
"Apr 9, 2020",29028776,10920
"Apr 10, 2020",29039696,10920
"Apr 11, 2020",29050615,10919
"Apr 12, 2020",29061535,10920
"Apr 13, 2020",29072455,10920
"Apr 14, 2020",29083374,10919
"Apr 15, 2020",29094294,10920
"Apr 16, 2020",29105214,10920
"Apr 17, 2020",29116133,10919
"Apr 18, 2020",29127053,10920
"Apr 19, 2020",29137973,10920
"Apr 20, 2020",29148893,10920
"Apr 21, 2020",29159812,10919
"Apr 22, 2020",29170732,10920
"Apr 23, 2020",29181652,10920
"Apr 24, 2020",29192571,10919
"Apr 25, 2020",29203491,10920
"Apr 26, 2020",29216925,13434
"Apr 27, 2020",29232988,16063
"Apr 28, 2020",29249051,16063
"Apr 29, 2020",29265114,16063
"Apr 30, 2020",29281177,16063
"May 1, 2020",29297240,16063
"May 2, 2020",29313303,16063
"May 3, 2020",29329366,16063
"May 4, 2020",29345429,16063
"May 5, 2020",29361491,16062
