Date,Total Views,Change
"Nov 9, 2022",160564,0
"Nov 10, 2022",344707,184143
"Nov 11, 2022",571914,227207
"Nov 12, 2022",863744,291830
"Nov 13, 2022",1122403,258659
"Nov 14, 2022",1388157,265754
"Nov 15, 2022",1643953,255796
"Nov 16, 2022",1903166,259213
"Nov 17, 2022",2176801,273635
"Nov 18, 2022",2482916,306115
"Nov 19, 2022",2870460,387544
"Nov 20, 2022",3264037,393577
"Nov 21, 2022",3669784,405747
"Nov 22, 2022",4097256,427472
"Nov 23, 2022",4555606,458350
"Nov 24, 2022",5031689,476083
"Nov 25, 2022",5550664,518975
"Nov 26, 2022",6083104,532440
"Nov 27, 2022",6593529,510425
"Nov 28, 2022",7041784,448255
"Nov 29, 2022",7467641,425857
"Nov 30, 2022",7874998,407357
"Dec 1, 2022",8275561,400563
"Dec 2, 2022",8662346,386785
"Dec 3, 2022",9048971,386625
"Dec 4, 2022",9428010,379039
"Dec 5, 2022",9765622,337612
"Dec 6, 2022",10093976,328354
"Dec 7, 2022",10416154,322178
"Dec 8, 2022",10747351,331197
"Dec 9, 2022",11072662,325311
"Dec 10, 2022",11410014,337352
"Dec 11, 2022",11734468,324454
"Dec 12, 2022",12012428,277960
"Dec 13, 2022",12291968,279540
"Dec 14, 2022",12564806,272838
"Dec 15, 2022",12838228,273422
"Dec 16, 2022",13106851,268623
"Dec 17, 2022",13390021,283170
"Dec 18, 2022",13672735,282714
"Dec 19, 2022",13914377,241642
"Dec 20, 2022",14159833,245456
"Dec 21, 2022",14404625,244792
"Dec 22, 2022",14652988,248363
"Dec 23, 2022",14905511,252523
"Dec 24, 2022",15177957,272446
"Dec 25, 2022",15453613,275656
"Dec 26, 2022",15697403,243790
"Dec 27, 2022",15930211,232808
"Dec 28, 2022",16161022,230811
"Dec 29, 2022",16393653,232631
"Dec 30, 2022",16620646,226993
"Dec 31, 2022",16911826,291180
"Jan 1, 2023",17152253,240427
"Jan 2, 2023",17349147,196894
"Jan 3, 2023",17538200,189053
"Jan 4, 2023",17717812,179612
"Jan 5, 2023",17893407,175595
"Jan 6, 2023",18073006,179599
"Jan 7, 2023",18262621,189615
"Jan 8, 2023",18458776,196155
"Jan 9, 2023",18626703,167927
"Jan 10, 2023",18749069,122366
"Jan 11, 2023",18965624,216555
"Jan 12, 2023",19146982,181358
"Jan 13, 2023",19333226,186244
"Jan 14, 2023",19552050,218824
"Jan 15, 2023",19743537,191487
"Jan 16, 2023",19897583,154046
"Jan 17, 2023",20044392,146809
"Jan 18, 2023",20193811,149419
"Jan 19, 2023",20345388,151577
"Jan 20, 2023",20504105,158717
"Jan 21, 2023",20684436,180331
"Jan 22, 2023",20869546,185110
"Jan 23, 2023",21022648,153102
"Jan 24, 2023",21175299,152651
"Jan 25, 2023",21341349,166050
"Jan 26, 2023",21522033,180684
"Jan 27, 2023",21679724,157691
"Jan 28, 2023",21844151,164427
"Jan 29, 2023",21996831,152680
"Jan 30, 2023",22133744,136913
"Jan 31, 2023",22273641,139897
"Feb 1, 2023",22404315,130674
"Feb 2, 2023",22535208,130893
"Feb 3, 2023",22670056,134848
"Feb 4, 2023",22812897,142841
"Feb 5, 2023",22954841,141944
"Feb 6, 2023",23073222,118381
"Feb 7, 2023",23190989,117767
"Feb 8, 2023",23331754,140765
"Feb 9, 2023",23464428,132674
"Feb 10, 2023",23570012,105584
"Feb 11, 2023",23663210,93198
"Feb 12, 2023",23754348,91138
"Feb 13, 2023",23827789,73441
"Feb 14, 2023",23897384,69595
"Feb 15, 2023",23963786,66402
"Feb 16, 2023",24024697,60911
"Feb 17, 2023",24084727,60030
"Feb 18, 2023",24155907,71180
"Feb 19, 2023",24198289,42382
"Feb 20, 2023",24246961,48672
"Feb 21, 2023",24297318,50357
"Feb 22, 2023",24345952,48634
"Feb 23, 2023",24396338,50386
"Feb 24, 2023",24449377,53039
