Date,Total Views,Change
"Dec 2, 2023",0,0
"Dec 3, 2023",641,641
"Dec 4, 2023",1274,633
"Dec 5, 2023",1898,624
"Dec 6, 2023",2515,617
"Dec 7, 2023",3123,608
"Dec 8, 2023",3724,601
"Dec 9, 2023",4316,592
"Dec 10, 2023",4900,584
"Dec 11, 2023",5476,576
"Dec 12, 2023",6044,568
"Dec 13, 2023",6603,559
"Dec 14, 2023",7155,552
"Dec 15, 2023",7699,544
"Dec 16, 2023",8235,536
"Dec 17, 2023",8764,529
"Dec 18, 2023",9285,521
"Dec 19, 2023",9798,513
"Dec 20, 2023",10304,506
"Dec 21, 2023",10803,499
"Dec 22, 2023",11294,491
"Dec 23, 2023",11778,484
"Dec 24, 2023",12256,478
"Dec 25, 2023",12726,470
"Dec 26, 2023",13190,464
"Dec 27, 2023",13648,458
"Dec 28, 2023",14099,451
"Dec 29, 2023",14543,444
"Dec 30, 2023",14982,439
"Dec 31, 2023",15415,433
"Jan 1, 2024",15841,426
"Jan 2, 2024",16262,421
"Jan 3, 2024",16678,416
"Jan 4, 2024",17087,409
"Jan 5, 2024",17492,405
"Jan 6, 2024",17891,399
"Jan 7, 2024",18285,394
"Jan 8, 2024",18675,390
"Jan 9, 2024",19059,384
"Jan 10, 2024",19439,380
"Jan 11, 2024",19814,375
"Jan 12, 2024",20184,370
"Jan 13, 2024",20550,366
"Jan 14, 2024",20912,362
"Jan 15, 2024",21270,358
"Jan 16, 2024",21623,353
"Jan 17, 2024",21973,350
"Jan 18, 2024",22318,345
"Jan 19, 2024",22660,342
"Jan 20, 2024",22999,339
"Jan 21, 2024",23334,335
"Jan 22, 2024",23665,331
"Jan 23, 2024",23993,328
"Jan 24, 2024",24317,324
"Jan 25, 2024",24638,321
"Jan 26, 2024",24957,319
"Jan 27, 2024",25272,315
"Jan 28, 2024",25584,312
"Jan 29, 2024",25893,309
"Jan 30, 2024",26199,306
"Jan 31, 2024",26503,304
"Feb 1, 2024",26804,301
"Feb 2, 2024",27102,298
"Feb 3, 2024",27398,296
"Feb 4, 2024",27691,293
"Feb 5, 2024",27982,291
"Feb 6, 2024",28270,288
"Feb 7, 2024",28556,286
"Feb 8, 2024",28840,284
"Feb 9, 2024",29122,282
"Feb 10, 2024",29401,279
"Feb 11, 2024",29679,278
"Feb 12, 2024",29954,275
"Feb 13, 2024",30227,273
"Feb 14, 2024",30498,271
"Feb 15, 2024",30768,270
"Feb 16, 2024",31035,267
"Feb 17, 2024",31301,266
"Feb 18, 2024",31565,264
"Feb 19, 2024",31827,262
"Feb 20, 2024",32088,261
"Feb 21, 2024",32347,259
"Feb 22, 2024",32604,257
"Feb 23, 2024",32859,255
"Feb 24, 2024",33113,254
"Feb 25, 2024",33366,253
"Feb 26, 2024",33617,251
"Feb 27, 2024",33867,250
"Feb 28, 2024",34115,248
"Feb 29, 2024",34362,247
"Mar 1, 2024",34607,245
"Mar 2, 2024",34852,245
"Mar 3, 2024",35095,243
"Mar 4, 2024",35336,241
"Mar 5, 2024",35577,241
"Mar 6, 2024",35816,239
"Mar 7, 2024",36054,238
"Mar 8, 2024",36291,237
"Mar 9, 2024",36526,235
"Mar 10, 2024",36761,235
"Mar 11, 2024",36995,234
"Mar 12, 2024",37227,232
"Mar 13, 2024",37458,231
"Mar 14, 2024",37689,231
"Mar 15, 2024",37918,229
"Mar 16, 2024",38147,229
"Mar 17, 2024",38374,227
"Mar 18, 2024",38601,227
"Mar 19, 2024",38826,225
"Mar 20, 2024",39051,225
"Mar 21, 2024",39275,224
"Mar 22, 2024",39498,223
"Mar 23, 2024",39720,222
"Mar 24, 2024",39941,221
"Mar 25, 2024",40162,221
"Mar 26, 2024",40381,219
"Mar 27, 2024",40600,219
"Mar 28, 2024",40819,219
"Mar 29, 2024",41036,217
"Mar 30, 2024",41253,217
"Mar 31, 2024",41469,216
"Apr 1, 2024",41684,215
"Apr 2, 2024",41898,214
"Apr 3, 2024",42112,214
"Apr 4, 2024",42325,213
"Apr 5, 2024",42538,213
"Apr 6, 2024",42750,212
"Apr 7, 2024",42961,211
"Apr 8, 2024",43172,211
"Apr 9, 2024",43382,210
"Apr 10, 2024",43591,209
"Apr 11, 2024",43800,209
"Apr 12, 2024",44008,208
"Apr 13, 2024",44216,208
"Apr 14, 2024",44423,207
"Apr 15, 2024",44630,207
"Apr 16, 2024",44836,206
"Apr 17, 2024",45041,205
"Apr 18, 2024",45246,205
"Apr 19, 2024",45451,205
"Apr 20, 2024",45655,204
"Apr 21, 2024",45858,203
"Apr 22, 2024",46061,203
"Apr 23, 2024",46264,203
"Apr 24, 2024",46466,202
"Apr 25, 2024",46668,202
"Apr 26, 2024",46869,201
"Apr 27, 2024",47070,201
"Apr 28, 2024",47270,200
"Apr 29, 2024",47470,200
"Apr 30, 2024",47670,200
"May 1, 2024",47869,199
"May 2, 2024",48067,198
"May 3, 2024",48266,199
"May 4, 2024",48464,198
"May 5, 2024",48661,197
"May 6, 2024",48858,197
"May 7, 2024",49055,197
"May 8, 2024",49252,197
"May 9, 2024",49448,196
"May 10, 2024",49643,195
"May 11, 2024",49839,196
"May 12, 2024",50034,195
"May 13, 2024",50229,195
"May 14, 2024",50423,194
"May 15, 2024",50617,194
"May 16, 2024",50811,194
"May 17, 2024",51004,193
"May 18, 2024",51197,193
"May 19, 2024",51390,193
"May 20, 2024",51583,193
"May 21, 2024",51775,192
"May 22, 2024",51967,192
"May 23, 2024",52159,192
"May 24, 2024",52350,191
"May 25, 2024",52541,191
"May 26, 2024",52732,191
"May 27, 2024",52923,191
"May 28, 2024",53113,190
"May 29, 2024",53303,190
"May 30, 2024",53493,190
"May 31, 2024",53682,189
"Jun 1, 2024",53872,190
"Jun 2, 2024",54061,189
"Jun 3, 2024",54250,189
"Jun 4, 2024",54438,188
"Jun 5, 2024",54627,189
"Jun 6, 2024",54815,188
"Jun 7, 2024",55003,188
"Jun 8, 2024",55191,188
"Jun 9, 2024",55378,187
"Jun 10, 2024",55565,187
"Jun 11, 2024",55752,187
"Jun 12, 2024",55939,187
"Jun 13, 2024",56126,187
"Jun 14, 2024",56312,186
"Jun 15, 2024",56499,187
"Jun 16, 2024",56685,186
"Jun 17, 2024",56871,186
"Jun 18, 2024",57056,185
"Jun 19, 2024",57242,186
"Jun 20, 2024",57427,185
"Jun 21, 2024",57613,186
"Jun 22, 2024",57798,185
"Jun 23, 2024",57982,184
"Jun 24, 2024",58167,185
"Jun 25, 2024",58352,185
"Jun 26, 2024",58536,184
"Jun 27, 2024",58720,184
"Jun 28, 2024",58904,184
"Jun 29, 2024",59088,184
"Jun 30, 2024",59272,184
"Jul 1, 2024",59455,183
"Jul 2, 2024",59638,183
"Jul 3, 2024",59822,184
"Jul 4, 2024",60005,183
"Jul 5, 2024",60188,183
"Jul 6, 2024",60371,183
"Jul 7, 2024",60553,182
"Jul 8, 2024",60736,183
"Jul 9, 2024",60918,182
"Jul 10, 2024",61100,182
"Jul 11, 2024",61283,183
"Jul 12, 2024",61465,182
