Date,Spotify Streams,Change
"May 5, 2021",1160671,0
"May 6, 2021",1163104,2433
"May 7, 2021",1165536,2433
"May 8, 2021",1167845,2309
"May 9, 2021",1170154,2309
"May 10, 2021",1172527,2373
"May 11, 2021",1174900,2373
"May 12, 2021",1176241,1341
"May 13, 2021",1177581,1341
"May 14, 2021",1180013,2432
"May 15, 2021",1182444,2432
"May 16, 2021",1184772,2328
"May 17, 2021",1187099,2328
"May 18, 2021",1189427,2328
"May 19, 2021",1191608,2181
"May 20, 2021",1193788,2181
"May 21, 2021",1195969,2181
"May 22, 2021",1198182,2213
"May 23, 2021",1200394,2213
"May 24, 2021",1203923,3529
"May 25, 2021",1207452,3529
"May 26, 2021",1209776,2324
"May 27, 2021",1212100,2324
"May 28, 2021",1213315,1215
"May 29, 2021",1214529,1215
"May 30, 2021",1216983,2454
"May 31, 2021",1219437,2454
"Jun 1, 2021",1221836,2399
"Jun 2, 2021",1224235,2399
"Jun 3, 2021",1226545,2310
"Jun 4, 2021",1228855,2310
"Jun 5, 2021",1231016,2161
"Jun 6, 2021",1233176,2161
"Jun 7, 2021",1235420,2244
"Jun 8, 2021",1237664,2244
"Jun 9, 2021",1240341,2677
"Jun 10, 2021",1243018,2677
"Jun 11, 2021",1245125,2107
"Jun 12, 2021",1247231,2107
"Jun 13, 2021",1249655,2424
"Jun 14, 2021",1252078,2424
"Jun 15, 2021",1254583,2505
"Jun 16, 2021",1257087,2505
"Jun 17, 2021",1259291,2204
"Jun 18, 2021",1261495,2204
"Jun 19, 2021",1264226,2731
"Jun 20, 2021",1266956,2731
"Jun 21, 2021",1267853,897
"Jun 22, 2021",1268749,897
"Jun 23, 2021",1270573,1824
"Jun 24, 2021",1272396,1824
"Jun 25, 2021",1275552,3156
"Jun 26, 2021",1278707,3156
"Jun 27, 2021",1279732,1025
"Jun 28, 2021",1280756,1025
"Jun 29, 2021",1282633,1877
"Jun 30, 2021",1284510,1877
"Jul 1, 2021",1286465,1955
"Jul 2, 2021",1288420,1955
"Jul 3, 2021",1290781,2361
"Jul 4, 2021",1293141,2361
"Jul 5, 2021",1295133,1992
"Jul 6, 2021",1297124,1992
"Jul 7, 2021",1299116,1992
"Jul 8, 2021",1301104,1988
"Jul 9, 2021",1303121,2017
"Jul 10, 2021",1305138,2017
"Jul 11, 2021",1307039,1901
"Jul 12, 2021",1308939,1901
"Jul 13, 2021",1310914,1975
"Jul 14, 2021",1312889,1975
"Jul 15, 2021",1314860,1971
"Jul 16, 2021",1316830,1971
"Jul 17, 2021",1319182,2352
"Jul 18, 2021",1321533,2352
"Jul 19, 2021",1323930,2397
"Jul 20, 2021",1326327,2397
"Jul 21, 2021",1328555,2228
"Jul 22, 2021",1330782,2228
"Jul 23, 2021",1332854,2072
"Jul 24, 2021",1334925,2072
"Jul 25, 2021",1337353,2428
"Jul 26, 2021",1339780,2428
"Jul 27, 2021",1341930,2150
"Jul 28, 2021",1344079,2150
"Jul 29, 2021",1346025,1946
"Jul 30, 2021",1350649,4624
"Jul 31, 2021",1351928,1279
"Aug 1, 2021",1353207,1279
"Aug 2, 2021",1356566,3359
"Aug 3, 2021",1359924,3359
"Aug 4, 2021",1359924,0
"Aug 5, 2021",1362228,2304
"Aug 6, 2021",1364483,2255
"Aug 7, 2021",1366738,2255
"Aug 8, 2021",1369062,2324
"Aug 9, 2021",1371386,2324
"Aug 10, 2021",1373628,2242
"Aug 11, 2021",1375869,2242
"Aug 12, 2021",1380365,4496
"Aug 13, 2021",1380365,0
"Aug 14, 2021",1382793,2428
"Aug 15, 2021",1385220,2428
"Aug 16, 2021",1387517,2297
"Aug 17, 2021",1389813,2297
"Aug 18, 2021",1393416,3603
"Aug 19, 2021",1397018,3603
"Aug 20, 2021",1398354,1336
"Aug 21, 2021",1399690,1336
"Aug 22, 2021",1402710,3020
"Aug 23, 2021",1405045,2335
"Aug 24, 2021",1408583,3538
"Aug 25, 2021",1412121,3538
"Aug 26, 2021",1414453,2332
"Aug 27, 2021",1416785,2332
"Aug 28, 2021",1418114,1329
"Aug 29, 2021",1419442,1329
"Aug 30, 2021",1421857,2415
"Aug 31, 2021",1424272,2415
"Sep 1, 2021",1426687,2415
"Sep 2, 2021",1429054,2367
"Sep 3, 2021",1431420,2367
"Sep 4, 2021",1433855,2435
"Sep 5, 2021",1436290,2435
"Sep 6, 2021",1438829,2539
"Sep 7, 2021",1441368,2539
"Sep 8, 2021",1445154,3786
"Sep 9, 2021",1448940,3786
"Sep 10, 2021",1450187,1247
"Sep 11, 2021",1451433,1247
"Sep 12, 2021",1455259,3826
"Sep 13, 2021",1459085,3826
"Sep 14, 2021",1459085,0
"Sep 15, 2021",1461521,2436
"Sep 16, 2021",1463956,2436
"Sep 17, 2021",1466392,2436
"Sep 18, 2021",1469716,3324
"Sep 19, 2021",1473040,3324
"Sep 20, 2021",1476364,3324
"Sep 21, 2021",1478834,2470
"Sep 22, 2021",1481303,2470
"Sep 23, 2021",1483771,2468
"Sep 24, 2021",1486239,2468
"Sep 25, 2021",1487958,1719
"Sep 26, 2021",1489678,1719
"Sep 27, 2021",1491397,1719
"Sep 28, 2021",1493743,2346
"Sep 29, 2021",1496088,2346
"Sep 30, 2021",1497333,1245
"Oct 1, 2021",1498577,1245
"Oct 2, 2021",1501939,3362
"Oct 3, 2021",1505300,3362
"Oct 4, 2021",1508662,3362
"Oct 5, 2021",1511095,2433
"Oct 6, 2021",1513529,2433
"Oct 7, 2021",1515962,2433
"Oct 8, 2021",1518437,2475
"Oct 9, 2021",1520912,2475
"Oct 10, 2021",1524885,3973
"Oct 11, 2021",1528857,3973
"Oct 12, 2021",1531547,2690
"Oct 13, 2021",1534236,2690
"Oct 14, 2021",1535570,1334
"Oct 15, 2021",1536903,1334
"Oct 16, 2021",1539414,2511
"Oct 17, 2021",1541924,2511
"Oct 18, 2021",1544568,2644
"Oct 19, 2021",1547211,2644
"Oct 20, 2021",1549855,2644
"Oct 21, 2021",1552398,2543
"Oct 22, 2021",1554941,2543
"Oct 23, 2021",1557483,2543
"Oct 24, 2021",1560026,2543
"Oct 25, 2021",1563442,3416
"Oct 26, 2021",1566858,3416
"Oct 27, 2021",1570274,3416
"Oct 28, 2021",1571973,1699
"Oct 29, 2021",1573671,1699
"Oct 30, 2021",1575370,1699
"Oct 31, 2021",1579235,3865
"Nov 1, 2021",1583099,3865
"Nov 2, 2021",1585608,2509
"Nov 3, 2021",1588116,2509
"Nov 4, 2021",1590672,2556
"Nov 5, 2021",1593228,2556
"Nov 6, 2021",1595962,2734
"Nov 7, 2021",1598696,2734
"Nov 8, 2021",1601277,2581
"Nov 9, 2021",1603858,2581
"Nov 10, 2021",1606439,2581
"Nov 11, 2021",1609122,2683
"Nov 12, 2021",1611804,2683
"Nov 13, 2021",1614487,2683
"Nov 14, 2021",1616448,1961
"Nov 15, 2021",1618408,1961
"Nov 16, 2021",1620369,1961
"Nov 17, 2021",1622329,1961
"Nov 18, 2021",1624906,2577
"Nov 19, 2021",1627554,2648
"Nov 20, 2021",1630203,2648
"Nov 21, 2021",1632851,2648
"Nov 22, 2021",1635500,2649
"Nov 23, 2021",1638150,2649
"Nov 24, 2021",1640799,2649
"Nov 25, 2021",1644452,3653
"Nov 26, 2021",1648106,3653
"Nov 27, 2021",1651759,3653
"Nov 28, 2021",1653239,1480
"Nov 29, 2021",1654719,1480
"Nov 30, 2021",1657328,2609
"Dec 1, 2021",1659936,2609
"Dec 2, 2021",1662564,2628
"Dec 3, 2021",1665191,2628
"Dec 4, 2021",1667987,2796
"Dec 5, 2021",1670782,2796
"Dec 6, 2021",1673568,2786
"Dec 7, 2021",1676353,2786
"Dec 8, 2021",1679113,2760
"Dec 9, 2021",1681872,2760
"Dec 10, 2021",1684754,2882
"Dec 11, 2021",1687636,2882
"Dec 12, 2021",1690678,3042
"Dec 13, 2021",1693719,3042
"Dec 14, 2021",1696638,2919
"Dec 15, 2021",1699556,2919
"Dec 16, 2021",1702618,3062
"Dec 17, 2021",1705679,3062
"Dec 18, 2021",1708750,3071
"Dec 19, 2021",1711821,3071
"Dec 20, 2021",1714650,2829
"Dec 21, 2021",1717479,2829
"Dec 22, 2021",1720249,2770
"Dec 23, 2021",1723019,2770
"Dec 24, 2021",1725887,2868
"Dec 25, 2021",1728755,2868
"Dec 26, 2021",1731417,2662
"Dec 27, 2021",1734079,2662
"Dec 28, 2021",1736942,2863
"Dec 29, 2021",1739805,2863
"Dec 30, 2021",1742668,2863
"Dec 31, 2021",1745531,2863
"Jan 1, 2022",1748271,2740
"Jan 2, 2022",1751011,2740
"Jan 3, 2022",1753856,2845
"Jan 4, 2022",1756701,2845
"Jan 5, 2022",1759654,2953
"Jan 6, 2022",1762607,2953
"Jan 7, 2022",1765560,2953
"Jan 8, 2022",1768514,2953
"Jan 9, 2022",1771467,2953
"Jan 10, 2022",1774420,2953
"Jan 11, 2022",1777373,2953
"Jan 12, 2022",1780426,3053
"Jan 13, 2022",1783478,3053
"Jan 14, 2022",1786673,3195
"Jan 15, 2022",1789867,3195
"Jan 16, 2022",1793141,3274
"Jan 17, 2022",1796414,3274
"Jan 18, 2022",1799509,3095
"Jan 19, 2022",1802603,3095
"Jan 20, 2022",1805796,3193
"Jan 21, 2022",1812218,6422
"Jan 22, 2022",1815418,3200
"Jan 23, 2022",1818458,3040
"Jan 24, 2022",1821528,3070
"Jan 25, 2022",1824599,3070
"Jan 26, 2022",1827669,3070
"Jan 27, 2022",1830739,3070
"Jan 28, 2022",1833909,3170
"Jan 29, 2022",1836982,3073
"Jan 30, 2022",1838475,1493
"Jan 31, 2022",1839968,1493
"Feb 1, 2022",1842931,2963
"Feb 2, 2022",1845893,2963
"Feb 3, 2022",1849177,3284
"Feb 4, 2022",1852461,3284
"Feb 5, 2022",1855744,3284
"Feb 6, 2022",1859028,3284
"Feb 7, 2022",1862312,3284
"Feb 8, 2022",1865769,3457
"Feb 9, 2022",1869226,3457
"Feb 10, 2022",1872687,3461
"Feb 11, 2022",1876147,3461
"Feb 12, 2022",1879737,3590
"Feb 13, 2022",1883327,3590
"Feb 14, 2022",1888478,5151
"Feb 15, 2022",1893628,5151
"Feb 16, 2022",1897091,3463
"Feb 17, 2022",1900637,3546
"Feb 18, 2022",1904067,3430
"Feb 19, 2022",1907646,3579
"Feb 20, 2022",1909499,1853
"Feb 21, 2022",1911351,1853
"Feb 22, 2022",1914813,3462
"Feb 23, 2022",1918275,3462
"Feb 24, 2022",1921835,3560
"Feb 25, 2022",1928993,7158
"Feb 26, 2022",1932713,3720
"Feb 27, 2022",1934677,1964
"Feb 28, 2022",1936641,1964
"Mar 1, 2022",1943862,7221
"Mar 2, 2022",1945517,1655
"Mar 3, 2022",1947171,1655
"Mar 4, 2022",1950619,3448
"Mar 5, 2022",1954066,3448
"Mar 6, 2022",1958114,4048
"Mar 7, 2022",1962162,4048
"Mar 8, 2022",1965586,3424
"Mar 9, 2022",1969009,3424
"Mar 10, 2022",1972489,3480
"Mar 11, 2022",1975969,3480
"Mar 12, 2022",1983080,7111
"Mar 13, 2022",1986758,3678
"Mar 14, 2022",1986758,0
"Mar 15, 2022",1993632,6874
"Mar 16, 2022",1997300,3668
"Mar 17, 2022",2001094,3794
"Mar 18, 2022",2004648,3554
"Mar 19, 2022",2008343,3695
"Mar 20, 2022",2010161,1818
"Mar 21, 2022",2011978,1818
"Mar 22, 2022",2019030,7052
"Mar 23, 2022",2022729,3699
"Mar 24, 2022",2026565,3836
