Date,Spotify Streams,Change
"Jul 9, 2023",0,0.0
"Jul 10, 2023",1400,1400.0
"Jul 11, 2023",2638,1238.0
"Jul 12, 2023",3690,1052.0
"Jul 13, 2023",4584,894.0
"Jul 14, 2023",5360,776.0
"Jul 15, 2023",6049,689.0
"Jul 16, 2023",6674,625.0
"Jul 17, 2023",7249,575.0
"Jul 18, 2023",7787,538.0
"Jul 19, 2023",8296,509.0
"Jul 20, 2023",8780,484.0
"Jul 21, 2023",9244,464.0
"Jul 22, 2023",9692,448.0
"Jul 23, 2023",10126,434.0
"Jul 24, 2023",10549,423.0
"Jul 25, 2023",10961,412.0
"Jul 26, 2023",11365,404.0
"Jul 27, 2023",11761,396.0
"Jul 28, 2023",12150,389.0
"Jul 29, 2023",12533,383.0
"Jul 30, 2023",12911,378.0
"Jul 31, 2023",13284,373.0
"Aug 1, 2023",13653,369.0
"Aug 2, 2023",14018,365.0
"Aug 3, 2023",14379,361.0
"Aug 4, 2023",14737,358.0
"Aug 5, 2023",15093,356.0
"Aug 6, 2023",15445,352.0
"Aug 7, 2023",15795,350.0
"Aug 8, 2023",16143,348.0
"Aug 9, 2023",16489,346.0
"Aug 10, 2023",16832,343.0
"Aug 11, 2023",17174,342.0
"Aug 12, 2023",17514,340.0
"Aug 13, 2023",17853,339.0
"Aug 14, 2023",18190,337.0
"Aug 15, 2023",18526,336.0
"Aug 16, 2023",18861,335.0
"Aug 17, 2023",19194,333.0
"Aug 18, 2023",19527,333.0
"Aug 19, 2023",19858,331.0
"Aug 20, 2023",20188,330.0
"Aug 21, 2023",20648,460.0
"Aug 22, 2023",21107,459.0
"Aug 23, 2023",21567,460.0
"Aug 24, 2023",22026,459.0
"Aug 25, 2023",22486,460.0
"Aug 26, 2023",22946,460.0
"Aug 27, 2023",23405,459.0
"Aug 28, 2023",23865,460.0
"Aug 29, 2023",24324,459.0
"Aug 30, 2023",24784,460.0
"Aug 31, 2023",25243,459.0
"Sep 1, 2023",25703,460.0
"Sep 2, 2023",26163,460.0
"Sep 3, 2023",26622,459.0
"Sep 4, 2023",27082,460.0
"Sep 5, 2023",27541,459.0
"Sep 6, 2023",28001,460.0
"Sep 7, 2023",28494,493.0
"Sep 8, 2023",28987,493.0
"Sep 9, 2023",29480,493.0
"Sep 10, 2023",29973,493.0
"Sep 11, 2023",30467,494.0
"Sep 12, 2023",30960,493.0
"Sep 13, 2023",31453,493.0
"Sep 14, 2023",31946,493.0
"Sep 15, 2023",32439,493.0
"Sep 16, 2023",32932,493.0
"Sep 17, 2023",33425,493.0
"Sep 18, 2023",33918,493.0
"Sep 19, 2023",34411,493.0
"Sep 20, 2023",34905,494.0
"Sep 21, 2023",35398,493.0
"Sep 22, 2023",35891,493.0
"Sep 23, 2023",36384,493.0
"Sep 24, 2023",36877,493.0
"Sep 25, 2023",37448,571.0
"Sep 26, 2023",38018,570.0
"Sep 27, 2023",38589,571.0
"Sep 28, 2023",39159,570.0
"Sep 29, 2023",39730,571.0
"Sep 30, 2023",40300,570.0
"Oct 1, 2023",40871,571.0
"Oct 2, 2023",41441,570.0
"Oct 3, 2023",42057,616.0
"Oct 4, 2023",42673,616.0
"Oct 5, 2023",43289,616.0
"Oct 6, 2023",43906,617.0
"Oct 7, 2023",44522,616.0
"Oct 8, 2023",45138,616.0
"Oct 9, 2023",45754,616.0
"Oct 10, 2023",46370,616.0
"Oct 11, 2023",46977,607.0
