Date,Total Views,Change
"May 20, 2019",497218,0
"May 21, 2019",497907,689
"May 22, 2019",498595,688
"May 23, 2019",499284,689
"May 24, 2019",499973,689
"May 25, 2019",500661,688
"May 26, 2019",501350,689
"May 27, 2019",502038,688
"May 28, 2019",502727,689
"May 29, 2019",503416,689
"May 30, 2019",504104,688
"May 31, 2019",504793,689
"Jun 1, 2019",505482,689
"Jun 2, 2019",506170,688
"Jun 3, 2019",506859,689
"Jun 4, 2019",507547,688
"Jun 5, 2019",508236,689
"Jun 6, 2019",508925,689
"Jun 7, 2019",509613,688
"Jun 8, 2019",510302,689
"Jun 9, 2019",510991,689
"Jun 10, 2019",511679,688
"Jun 11, 2019",512368,689
"Jun 12, 2019",513056,688
"Jun 13, 2019",513745,689
"Jun 14, 2019",514434,689
"Jun 15, 2019",515122,688
"Jun 16, 2019",515811,689
"Jun 17, 2019",516658,847
"Jun 18, 2019",517506,848
"Jun 19, 2019",518353,847
"Jun 20, 2019",519200,847
"Jun 21, 2019",520249,1049
"Jun 22, 2019",521297,1048
"Jun 23, 2019",522346,1049
"Jun 24, 2019",523343,997
"Jun 25, 2019",523371,28
"Jun 26, 2019",524642,1271
"Jun 27, 2019",526106,1464
"Jun 28, 2019",527882,1776
"Jun 29, 2019",529778,1896
"Jun 30, 2019",530804,1026
"Jul 1, 2019",532625,1821
"Jul 2, 2019",534054,1429
"Jul 3, 2019",535832,1778
"Jul 4, 2019",537745,1913
"Jul 5, 2019",539846,2101
"Jul 6, 2019",541380,1534
"Jul 7, 2019",542816,1436
"Jul 8, 2019",544160,1344
"Jul 9, 2019",545508,1348
"Jul 10, 2019",547178,1670
"Jul 11, 2019",550251,3073
"Jul 12, 2019",552585,2334
"Jul 13, 2019",555708,3123
"Jul 14, 2019",558400,2692
"Jul 15, 2019",560438,2038
"Jul 16, 2019",565237,4799
"Jul 17, 2019",571646,6409
"Jul 18, 2019",574892,3246
"Jul 19, 2019",577700,2808
"Jul 20, 2019",579998,2298
"Jul 21, 2019",581709,1711
"Jul 22, 2019",583518,1809
"Jul 23, 2019",585327,1809
"Jul 24, 2019",587037,1710
"Jul 25, 2019",588507,1470
"Jul 26, 2019",590248,1741
"Jul 27, 2019",591969,1721
"Jul 28, 2019",593595,1626
"Jul 29, 2019",595433,1838
"Jul 30, 2019",597205,1772
"Jul 31, 2019",598805,1600
"Aug 1, 2019",600926,2121
"Aug 2, 2019",602537,1611
"Aug 3, 2019",604282,1745
"Aug 4, 2019",606243,1961
"Aug 5, 2019",608075,1832
"Aug 6, 2019",610457,2382
"Aug 7, 2019",612349,1892
"Aug 8, 2019",614021,1672
"Aug 9, 2019",615472,1451
"Aug 10, 2019",618167,2695
"Aug 11, 2019",620235,2068
"Aug 12, 2019",622064,1829
"Aug 13, 2019",625091,3027
"Aug 14, 2019",627151,2060
"Aug 15, 2019",629596,2445
"Aug 16, 2019",632606,3010
"Aug 17, 2019",635099,2493
"Aug 18, 2019",637599,2500
"Aug 19, 2019",640436,2837
"Aug 20, 2019",643344,2908
"Aug 21, 2019",646532,3188
"Aug 22, 2019",649672,3140
"Aug 23, 2019",652784,3112
"Aug 24, 2019",655505,2721
"Aug 25, 2019",658330,2825
"Aug 26, 2019",660954,2624
"Aug 27, 2019",664382,3428
"Aug 28, 2019",667207,2825
"Aug 29, 2019",670636,3429
"Aug 30, 2019",672676,2040
"Aug 31, 2019",675311,2635
"Sep 1, 2019",677570,2259
"Sep 2, 2019",680394,2824
"Sep 3, 2019",683173,2779
"Sep 4, 2019",686104,2931
"Sep 5, 2019",688484,2380
"Sep 6, 2019",691043,2559
"Sep 7, 2019",693148,2105
"Sep 8, 2019",695673,2525
"Sep 9, 2019",697851,2178
"Sep 10, 2019",699755,1904
"Sep 11, 2019",701452,1697
"Sep 12, 2019",703727,2275
"Sep 13, 2019",705308,1581
"Sep 14, 2019",707183,1875
"Sep 15, 2019",708688,1505
"Sep 16, 2019",710451,1763
"Sep 17, 2019",711895,1444
"Sep 18, 2019",713699,1804
"Sep 19, 2019",715523,1824
"Sep 20, 2019",717181,1658
"Sep 21, 2019",718439,1258
"Sep 22, 2019",719697,1258
"Sep 23, 2019",720956,1259
"Sep 24, 2019",722214,1258
"Sep 25, 2019",723472,1258
"Sep 26, 2019",724730,1258
"Sep 27, 2019",725989,1259
"Sep 28, 2019",727247,1258
"Sep 29, 2019",728505,1258
"Sep 30, 2019",729763,1258
"Oct 1, 2019",731021,1258
"Oct 2, 2019",732280,1259
"Oct 3, 2019",733538,1258
"Oct 4, 2019",734796,1258
"Oct 5, 2019",736054,1258
"Oct 6, 2019",737313,1259
"Oct 7, 2019",738571,1258
"Oct 8, 2019",739829,1258
"Oct 9, 2019",741054,1225
"Oct 10, 2019",742279,1225
"Oct 11, 2019",743504,1225
"Oct 12, 2019",744729,1225
"Oct 13, 2019",745954,1225
"Oct 14, 2019",747179,1225
"Oct 15, 2019",748404,1225
"Oct 16, 2019",749629,1225
"Oct 17, 2019",750854,1225
"Oct 18, 2019",752079,1225
"Oct 19, 2019",753304,1225
"Oct 20, 2019",754529,1225
"Oct 21, 2019",755754,1225
"Oct 22, 2019",756979,1225
"Oct 23, 2019",758204,1225
"Oct 24, 2019",759429,1225
"Oct 25, 2019",760654,1225
"Oct 26, 2019",761879,1225
"Oct 27, 2019",763104,1225
"Oct 28, 2019",764329,1225
"Oct 29, 2019",765554,1225
"Oct 30, 2019",766779,1225
"Oct 31, 2019",768004,1225
"Nov 1, 2019",769229,1225
"Nov 2, 2019",770454,1225
"Nov 3, 2019",771679,1225
"Nov 4, 2019",772904,1225
"Nov 5, 2019",774129,1225
"Nov 6, 2019",775539,1410
"Nov 7, 2019",776949,1410
"Nov 8, 2019",778359,1410
"Nov 9, 2019",779770,1411
"Nov 10, 2019",781180,1410
"Nov 11, 2019",782590,1410
