Date,Total Views,Change
"Sep 23, 2022",0,0
"Sep 24, 2022",92,92
"Sep 25, 2022",177,85
"Sep 26, 2022",256,79
"Sep 27, 2022",329,73
"Sep 28, 2022",398,69
"Sep 29, 2022",463,65
"Sep 30, 2022",525,62
"Oct 1, 2022",583,58
"Oct 2, 2022",638,55
"Oct 3, 2022",690,52
"Oct 4, 2022",740,50
"Oct 5, 2022",788,48
"Oct 6, 2022",834,46
"Oct 7, 2022",878,44
"Oct 8, 2022",920,42
"Oct 9, 2022",961,41
"Oct 10, 2022",1000,39
"Oct 11, 2022",1039,39
"Oct 12, 2022",1076,37
"Oct 13, 2022",1111,35
"Oct 14, 2022",1146,35
"Oct 15, 2022",1180,34
"Oct 16, 2022",1213,33
"Oct 17, 2022",1246,33
"Oct 18, 2022",1277,31
"Oct 19, 2022",1308,31
"Oct 20, 2022",1339,31
"Oct 21, 2022",1369,30
"Oct 22, 2022",1398,29
"Oct 23, 2022",1427,29
"Oct 24, 2022",1455,28
"Oct 25, 2022",1483,28
"Oct 26, 2022",1511,28
"Oct 27, 2022",1538,27
"Oct 28, 2022",1565,27
"Oct 29, 2022",1591,26
"Oct 30, 2022",1617,26
"Oct 31, 2022",1643,26
"Nov 1, 2022",1669,26
"Nov 2, 2022",1695,26
"Nov 3, 2022",1720,25
"Nov 4, 2022",1745,25
"Nov 5, 2022",1770,25
"Nov 6, 2022",1795,25
"Nov 7, 2022",1820,25
"Nov 8, 2022",1845,25
"Nov 9, 2022",1869,24
"Nov 10, 2022",1893,24
"Nov 11, 2022",1918,25
"Nov 12, 2022",1942,24
"Nov 13, 2022",1966,24
"Nov 14, 2022",1990,24
"Nov 15, 2022",2014,24
"Nov 16, 2022",2038,24
"Nov 17, 2022",2062,24
"Nov 18, 2022",2086,24
"Nov 19, 2022",2110,24
"Nov 20, 2022",2134,24
"Nov 21, 2022",2158,24
"Nov 22, 2022",2182,24
"Nov 23, 2022",2205,23
"Nov 24, 2022",2229,24
"Nov 25, 2022",2253,24
"Nov 26, 2022",2277,24
"Nov 27, 2022",2301,24
"Nov 28, 2022",2325,24
"Nov 29, 2022",2349,24
"Nov 30, 2022",2373,24
"Dec 1, 2022",2397,24
"Dec 2, 2022",2421,24
"Dec 3, 2022",2445,24
"Dec 4, 2022",2469,24
"Dec 5, 2022",2494,25
"Dec 6, 2022",2518,24
"Dec 7, 2022",2542,24
"Dec 8, 2022",2566,24
"Dec 9, 2022",2591,25
"Dec 10, 2022",2615,24
"Dec 11, 2022",2640,25
"Dec 12, 2022",2665,25
