Date,Total Views,Change
"Oct 10, 2023",0,0
"Oct 11, 2023",12606,12606
"Oct 12, 2023",27601,14995
"Oct 13, 2023",43292,15691
"Oct 14, 2023",57601,14309
"Oct 15, 2023",69822,12221
"Oct 16, 2023",80186,10364
"Oct 17, 2023",89095,8909
"Oct 18, 2023",96888,7793
"Oct 19, 2023",103812,6924
"Oct 20, 2023",110046,6234
"Oct 21, 2023",115719,5673
"Oct 22, 2023",120929,5210
"Oct 23, 2023",125749,4820
"Oct 24, 2023",130237,4488
"Oct 25, 2023",134438,4201
"Oct 26, 2023",138388,3950
"Oct 27, 2023",142117,3729
"Oct 28, 2023",145650,3533
"Oct 29, 2023",149007,3357
"Oct 30, 2023",152205,3198
"Oct 31, 2023",155259,3054
"Nov 1, 2023",158183,2924
"Nov 2, 2023",160987,2804
"Nov 3, 2023",163680,2693
"Nov 4, 2023",166271,2591
"Nov 5, 2023",168768,2497
"Nov 6, 2023",171177,2409
"Nov 7, 2023",173505,2328
"Nov 8, 2023",175756,2251
"Nov 9, 2023",177935,2179
"Nov 10, 2023",180047,2112
"Nov 11, 2023",182095,2048
"Nov 12, 2023",184083,1988
"Nov 13, 2023",186015,1932
"Nov 14, 2023",187893,1878
"Nov 15, 2023",189720,1827
"Nov 16, 2023",191499,1779
"Nov 17, 2023",193231,1732
"Nov 18, 2023",194920,1689
"Nov 19, 2023",196567,1647
"Nov 20, 2023",198173,1606
"Nov 21, 2023",199742,1569
"Nov 22, 2023",201273,1531
"Nov 23, 2023",202770,1497
"Nov 24, 2023",204232,1462
"Nov 25, 2023",205662,1430
"Nov 26, 2023",207061,1399
"Nov 27, 2023",208429,1368
"Nov 28, 2023",209769,1340
"Nov 29, 2023",211081,1312
"Nov 30, 2023",212365,1284
"Dec 1, 2023",213624,1259
"Dec 2, 2023",214857,1233
"Dec 3, 2023",216066,1209
"Dec 4, 2023",217252,1186
"Dec 5, 2023",218414,1162
"Dec 6, 2023",219554,1140
"Dec 7, 2023",220673,1119
"Dec 8, 2023",221771,1098
"Dec 8, 2023",222849,1078
"Dec 9, 2023",225894,3045
"Dec 10, 2023",228939,3045
"Dec 11, 2023",231665,2726
"Dec 12, 2023",234390,2725
"Dec 13, 2023",237177,2787
"Dec 14, 2023",239963,2786
"Dec 15, 2023",242804,2841
"Dec 16, 2023",245645,2841
"Dec 17, 2023",248229,2584
"Dec 18, 2023",250812,2583
"Dec 19, 2023",253385,2573
"Dec 20, 2023",255957,2572
"Dec 21, 2023",259018,3061
"Dec 22, 2023",262079,3061
"Dec 23, 2023",265574,3495
"Dec 24, 2023",269069,3495
"Dec 25, 2023",271930,2861
"Dec 26, 2023",274791,2861
"Dec 27, 2023",277727,2936
"Dec 28, 2023",280663,2936
"Dec 29, 2023",283848,3185
"Dec 30, 2023",287032,3184
"Dec 31, 2023",290714,3682
"Jan 1, 2024",294396,3682
"Jan 2, 2024",296405,2009
"Jan 3, 2024",298414,2009
"Jan 4, 2024",300770,2356
"Jan 5, 2024",303126,2356
"Jan 6, 2024",305770,2644
"Jan 7, 2024",308414,2644
"Jan 8, 2024",310544,2130
"Jan 9, 2024",312673,2129
"Jan 10, 2024",314862,2189
"Jan 11, 2024",317051,2189
"Jan 12, 2024",319442,2391
"Jan 13, 2024",321832,2390
"Jan 14, 2024",324213,2381
"Jan 15, 2024",326594,2381
"Jan 16, 2024",328579,1985
"Jan 17, 2024",330563,1984
"Jan 18, 2024",332504,1941
"Jan 19, 2024",334444,1940
"Jan 20, 2024",336508,2064
"Jan 21, 2024",338572,2064
"Jan 22, 2024",340131,1559
"Jan 23, 2024",341690,1559
"Jan 24, 2024",343365,1675
"Jan 25, 2024",345039,1674
"Jan 26, 2024",346613,1574
"Jan 27, 2024",348187,1574
"Jan 28, 2024",349618,1431
"Jan 29, 2024",351049,1431
"Jan 30, 2024",352126,1077
"Jan 31, 2024",353202,1076
"Feb 1, 2024",354297,1095
"Feb 2, 2024",355391,1094
"Feb 3, 2024",356517,1126
"Feb 4, 2024",357642,1125
"Feb 5, 2024",358610,968
"Feb 6, 2024",359577,967
"Feb 7, 2024",360559,982
"Feb 8, 2024",361541,982
"Feb 9, 2024",362817,1276
"Feb 10, 2024",364093,1276
"Feb 11, 2024",365369,1276
"Feb 12, 2024",366644,1275
"Feb 13, 2024",367816,1172
"Feb 14, 2024",368988,1172
"Feb 15, 2024",370132,1144
"Feb 16, 2024",371275,1143
"Feb 17, 2024",373057,1782
"Feb 18, 2024",374839,1782
"Feb 19, 2024",376386,1547
"Feb 20, 2024",377933,1547
"Feb 21, 2024",379489,1556
"Feb 22, 2024",381044,1555
"Feb 23, 2024",382468,1424
"Feb 24, 2024",383891,1423
"Feb 25, 2024",385088,1197
"Feb 26, 2024",386284,1196
"Feb 27, 2024",387527,1243
"Feb 28, 2024",388770,1243
"Feb 29, 2024",389822,1052
"Mar 1, 2024",390874,1052
"Mar 2, 2024",392120,1246
"Mar 3, 2024",393365,1245
"Mar 4, 2024",394406,1041
"Mar 5, 2024",395446,1040
"Mar 6, 2024",396530,1084
"Mar 7, 2024",397613,1083
"Mar 8, 2024",398888,1275
"Mar 9, 2024",400162,1274
"Mar 10, 2024",401052,890
"Mar 11, 2024",401941,889
"Mar 12, 2024",402800,859
"Mar 13, 2024",403658,858
"Mar 14, 2024",404540,882
"Mar 15, 2024",405422,882
"Mar 16, 2024",406229,807
"Mar 17, 2024",407036,807
"Mar 18, 2024",407820,784
"Mar 19, 2024",408603,783
"Mar 20, 2024",409386,783
"Mar 21, 2024",410168,782
"Mar 22, 2024",410920,752
"Mar 23, 2024",411671,751
"Mar 24, 2024",412419,748
"Mar 25, 2024",413166,747
"Mar 26, 2024",413968,802
"Mar 27, 2024",414769,801
"Mar 28, 2024",415492,723
"Mar 29, 2024",416214,722
"Mar 30, 2024",416942,728
"Mar 31, 2024",417669,727
"Apr 1, 2024",418384,715
"Apr 2, 2024",419099,715
"Apr 3, 2024",419759,660
"Apr 4, 2024",420418,659
"Apr 5, 2024",421088,670
"Apr 6, 2024",421758,670
"Apr 7, 2024",422475,717
"Apr 8, 2024",423191,716
"Apr 9, 2024",423899,708
"Apr 10, 2024",424606,707
"Apr 11, 2024",425247,641
"Apr 12, 2024",425887,640
"Apr 13, 2024",426680,793
"Apr 14, 2024",427472,792
"Apr 15, 2024",428054,582
