Date,Spotify Streams,Change
"Apr 25, 2024",0,0
"Apr 26, 2024",234,0
"Apr 27, 2024",372,0
"Apr 28, 2024",473,0
"Apr 29, 2024",553,0
"Apr 30, 2024",620,0
"May 1, 2024",676,0
"May 2, 2024",726,0
"May 3, 2024",770,0
"May 4, 2024",810,0
"May 5, 2024",848,0
"May 6, 2024",882,0
"May 7, 2024",915,0
"May 8, 2024",946,0
"May 9, 2024",977,0
"May 10, 2024",1006,0
"May 11, 2024",1036,0
"May 12, 2024",1065,0
"May 13, 2024",1095,0
"May 14, 2024",1125,0
"May 15, 2024",1156,0
"May 16, 2024",1187,0
"May 17, 2024",1220,0
"May 18, 2024",1254,0
"May 19, 2024",1290,0
"May 20, 2024",1327,0
"May 21, 2024",1366,0
"May 22, 2024",1408,0
"May 23, 2024",1452,0
"May 24, 2024",1498,0
"May 25, 2024",1548,0
"May 26, 2024",1601,0
"May 27, 2024",1658,0
"May 28, 2024",1718,0
"May 29, 2024",1783,0
"May 30, 2024",1853,0
"May 31, 2024",1928,0
"Jun 1, 2024",2010,0
"Jun 2, 2024",2098,0
"Jun 3, 2024",2195,0
"Jun 4, 2024",2300,0
"Jun 5, 2024",2415,0
"Jun 6, 2024",2542,0
"Jun 7, 2024",2682,0
"Jun 8, 2024",2840,0
"Jun 9, 2024",3018,0
"Jun 10, 2024",3222,0
"Jun 11, 2024",3461,0
"Jun 12, 2024",3749,0
"Jun 13, 2024",4114,0
"Jun 14, 2024",4627,0
"Jun 15, 2024",5978,0
"Jun 16, 2024",5978,0
"Jun 17, 2024",5978,0
"Jun 18, 2024",6053,75
"Jun 19, 2024",6153,100
"Jun 20, 2024",6394,241
"Jun 21, 2024",6394,0
"Jun 22, 2024",6475,81
"Jun 23, 2024",6649,174
"Jun 24, 2024",6933,284
"Jun 25, 2024",6933,0
"Jun 26, 2024",7066,133
"Jun 27, 2024",7200,134
"Jun 28, 2024",7431,231
"Jun 29, 2024",7431,0
"Jun 30, 2024",7538,107
"Jul 1, 2024",7959,421
"Jul 2, 2024",7959,0
"Jul 3, 2024",8221,262
"Jul 4, 2024",8518,297
"Jul 5, 2024",8876,358
"Jul 6, 2024",9132,256
"Jul 7, 2024",9429,297
"Jul 8, 2024",9625,196
"Jul 9, 2024",9848,223
"Jul 10, 2024",10086,238
"Jul 11, 2024",10466,380
"Jul 12, 2024",10831,365
"Jul 13, 2024",11102,271
"Jul 14, 2024",11102,0
"Jul 15, 2024",11723,621
"Jul 16, 2024",12049,326
"Jul 17, 2024",12432,383
"Jul 18, 2024",12727,295
"Jul 19, 2024",13076,349
"Jul 20, 2024",13567,491
"Jul 21, 2024",14082,515
"Jul 22, 2024",14543,461
