Date,Spotify Streams,Change
"Feb 21, 2020",0,0.0
"Feb 22, 2020",319,319.0
"Feb 23, 2020",639,320.0
"Feb 24, 2020",958,319.0
"Feb 25, 2020",1277,319.0
"Feb 26, 2020",1597,320.0
"Feb 27, 2020",1916,319.0
"Feb 28, 2020",2235,319.0
"Feb 29, 2020",2553,318.0
"Mar 1, 2020",2872,319.0
"Mar 2, 2020",3190,318.0
"Mar 3, 2020",3508,318.0
"Mar 4, 2020",3826,318.0
"Mar 5, 2020",4144,318.0
"Mar 6, 2020",4461,317.0
"Mar 7, 2020",4777,316.0
"Mar 8, 2020",5093,316.0
"Mar 9, 2020",5409,316.0
"Mar 10, 2020",5724,315.0
"Mar 11, 2020",6039,315.0
"Mar 12, 2020",6353,314.0
"Mar 13, 2020",6666,313.0
"Mar 14, 2020",6979,313.0
"Mar 15, 2020",7291,312.0
"Mar 16, 2020",7603,312.0
"Mar 17, 2020",7914,311.0
"Mar 18, 2020",8224,310.0
"Mar 19, 2020",8533,309.0
"Mar 20, 2020",8841,308.0
"Mar 21, 2020",9149,308.0
"Mar 22, 2020",9455,306.0
"Mar 23, 2020",9761,306.0
"Mar 24, 2020",10066,305.0
"Mar 25, 2020",10370,304.0
"Mar 26, 2020",10673,303.0
"Mar 27, 2020",10975,302.0
"Mar 28, 2020",11276,301.0
"Mar 29, 2020",11576,300.0
"Mar 30, 2020",11875,299.0
"Mar 31, 2020",12172,297.0
"Apr 1, 2020",12469,297.0
"Apr 2, 2020",12764,295.0
"Apr 3, 2020",13059,295.0
"Apr 4, 2020",13352,293.0
"Apr 5, 2020",13644,292.0
"Apr 6, 2020",13935,291.0
"Apr 7, 2020",14224,289.0
"Apr 8, 2020",14512,288.0
"Apr 9, 2020",14799,287.0
"Apr 10, 2020",15085,286.0
"Apr 11, 2020",15370,285.0
"Apr 12, 2020",15653,283.0
"Apr 13, 2020",15935,282.0
"Apr 14, 2020",16216,281.0
"Apr 15, 2020",16495,279.0
"Apr 16, 2020",16773,278.0
"Apr 17, 2020",17050,277.0
"Apr 18, 2020",17325,275.0
"Apr 19, 2020",17599,274.0
"Apr 20, 2020",17872,273.0
"Apr 21, 2020",18143,271.0
"Apr 22, 2020",18413,270.0
"Apr 23, 2020",18682,269.0
"Apr 24, 2020",18949,267.0
"Apr 25, 2020",19215,266.0
"Apr 26, 2020",19479,264.0
"Apr 27, 2020",19742,263.0
"Apr 28, 2020",20004,262.0
"Apr 29, 2020",20264,260.0
"Apr 30, 2020",20523,259.0
"May 1, 2020",20781,258.0
"May 2, 2020",21037,256.0
"May 3, 2020",21292,255.0
"May 4, 2020",21546,254.0
"May 5, 2020",21798,252.0
"May 6, 2020",22049,251.0
"May 7, 2020",22299,250.0
"May 8, 2020",22547,248.0
"May 9, 2020",22794,247.0
"May 10, 2020",23039,245.0
"May 11, 2020",23283,244.0
"May 12, 2020",23526,243.0
"May 13, 2020",23768,242.0
"May 14, 2020",24008,240.0
"May 15, 2020",24247,239.0
"May 16, 2020",24485,238.0
"May 17, 2020",24721,236.0
"May 18, 2020",24956,235.0
"May 19, 2020",25190,234.0
"May 20, 2020",25423,233.0
"May 21, 2020",25654,231.0
"May 22, 2020",25884,230.0
"May 23, 2020",26113,229.0
"May 24, 2020",26340,227.0
"May 25, 2020",26567,227.0
"May 26, 2020",26792,225.0
"May 27, 2020",27016,224.0
"May 28, 2020",27239,223.0
"May 29, 2020",27460,221.0
"May 30, 2020",27681,221.0
"May 31, 2020",27900,219.0
"Jun 1, 2020",28118,218.0
"Jun 2, 2020",28335,217.0
"Jun 3, 2020",28551,216.0
"Jun 4, 2020",28766,215.0
"Jun 5, 2020",28979,213.0
"Jun 6, 2020",29192,213.0
"Jun 7, 2020",29403,211.0
"Jun 8, 2020",29613,210.0
"Jun 9, 2020",29823,210.0
"Jun 10, 2020",30031,208.0
"Jun 11, 2020",30238,207.0
"Jun 12, 2020",30444,206.0
"Jun 13, 2020",30649,205.0
"Jun 14, 2020",30853,204.0
"Jun 15, 2020",31056,203.0
"Jun 16, 2020",31258,202.0
"Jun 17, 2020",31459,201.0
"Jun 18, 2020",31659,200.0
"Jun 19, 2020",31857,198.0
"Jun 20, 2020",32055,198.0
"Jun 21, 2020",32252,197.0
"Jun 22, 2020",32448,196.0
"Jun 23, 2020",32644,196.0
"Jun 24, 2020",32838,194.0
"Jun 25, 2020",33031,193.0
"Jun 26, 2020",33223,192.0
"Jun 27, 2020",33415,192.0
"Jun 28, 2020",33605,190.0
"Jun 29, 2020",33795,190.0
"Jun 30, 2020",33983,188.0
"Jul 1, 2020",34171,188.0
"Jul 2, 2020",34358,187.0
"Jul 3, 2020",34544,186.0
"Jul 4, 2020",34730,186.0
"Jul 5, 2020",34914,184.0
"Jul 6, 2020",35098,184.0
"Jul 7, 2020",35280,182.0
"Jul 8, 2020",35462,182.0
"Jul 9, 2020",35644,182.0
"Jul 10, 2020",35824,180.0
"Jul 11, 2020",36003,179.0
"Jul 12, 2020",36182,179.0
"Jul 13, 2020",36360,178.0
"Jul 14, 2020",36537,177.0
"Jul 15, 2020",36714,177.0
"Jul 16, 2020",36889,175.0
"Jul 17, 2020",37064,175.0
"Jul 18, 2020",37239,175.0
"Jul 19, 2020",37412,173.0
"Jul 20, 2020",37585,173.0
"Jul 21, 2020",37757,172.0
"Jul 22, 2020",37928,171.0
"Jul 23, 2020",38099,171.0
"Jul 24, 2020",38269,170.0
"Jul 25, 2020",38438,169.0
"Jul 26, 2020",38606,168.0
"Jul 27, 2020",38774,168.0
"Jul 28, 2020",38941,167.0
"Jul 29, 2020",39108,167.0
"Jul 30, 2020",39274,166.0
"Jul 31, 2020",39439,165.0
"Aug 1, 2020",39604,165.0
