Date,Spotify Streams,Change
"Sep 18, 2025",0,0.0
"Sep 19, 2025",681,681.0
"Sep 20, 2025",912,231.0
"Sep 21, 2025",1057,145.0
"Sep 22, 2025",1164,107.0
"Sep 23, 2025",1249,85.0
"Sep 24, 2025",20562,19313.0
"Sep 25, 2025",39875,19313.0
"Sep 26, 2025",59188,19313.0
"Sep 27, 2025",78501,19313.0
"Sep 28, 2025",97814,19313.0
"Sep 29, 2025",117127,19313.0
"Sep 30, 2025",117451,324.0
"Oct 1, 2025",117519,68.0
"Oct 2, 2025",117519,0.0
"Oct 3, 2025",117576,57.0
"Oct 4, 2025",117650,74.0
"Oct 5, 2025",117679,29.0
"Oct 6, 2025",117679,0.0
"Oct 7, 2025",117691,12.0
"Oct 8, 2025",117710,19.0
"Oct 9, 2025",117738,28.0
"Oct 10, 2025",117742,4.0
"Oct 11, 2025",117745,3.0
"Oct 12, 2025",117768,23.0
"Oct 13, 2025",117768,0.0
"Oct 14, 2025",117784,16.0
"Oct 15, 2025",117784,0.0
"Oct 16, 2025",117792,8.0
"Oct 17, 2025",117799,7.0
"Oct 18, 2025",117806,7.0
"Oct 19, 2025",117806,0.0
"Oct 20, 2025",117815,9.0
"Oct 21, 2025",117819,4.0
"Oct 22, 2025",117824,5.0
"Oct 23, 2025",117828,4.0
"Oct 24, 2025",117834,6.0
"Oct 25, 2025",117836,2.0
"Oct 26, 2025",117836,0.0
"Oct 27, 2025",117839,3.0
"Oct 28, 2025",117840,1.0
"Oct 29, 2025",117841,1.0
"Oct 30, 2025",117843,2.0
"Oct 31, 2025",117843,0.0
"Nov 1, 2025",117844,1.0
"Nov 2, 2025",117845,1.0
"Nov 3, 2025",117846,1.0
"Nov 4, 2025",117848,2.0
"Nov 5, 2025",117849,1.0
"Nov 6, 2025",117852,3.0
"Nov 7, 2025",117852,0.0
"Nov 8, 2025",117853,1.0
"Nov 9, 2025",117854,1.0
"Nov 10, 2025",117855,1.0
"Nov 11, 2025",117856,1.0
"Nov 12, 2025",117857,1.0
"Nov 13, 2025",117858,1.0
"Nov 14, 2025",117858,0.0
"Nov 15, 2025",117858,0.0
"Nov 16, 2025",117860,2.0
"Nov 17, 2025",117860,0.0
"Nov 18, 2025",117861,1.0
"Nov 19, 2025",117861,0.0
"Nov 20, 2025",117861,0.0
"Nov 21, 2025",117862,1.0
