Date,Total Views,Change
"Feb 1, 2025",257256,0
"Feb 2, 2025",1647979,1390723
"Feb 3, 2025",2669887,1021908
"Feb 4, 2025",3691794,1021907
"Feb 5, 2025",4097725,405931
"Feb 6, 2025",4503656,405931
"Feb 7, 2025",4909336,405680
"Feb 8, 2025",5315016,405680
"Feb 9, 2025",5560140,245124
"Feb 10, 2025",5805263,245123
"Feb 11, 2025",6062767,257504
"Feb 12, 2025",6320270,257503
"Feb 13, 2025",6503987,183717
"Feb 14, 2025",6687703,183716
"Feb 15, 2025",6949544,261841
"Feb 16, 2025",7211384,261840
"Feb 17, 2025",7416267,204883
"Feb 18, 2025",7621151,204884
"Feb 19, 2025",7826034,204883
"Feb 20, 2025",8073394,247360
"Feb 21, 2025",8320755,247361
"Feb 22, 2025",8568115,247360
"Feb 23, 2025",8815476,247361
"Feb 24, 2025",9062836,247360
"Feb 25, 2025",9310197,247361
"Feb 26, 2025",9557557,247360
"Feb 27, 2025",9768573,211016
"Feb 28, 2025",9979590,211017
"Mar 1, 2025",10190606,211016
"Mar 2, 2025",10339073,148467
"Mar 3, 2025",10487540,148467
"Mar 4, 2025",10636007,148467
"Mar 5, 2025",10784474,148467
"Mar 6, 2025",10957994,173520
"Mar 7, 2025",11131513,173519
"Mar 8, 2025",11305033,173520
"Mar 9, 2025",11462515,157482
"Mar 10, 2025",11619998,157483
"Mar 11, 2025",11777480,157482
"Mar 12, 2025",11911635,134155
"Mar 13, 2025",12045789,134154
"Mar 14, 2025",12179944,134155
"Mar 15, 2025",12334381,154437
"Mar 16, 2025",12488817,154436
"Mar 17, 2025",12597691,108874
"Mar 18, 2025",12706566,108875
"Mar 19, 2025",12815440,108874
"Mar 20, 2025",12913797,98357
"Mar 21, 2025",13012154,98357
"Mar 22, 2025",13110511,98357
"Mar 23, 2025",13229806,119295
"Mar 24, 2025",13349101,119295
"Mar 25, 2025",13445536,96435
"Mar 26, 2025",13541970,96434
"Mar 27, 2025",13616845,74875
"Mar 28, 2025",13691719,74874
"Mar 29, 2025",13766594,74875
"Mar 30, 2025",13841468,74874
"Mar 31, 2025",13945780,104312
"Apr 1, 2025",14050093,104313
"Apr 2, 2025",14154405,104312
"Apr 3, 2025",14253457,99052
"Apr 4, 2025",14352509,99052
"Apr 5, 2025",14438378,85869
"Apr 6, 2025",14524246,85868
"Apr 7, 2025",14610115,85869
"Apr 8, 2025",14713390,103275
"Apr 9, 2025",14816665,103275
"Apr 10, 2025",14894210,77545
"Apr 11, 2025",14971755,77545
"Apr 12, 2025",15049300,77545
"Apr 13, 2025",15153562,104262
"Apr 14, 2025",15257825,104263
"Apr 15, 2025",15362087,104262
"Apr 16, 2025",15457073,94986
"Apr 17, 2025",15552059,94986
"Apr 18, 2025",15647045,94986
"Apr 19, 2025",15717922,70877
"Apr 20, 2025",15788799,70877
"Apr 21, 2025",15846988,58189
"Apr 22, 2025",15905176,58188
"Apr 23, 2025",15963365,58189
"Apr 24, 2025",16047429,84064
"Apr 25, 2025",16131493,84064
"Apr 26, 2025",16192338,60845
"Apr 27, 2025",16253184,60846
"Apr 28, 2025",16314029,60845
"Apr 29, 2025",16387356,73327
"Apr 30, 2025",16460683,73327
"May 1, 2025",16531660,70977
"May 2, 2025",16602638,70978
"May 3, 2025",16673615,70977
"May 4, 2025",16744592,70977
"May 5, 2025",16794757,50165
"May 6, 2025",16844921,50164
"May 7, 2025",16895086,50165
"May 8, 2025",16950581,55495
"May 9, 2025",17006077,55496
"May 10, 2025",17061572,55495
"May 11, 2025",17151178,89606
"May 12, 2025",17240783,89605
"May 13, 2025",17296372,55589
"May 14, 2025",17351962,55590
"May 15, 2025",17407551,55589
"May 16, 2025",17490484,82933
"May 17, 2025",17573416,82932
"May 18, 2025",17632734,59318
"May 19, 2025",17692051,59317
"May 20, 2025",17751369,59318
"May 21, 2025",17814634,63265
"May 22, 2025",17877899,63265
"May 23, 2025",17941165,63266
"May 24, 2025",18004430,63265
"May 25, 2025",18067695,63265
"May 26, 2025",18130960,63265
"May 27, 2025",18222140,91180
"May 28, 2025",18313321,91181
"May 29, 2025",18404501,91180
"May 30, 2025",18459211,54710
"May 31, 2025",18513920,54709
"Jun 1, 2025",18568630,54710
"Jun 2, 2025",18623339,54709
"Jun 3, 2025",18696842,73503
"Jun 4, 2025",18770344,73502
"Jun 5, 2025",18843847,73503
"Jun 6, 2025",18906381,62534
"Jun 7, 2025",18968914,62533
"Jun 8, 2025",19020298,51384
"Jun 9, 2025",19071681,51383
"Jun 10, 2025",19123080,51399
"Jun 11, 2025",19172745,49665
"Jun 12, 2025",19222410,49665
"Jun 13, 2025",19273508,51098
"Jun 14, 2025",19324606,51098
"Jun 15, 2025",19393861,69255
"Jun 16, 2025",19427336,33475
"Jun 17, 2025",19493996,66660
"Jun 18, 2025",19560656,66660
"Jun 19, 2025",19627315,66659
"Jun 20, 2025",19693975,66660
"Jun 21, 2025",19745409,51434
"Jun 22, 2025",19796842,51433
"Jun 23, 2025",19848276,51434
"Jun 24, 2025",19935598,87322
"Jun 25, 2025",19984823,49225
"Jun 26, 2025",20034048,49225
"Jun 27, 2025",20072968,38920
"Jun 28, 2025",20128690,55722
"Jun 29, 2025",20184411,55721
"Jun 30, 2025",20245438,61027
"Jul 1, 2025",20306465,61027
"Jul 2, 2025",20358240,51775
"Jul 3, 2025",20410015,51775
"Jul 4, 2025",20461790,51775
"Jul 5, 2025",20513565,51775
"Jul 6, 2025",20555941,42376
"Jul 7, 2025",20598318,42377
"Jul 8, 2025",20640694,42376
"Jul 9, 2025",20693736,53042
"Jul 10, 2025",20746778,53042
"Jul 11, 2025",20799820,53042
"Jul 12, 2025",20852862,53042
"Jul 13, 2025",20905904,53042
"Jul 14, 2025",20951660,45756
"Jul 15, 2025",20997416,45756
"Jul 16, 2025",21043172,45756
"Jul 17, 2025",21095371,52199
"Jul 18, 2025",21147569,52198
"Jul 19, 2025",21197144,49575
"Jul 20, 2025",21246719,49575
"Jul 21, 2025",21296294,49575
"Jul 22, 2025",21345869,49575
"Jul 23, 2025",21421041,75172
"Jul 24, 2025",21496212,75171
"Jul 25, 2025",21571384,75172
"Jul 26, 2025",21646556,75172
"Jul 27, 2025",21721728,75172
"Jul 28, 2025",21796899,75171
"Jul 29, 2025",21872071,75172
"Jul 30, 2025",21932406,60335
"Jul 31, 2025",21992742,60336
"Aug 1, 2025",22053077,60335
"Aug 2, 2025",22113412,60335
"Aug 3, 2025",22195920,82508
"Aug 4, 2025",22247687,51767
"Aug 5, 2025",22299453,51766
"Aug 6, 2025",22361603,62150
"Aug 7, 2025",22429629,68026
"Aug 8, 2025",22497654,68025
"Aug 9, 2025",22565680,68026
"Aug 10, 2025",22602666,36986
"Aug 11, 2025",22667864,65198
"Aug 12, 2025",22723111,55247
"Aug 13, 2025",22778357,55246
"Aug 14, 2025",22833604,55247
"Aug 15, 2025",22888851,55247
"Aug 16, 2025",22944098,55247
"Aug 17, 2025",22999344,55246
"Aug 18, 2025",23054591,55247
"Aug 19, 2025",23109838,55247
"Aug 20, 2025",23165084,55246
"Aug 21, 2025",23220331,55247
"Aug 22, 2025",23275578,55247
"Aug 23, 2025",23330825,55247
"Aug 24, 2025",23386071,55246
"Aug 25, 2025",23441318,55247
"Aug 26, 2025",23489874,48556
"Aug 27, 2025",23538429,48555
"Aug 28, 2025",23586985,48556
"Aug 29, 2025",23635541,48556
