Date,Likes,Change
"Jul 4, 2025",733477,571
"Jul 5, 2025",734048,571
"Jul 6, 2025",734441,393
"Jul 7, 2025",734835,394
"Jul 8, 2025",735228,393
"Jul 9, 2025",735696,468
"Jul 10, 2025",736164,468
"Jul 11, 2025",736633,469
"Jul 12, 2025",737101,468
"Jul 13, 2025",737569,468
"Jul 14, 2025",737955,386
"Jul 15, 2025",738340,385
"Jul 16, 2025",738726,386
"Jul 17, 2025",739151,425
"Jul 18, 2025",739576,425
"Jul 19, 2025",740049,473
"Jul 20, 2025",740522,473
"Jul 21, 2025",740994,472
"Jul 22, 2025",741467,473
"Jul 23, 2025",742324,857
"Jul 24, 2025",743181,857
"Jul 25, 2025",744038,857
"Jul 26, 2025",744896,858
"Jul 27, 2025",745753,857
"Jul 28, 2025",746610,857
"Jul 29, 2025",747467,857
"Jul 30, 2025",747978,511
"Jul 31, 2025",748489,511
"Aug 1, 2025",749000,511
"Aug 2, 2025",749511,511
"Aug 3, 2025",750180,669
"Aug 4, 2025",750615,435
"Aug 5, 2025",751049,434
"Aug 6, 2025",751586,537
"Aug 7, 2025",752145,559
"Aug 8, 2025",752704,559
"Aug 9, 2025",753263,559
"Aug 10, 2025",753561,298
"Aug 11, 2025",754299,738
"Aug 12, 2025",754768,469
"Aug 13, 2025",755238,470
"Aug 14, 2025",755707,469
"Aug 15, 2025",756177,470
"Aug 16, 2025",756646,469
"Aug 17, 2025",757116,470
"Aug 18, 2025",757585,469
"Aug 19, 2025",758054,469
"Aug 20, 2025",758524,470
"Aug 21, 2025",758993,469
"Aug 22, 2025",759463,470
"Aug 23, 2025",759932,469
"Aug 24, 2025",760402,470
"Aug 25, 2025",760871,469
"Aug 26, 2025",761226,355
"Aug 27, 2025",761582,356
"Aug 28, 2025",761937,355
"Aug 29, 2025",762293,356
"Aug 30, 2025",762648,355
"Aug 31, 2025",763003,355
"Sep 1, 2025",763359,356
"Sep 2, 2025",763714,355
"Sep 3, 2025",764070,356
"Sep 4, 2025",764425,355
"Sep 5, 2025",764733,308
"Sep 6, 2025",765042,309
"Sep 7, 2025",765350,308
"Sep 8, 2025",765659,309
"Sep 9, 2025",765967,308
"Sep 10, 2025",766275,308
"Sep 11, 2025",766584,309
"Sep 12, 2025",766892,308
"Sep 13, 2025",767201,309
"Sep 14, 2025",767509,308
"Sep 15, 2025",767857,348
"Sep 16, 2025",768204,347
"Sep 17, 2025",768552,348
"Sep 18, 2025",768899,347
"Sep 19, 2025",769247,348
"Sep 20, 2025",769594,347
"Sep 21, 2025",769942,348
"Sep 22, 2025",770183,241
"Sep 23, 2025",770424,241
"Sep 24, 2025",770665,241
"Sep 25, 2025",770905,240
"Sep 26, 2025",771146,241
"Sep 27, 2025",771387,241
"Sep 28, 2025",771628,241
"Sep 29, 2025",771840,212
"Sep 30, 2025",772053,213
"Oct 1, 2025",772265,212
"Oct 2, 2025",772477,212
"Oct 3, 2025",772689,212
"Oct 4, 2025",772902,213
"Oct 5, 2025",773114,212
"Oct 6, 2025",773336,222
"Oct 7, 2025",773559,223
"Oct 8, 2025",773781,222
"Oct 9, 2025",774003,222
"Oct 10, 2025",774225,222
"Oct 11, 2025",774448,223
"Oct 12, 2025",774670,222
"Oct 13, 2025",774902,232
"Oct 14, 2025",775134,232
"Oct 15, 2025",775366,232
"Oct 16, 2025",775598,232
"Oct 17, 2025",775830,232
"Oct 18, 2025",776062,232
"Oct 19, 2025",776294,232
"Oct 20, 2025",776498,204
"Oct 21, 2025",776703,205
"Oct 22, 2025",776907,204
"Oct 23, 2025",777112,205
"Oct 24, 2025",777316,204
"Oct 25, 2025",777521,205
"Oct 26, 2025",777725,204
"Oct 27, 2025",777927,202
"Oct 28, 2025",778130,203
"Oct 29, 2025",778332,202
"Oct 30, 2025",778535,203
"Oct 31, 2025",778737,202
"Nov 1, 2025",778940,203
"Nov 2, 2025",779142,202
"Nov 3, 2025",779339,197
"Nov 4, 2025",779536,197
"Nov 5, 2025",779733,197
"Nov 6, 2025",779931,198
"Nov 7, 2025",780128,197
"Nov 8, 2025",780325,197
"Nov 9, 2025",780522,197
"Nov 10, 2025",780772,250
"Nov 11, 2025",781022,250
"Nov 12, 2025",781271,249
"Nov 13, 2025",781521,250
"Nov 14, 2025",781771,250
"Nov 15, 2025",782021,250
"Nov 16, 2025",782270,249
"Nov 17, 2025",782520,250
