Date,Spotify Streams,Change
"Feb 2, 2025",7147,0
"Feb 3, 2025",7147,0
"Feb 4, 2025",59855,52708
"Feb 5, 2025",144701,84846
"Feb 6, 2025",144701,0
"Feb 7, 2025",186062,41361
"Feb 8, 2025",240289,54227
"Feb 9, 2025",282077,41788
"Feb 10, 2025",318326,36249
"Feb 11, 2025",356165,37839
"Feb 12, 2025",393374,37209
"Feb 13, 2025",431119,37745
"Feb 14, 2025",464404,33285
"Feb 15, 2025",498385,33981
"Feb 16, 2025",534266,35881
"Feb 17, 2025",568384,34118
"Feb 18, 2025",605572,37188
"Feb 19, 2025",642270,36698
"Feb 20, 2025",676646,34376
"Feb 21, 2025",711275,34629
"Feb 22, 2025",753875,42600
"Feb 23, 2025",791701,37826
"Feb 24, 2025",822930,31229
"Feb 25, 2025",856359,33429
"Feb 26, 2025",890532,34173
"Feb 27, 2025",929168,38636
"Feb 28, 2025",966405,37237
"Mar 1, 2025",1017664,51259
"Mar 2, 2025",1054490,36826
"Mar 3, 2025",1079105,24615
"Mar 4, 2025",1107776,28671
"Mar 5, 2025",1135237,27461
"Mar 6, 2025",1135237,0
"Mar 7, 2025",1187066,51829
"Mar 8, 2025",1210395,23329
"Mar 9, 2025",1232271,21876
"Mar 10, 2025",1250863,18592
"Mar 11, 2025",1273801,22938
"Mar 12, 2025",1295045,21244
"Mar 13, 2025",1316409,21364
"Mar 14, 2025",1336697,20288
"Mar 15, 2025",1355709,19012
"Mar 16, 2025",1374721,19012
"Mar 17, 2025",1393733,19012
"Mar 18, 2025",1412744,19012
"Mar 19, 2025",1431756,19012
"Mar 20, 2025",1450768,19012
"Mar 21, 2025",1470097,19329
"Mar 22, 2025",1488289,18192
"Mar 23, 2025",1505234,16945
"Mar 24, 2025",1522178,16945
"Mar 25, 2025",1539823,17645
"Mar 26, 2025",1557137,17314
"Mar 27, 2025",1574832,17695
"Mar 28, 2025",1592386,17554
"Mar 29, 2025",1609299,16913
"Mar 30, 2025",1626713,17414
"Mar 31, 2025",1641732,15019
"Apr 1, 2025",1658035,16303
"Apr 2, 2025",1676279,18244
"Apr 3, 2025",1695325,19046
"Apr 4, 2025",1714818,19493
"Apr 5, 2025",1733002,18184
"Apr 6, 2025",1750536,17534
"Apr 7, 2025",1768069,17534
"Apr 8, 2025",1786164,18095
"Apr 9, 2025",1805074,18910
"Apr 10, 2025",1824493,19419
"Apr 11, 2025",1843267,18774
"Apr 12, 2025",1861228,17961
"Apr 13, 2025",1880362,19134
"Apr 14, 2025",1897840,17478
"Apr 15, 2025",1916116,18276
"Apr 16, 2025",1934841,18725
"Apr 17, 2025",1952359,17518
"Apr 18, 2025",1969578,17219
"Apr 19, 2025",1986797,17219
"Apr 20, 2025",2018959,32162
"Apr 21, 2025",2018959,0
"Apr 22, 2025",2034279,15320
"Apr 23, 2025",2049353,15074
"Apr 24, 2025",2063960,14607
"Apr 25, 2025",2078203,14243
"Apr 26, 2025",2092689,14486
"Apr 27, 2025",2106707,14018
"Apr 28, 2025",2119513,12806
"Apr 29, 2025",2133583,14070
"Apr 30, 2025",2147405,13822
"May 1, 2025",2160402,12997
"May 2, 2025",2174794,14392
"May 3, 2025",2195012,20218
"May 4, 2025",2215229,20218
"May 5, 2025",2215229,0
"May 6, 2025",2227736,12507
"May 7, 2025",2240282,12546
"May 8, 2025",2251960,11678
"May 9, 2025",2264415,12455
"May 10, 2025",2276180,11765
"May 11, 2025",2276180,0
"May 12, 2025",2299648,23468
"May 13, 2025",2311492,11844
"May 14, 2025",2323286,11794
"May 15, 2025",2335928,12642
"May 16, 2025",2348674,12746
"May 17, 2025",2360997,12323
"May 18, 2025",2373369,12372
"May 19, 2025",2384488,11119
"May 20, 2025",2396050,11562
"May 21, 2025",2407505,11455
"May 22, 2025",2430602,23097
"May 23, 2025",2430602,0
"May 24, 2025",2441392,10790
"May 25, 2025",2452183,10790
"May 26, 2025",2462973,10790
"May 27, 2025",2473952,10979
"May 28, 2025",2484931,10979
"May 29, 2025",2496142,11211
"May 30, 2025",2507311,11169
"May 31, 2025",2517658,10347
"Jun 1, 2025",2528574,10916
"Jun 2, 2025",2537633,9059
"Jun 3, 2025",2547295,9662
"Jun 4, 2025",2557022,9727
"Jun 5, 2025",2566749,9727
"Jun 6, 2025",2576476,9727
"Jun 7, 2025",2586018,9542
"Jun 8, 2025",2604701,18683
"Jun 9, 2025",2609605,4904
"Jun 10, 2025",2614509,4904
"Jun 11, 2025",2624642,10133
"Jun 12, 2025",2634461,9819
"Jun 13, 2025",2644336,9875
"Jun 14, 2025",2653525,9189
"Jun 15, 2025",2662490,8965
"Jun 16, 2025",2671455,8965
"Jun 17, 2025",2680536,9081
"Jun 18, 2025",2690184,9648
"Jun 19, 2025",2713984,23800
"Jun 20, 2025",2713984,0
"Jun 21, 2025",2727519,13535
"Jun 22, 2025",2740336,12817
"Jun 23, 2025",2763814,23478
"Jun 24, 2025",2775067,11253
"Jun 25, 2025",2775067,0
"Jun 26, 2025",2787860,12793
"Jun 27, 2025",2800256,12396
