Date,Total Views,Change
"Jul 16, 2022",3832889,0
"Jul 17, 2022",16438642,12605753
"Jul 18, 2022",29010193,12571551
"Jul 19, 2022",35981701,6971508
"Jul 20, 2022",44772881,8791180
"Jul 21, 2022",53807177,9034296
"Jul 22, 2022",61044125,7236948
"Jul 23, 2022",64364449,3320324
"Jul 24, 2022",67684772,3320323
"Jul 25, 2022",71005096,3320324
"Jul 26, 2022",74325419,3320323
"Jul 27, 2022",77645743,3320324
"Jul 28, 2022",80966067,3320324
"Jul 29, 2022",84286390,3320323
"Jul 30, 2022",87606714,3320324
"Jul 31, 2022",90927037,3320323
"Aug 1, 2022",94247361,3320324
"Aug 2, 2022",94283152,35791
"Aug 3, 2022",96319130,2035978
"Aug 4, 2022",98159794,1840664
"Aug 5, 2022",100227975,2068181
"Aug 6, 2022",102542122,2314147
"Aug 7, 2022",104569036,2026914
"Aug 8, 2022",106553283,1984247
"Aug 9, 2022",108791834,2238551
"Aug 10, 2022",111182592,2390758
"Aug 11, 2022",113688443,2505851
"Aug 12, 2022",116097582,2409139
"Aug 13, 2022",118680138,2582556
"Aug 14, 2022",121324607,2644469
"Aug 15, 2022",123565326,2240719
"Aug 16, 2022",125771620,2206294
"Aug 17, 2022",128041731,2270111
"Aug 18, 2022",130313380,2271649
"Aug 19, 2022",132378940,2065560
"Aug 20, 2022",134441069,2062129
"Aug 21, 2022",136673940,2232871
"Aug 22, 2022",138439518,1765578
"Aug 23, 2022",140274788,1835270
"Aug 24, 2022",142189372,1914584
"Aug 25, 2022",144245494,2056122
"Aug 26, 2022",146240733,1995239
"Aug 27, 2022",148361411,2120678
"Aug 28, 2022",150555106,2193695
"Aug 29, 2022",152482399,1927293
"Aug 30, 2022",154510455,2028056
"Aug 31, 2022",156499884,1989429
"Sep 1, 2022",158493898,1994014
"Sep 2, 2022",160240217,1746319
"Sep 3, 2022",162146448,1906231
"Sep 4, 2022",164137044,1990596
"Sep 5, 2022",166021936,1884892
"Sep 6, 2022",167773065,1751129
"Sep 7, 2022",169510977,1737912
"Sep 8, 2022",171258636,1747659
"Sep 9, 2022",173329789,2071153
"Sep 10, 2022",175878973,2549184
"Sep 11, 2022",178767788,2888815
"Sep 12, 2022",181109305,2341517
"Sep 13, 2022",183466991,2357686
"Sep 14, 2022",185868213,2401222
